file,HPO_codes,HPO_symptoms,starts,ends
2888021,"['0000413', '0000119', '0002668', '0001067', '0001067', '0008689', '0000413', '0001067', '0100013', '0032411', '0000413', '0030015', '0002664', '0000413', '0000119', '0100013']","['Bilateral acoustic', 'tumours of the nervous system', 'meningiomas', 'gliomas', 'neurofibromas', 'neurofibromatosis', 'bilateral', 'acoustic neuromas', 'BANF', 'neurofibromatosis', 'autosomal', 'tumours', 'dominant', 'meningiomas', 'acoustic neuromas', 'disorder', 'tumour', 'acoustic neuromas', 'nervous system', 'tumours']","['0', '118', '158', '171', '180', '19', '211', '221', '38', '441', '56', '579', '66', '706', '722', '75', '857', '954', '982', '997']","['18', '147', '169', '178', '193', '36', '220', '238', '42', '458', '65', '586', '74', '717', '739', '83', '863', '971', '996', '1004']"
11837604,"['0011473', '0000528', '0031919', '0006316', '0031919', '0000119', '0032411', '0001831']","['variable', 'clinical', 'brachydactyly type C', 'variability', 'brachydactyly type C', 'in type C', 'autosomal', 'dominant', 'brachydactyly']","['140', '14', '193', '23', '345', '35', '380', '390', '45']","['148', '22', '213', '34', '365', '44', '389', '398', '58']"
8494033,"['0001022', '0007979', '0010877', '0000868', '0000119']","['Hypopigmentation', 'Hypopigmentation', 'albinism', 'nystagmus', 'strabismus', 'reduced retinal pigment', 'melanin pigment synthesis in the hair, skin, and eyes']","['1043', '140', '416', '531', '547', '568', '85']","['1059', '156', '424', '540', '557', '591', '138']"
7628117,"['0000465', '0000465']","['popliteal', 'pterygium', 'popliteal', 'pterygium']","['329', '339', '63', '73']","['338', '348', '72', '82']"
8042672,"['0100619', '0002671', '0008675', '0000707', '0003487', '0002710', '0000119', '0002671', '0032411', '0002671', '0012421', '0009726', '0000953', '0011473']","['basal cell carcinoma', 'basal cell carcinomas', 'jaw cysts', 'palmar and/or', 'plantar', 'pits', 'calcification of the falx cerebri', 'autosomal', 'basal cell carcinomas', 'dominant', 'basal cell carcinomas', 'skin', 'tumors', 'increased skin pigmentation', 'variable expressivity']","['11', '358', '489', '500', '514', '522', '532', '54', '624', '64', '723', '774', '779', '871', '99']","['31', '379', '498', '513', '521', '526', '565', '63', '645', '72', '744', '778', '785', '898', '120']"
8988171,"['0001288', '0000078', '0000119', '0000078', '0000097', '0025356', '0000119', '0001250', '0000876', '0000748']","['abnormal gait', 'de novo', 'possible abnormality', 'de novo', 'mental', 'retardation', 'methylation abnormality', 'seizures', 'frequent smiling and', 'laughter']","['106', '1120', '1487', '247', '41', '48', '523', '61', '71', '92']","['119', '1127', '1507', '254', '47', '59', '546', '69', '91', '100']"
11748306,"['0000496', '0001250', '0006880', '0001250', '0001263', '0000097', '0025356', '0012715', '0002167', '0030015', '0005484', '0001010', '0001250']","['motor skills', 'seizures', 'sporadic', 'seizure', 'developmental delay', 'mental', 'retardation', 'profound', 'speech impairment', 'movement and balance disorder', 'microcephaly', 'hypopigmentation', 'seizures']","['1048', '1077', '1350', '1769', '520', '547', '554', '567', '576', '597', '803', '817', '839']","['1060', '1085', '1358', '1776', '539', '553', '565', '575', '593', '626', '815', '833', '847']"
8755929,"['0000365', '0000119', '0008209', '0009726', '0000078', '0005346', '0005531', '0006316', '0010459', '0032411', '0030015', '0009726', '0002664', '0002671', '0000097', '0025356', '0000405']","['hearing loss', 'failure to thrive', 'ovarian fibromas', 'tumors', 'neoplasms', 'developmental defects', 'variable expression', 'autosomal', 'significant', 'phenotypic', 'variability', 'within and among kindreds', 'dominant', 'disorder', 'tumors', 'cancer', 'basal cell carcinomas', 'mental', 'retardation', 'conductive', 'medulloblastomas']","['1002', '1020', '117', '1230', '1283', '152', '1544', '22', '241', '253', '264', '276', '32', '41', '422', '474', '76', '971', '978', '991', '99']","['1014', '1037', '133', '1236', '1292', '173', '1563', '31', '252', '263', '275', '301', '40', '49', '428', '480', '97', '977', '989', '1001', '115']"
8786067,"['0000719', '0000748', '0001250', '0002353', '0000166', '0000119', '0000097', '0025356', '0000027', '0000183', '0000119']","['inappropriate', 'laughter', 'epilepsy', 'abnormal electroencephalogram', 'severe', 'abnormal methylation', 'mental', 'retardation', 'absent speech', 'puppet-like movements', 'abnormal methylation']","['108', '122', '132', '146', '43', '469', '50', '57', '70', '85', '884']","['121', '130', '140', '175', '49', '489', '56', '68', '83', '106', '904']"
10767004,"['0000078', '0009554', '0030008', '0002710', '0008675', '0010459', '0007678', '0000365', '0002710', '0006482', '0000077', '0000119']","['craniofacial,', 'skin defects', 'auricular,', 'cervical', 'pits', 'cysts', 'ophthalmologic, and', 'nasolacrimal duct stenosis', 'deafness', 'prehelical', 'pits', 'malformed pinna', 'renal anomalies', 'oral anomalies']","['15', '168', '29', '307', '316', '322', '40', '523', '551', '561', '572', '578', '599', '60']","['28', '180', '39', '315', '320', '327', '59', '549', '559', '571', '576', '593', '614', '74']"
10861661,"['0000119', '0005484', '0001250']","['absence of speech', 'microcephaly', 'epilepsy']","['1025', '659', '836']","['1042', '671', '844']"
1745350,"['0001067', '0000119', '0000119', '0001067', '0011072', '0001106', '0009726', '0000199', '0000413', '0009726', '0032411', '0001067', '0004563']","['neurofibromas', ' spots (CLS),', 'the s', 'neurof', 'bromas withou', 'cutaneous', 'tumors', 'Lisch nodules', 'acoustic', 'tumors', 'autosomal', 'dominant inheritance', 'neurofibromatosis', 'spinal']","['103', '133', '147', '165', '172', '227', '237', '245', '263', '272', '355', '365', '51', '96']","['116', '146', '152', '171', '185', '236', '243', '258', '271', '278', '364', '385', '68', '102']"
11152153,"['0001177', '0001177', '0001177']","['preaxial', 'polydactyly', 'preaxial', 'polydatyly']","['167', '176', '68', '77']","['175', '187', '76', '87']"
7905534,"['0000078', '0000078', '0001604', '0000078', '0000119', '0000119', '0032411', '0001604', '0006880', '0001604', '0006880', '0001604', '0001604', '0000078']","['de novo', 'de novo', 'familial cases', 'de novo', 'chromosomal abnormalities', 'mode of inheritance', 'autosomal', 'dominant', 'Sporadic cases', 'sporadic', 'cases', 'sporadic', 'cases', 'familial cases', 'de novo']","['107', '1168', '1482', '1622', '1929', '362', '403', '413', '446', '720', '729', '902', '911', '929', '998']","['114', '1175', '1496', '1629', '1954', '381', '412', '421', '460', '728', '734', '910', '916', '943', '1005']"
8929945,"['0001250', '0000119', '0001022', '0011340', '0005335', '0000166', '0000097', '0025356', '0002066', '0000183', '0000027', '0000119', '0031588', '0002376', '0000154', '0006880', '0002066', '0001141', '0001263', '0002251', '0000046', '0008905', '0000119', '0000695', '0011968']","['epilepsy', 'abnormal EEG', 'Hypopigmentation', 'oculocutaneous', 'albinism', 'could not walk independently', 'Disrupted sleep patterns', 'severe', 'mental', 'retardation', 'ataxic', 'movements', 'absent language', 'abnormal EEG', 'happy disposition', 'infancy', 'wide mouth', 'sporadic', 'ataxic', 'severely', 'retarded', 'lacking recognisable speech.', 'poor postnatal head growth', 'Short stature', 'Hypotonia at birth', 'neonatal', 'feeding difficulties', 'Epilepsy']","['1006', '1065', '1110', '1171', '1186', '1210', '1326', '1668', '1675', '1682', '1695', '1702', '1713', '1730', '1744', '1772', '1855', '270', '389', '397', '406', '420', '677', '705', '785', '836', '845', '896']","['1014', '1077', '1126', '1185', '1194', '1238', '1350', '1674', '1681', '1693', '1701', '1711', '1728', '1742', '1761', '1779', '1865', '278', '395', '405', '414', '448', '703', '718', '803', '844', '865', '904']"
18478600,"['0000465', '0000119', '0000119', '0000176', '0000065', '0002710', '0012741', '0000048', '0000065', '0002710', '0012741', '0000104', '0012210']","['Popliteal', 'pterygium', 'genital malformations', 'involvement of the skin', 'orofacial clefting', 'lip', 'pits', 'unilateral', 'cleft lip and palate', 'lip', 'pits', 'unilateral', 'renal aplasia', 'renal malformation']","['0', '10', '153', '179', '220', '243', '247', '295', '306', '356', '360', '366', '377', '735']","['9', '19', '174', '202', '238', '246', '251', '305', '326', '359', '364', '376', '390', '753']"
1347096,"['0002671', '0100612', '0000924', '0002514', '0000130', '0002671', '0032411', '0030015']","['basal-cell carcinomas', 'odontogenic keratocysts', 'skeletal anomalies', 'intracranial calcification', 'basal-cell-carcinoma', 'developmental malformations', 'basal-cell carcinomas', 'autosomal', 'dominant', 'disorder']","['119', '152', '177', '197', '20', '229', '371', '57', '67', '76']","['140', '175', '195', '223', '40', '256', '392', '66', '75', '84']"
2729353,"['0000244', '0000407', '0000365', '0002167', '0010945', '0008568', '0002700', '0000119', '0011473', '0005346']","['brachycephaly', 'sensorineural', 'hearing loss', 'speech impediment', 'mild', 'ataxia', 'enlarged foramen magnum', 'brainstem abnormality', 'dominantly transmitted', 'variable', 'expression']","['171', '186', '200', '214', '237', '242', '275', '373', '472', '500', '509']","['184', '199', '212', '231', '241', '248', '298', '394', '494', '508', '519']"
2105641,"['0000119', '0002668', '0001067', '0008689', '0000413', '0002664', '0001067', '0002664', '0002664', '0032411', '0030015']","['Neurofibromatosis', 'tumors of the nervous system', 'meningiomas', 'gliomas', 'neurofibromas', 'ependymomas', 'bilateral acoustic', 'acoustic neuromas', 'tumor', 'neurofibromatosis', 'tumor', 'tumor', 'autosomal', 'dominant', 'disorder']","['0', '151', '191', '204', '213', '228', '23', '258', '365', '42', '551', '676', '78', '88', '97']","['17', '179', '202', '211', '226', '239', '41', '275', '370', '59', '556', '681', '87', '96', '105']"
2466440,"['0008568', '0000119', '0004818', '0000748', '0001250', '0005484', '0000061', '0000303', '0000154', '0000307', '0100703', '0100022', '0030265', '0002066', '0000183', '0000119', '0011473', '0007824', '0001263']","['ataxia', 'episodes of', 'paroxysmal', 'laughter', 'seizures', 'microcephaly', 'facial appearance', 'prominent jaw', 'wide mouth', 'pointed chin', 'Tongue thrusting', 'movement disorder', 'wide based,', 'ataxic gait', 'jerky limb movements', 'flapping of the hands', 'variable', 'global', 'developmental delay']","['104', '112', '124', '135', '145', '159', '315', '355', '372', '390', '404', '436', '468', '480', '506', '531', '562', '76', '83']","['110', '123', '134', '143', '153', '171', '332', '368', '382', '402', '420', '453', '479', '491', '526', '552', '570', '82', '102']"
8318482,"['0000523', '0000518', '0001067', '0000523', '0000518', '0000518', '0001067', '0001067', '0006735', '0000518', '0001067', '0006735', '0000523', '0000518', '0006735', '0000518', '0008209', '0000523', '0000518', '0001067']","['capsular', 'cataract', 'neurofibromatosis', 'capsular', 'cataracts', 'lens opacities', 'neurofibromatosis', 'neurofibromatosis', 'cortical', 'cataracts', 'neurofibromatosis', 'cortical opacities', 'capsular', 'cataracts', 'cortical', 'cataracts', 'early onset', 'capsular', 'cataracts', 'neurofibromatosis']","['207', '216', '229', '272', '281', '457', '477', '571', '614', '623', '63', '733', '810', '819', '870', '879', '892', '942', '951', '992']","['215', '224', '246', '280', '290', '471', '494', '588', '622', '632', '80', '751', '818', '828', '878', '888', '903', '950', '960', '1009']"
8317476,"['0000119', '0032411', '0000119']","['phenotypic abnormality', 'dominant', 'mode of inheritance']","['139', '260', '327']","['161', '268', '346']"
7802001,"['0000707', '0000271', '0001010', '0001010', '0001010', '0001604', '0001604', '0001604', '0001604', '0006880', '0001604', '0001604', '0006880', '0001604', '0006880', '0001604']","['neurological signs', 'facial characteristics', 'hypopigmentation', 'hypopigmentation', 'hypopigmentation', 'familial cases', 'familial cases', 'sporadic cases', 'sporadic cases', 'sporadic', 'cases', 'familial cases', 'sporadic', 'familial cases', 'sporadic', 'familial cases']","['1333', '1356', '1423', '1526', '1585', '182', '215', '260', '294', '336', '345', '479', '678', '691', '791', '804']","['1351', '1378', '1439', '1542', '1601', '196', '229', '274', '308', '344', '350', '493', '686', '705', '799', '818']"
16957682,"['0031919', '0000114', '0009700', '0001831']","['brachydactyly type C', 'proximal', 'symphalangism', 'brachydactyly']","['186', '296', '305', '99']","['206', '304', '318', '112']"
18220287,"['0009794', '0010459', '0100848', '0008209', '0000365', '0000077', '0008209', '0002710', '0012715', '0000365', '0008716', '0012674', '0032411', '0030015']","['branchial', 'and', 'external', 'ear malformations', 'hearing loss', 'renal anomalies', 'ear', 'pits', 'profound', 'hearing loss', 'branchial fistulae', 'kidney agenesis', 'autosomal', 'dominant', 'disorder']","['104', '114', '118', '127', '146', '164', '207', '211', '219', '228', '242', '266', '40', '50', '59']","['113', '117', '126', '144', '158', '179', '210', '215', '227', '240', '260', '281', '49', '58', '67']"
8808282,"['0000365', '0000077', '0032411', '0030015', '0009794', '0000119']","['hearing loss', 'renal anomalies', 'autosomal', 'dominant', 'disorder', 'branchial', 'abnormality']","['108', '126', '40', '50', '59', '85', '95']","['120', '141', '49', '58', '67', '94', '106']"
1456287,"['0001611', '0000119']","['hypernasal speech', 'continued growth along the third centile']","['189', '212']","['206', '252']"
263442,"['0000365', '0002710', '0012210', '0032411', '0002710', '0003191', '0000365', '0000077', '0000384', '0002710', '0009794', '0003191', '0025451', '0000365', '0000119', '0000119', '0032411', '0030015', '0000384', '0002710', '0000078', '0000365', '0009794', '0100277', '0000119', '0000119', '0000077', '0009794', '0003191', '0000365', '0002710', '0000365']","['hearing loss', 'pits', 'renal malformation', 'dominant inheritance', 'pits', 'clefts', 'deafness', 'renal anomalies', 'preauricular', 'pits', 'branchial', 'clefts', 'renal investigation', 'hearing loss', 'renal dysplasia', 'renal dysplasia', 'autosomal', 'dominant', 'disorder', 'preauricular', 'pits', 'lachrymal duct stenosis', 'hearing loss', 'branchial', 'fistulas', 'or cysts', 'defects of the outer, middle, and inner ear', 'renal anomalies', 'branchial', 'clefts', 'hearing loss', 'pits', 'hearing loss']","['1042', '1063', '1100', '1170', '1194', '1200', '1212', '1229', '1376', '1389', '1398', '1408', '1442', '171', '27', '353', '375', '385', '394', '442', '455', '461', '486', '500', '510', '519', '540', '589', '794', '804', '816', '901', '949']","['1054', '1067', '1118', '1190', '1198', '1206', '1220', '1244', '1388', '1393', '1407', '1414', '1461', '183', '42', '368', '384', '393', '402', '454', '459', '484', '498', '509', '518', '527', '583', '604', '803', '810', '828', '905', '961']"
19476995,"['0002664', '0000078', '0001067', '0032411', '0000119', '0100013', '0100008', '0001067', '0004734', '0008011', '0009830', '0006285', '0000518', '0100014', '0002664', '0009711', '0006285', '0012421', '0100013', '0001067']","['Neurofibromatosis', 'tumour', 'autosomal-', 'de novo mutation', 'neurofibromatosis', 'dominant', 'nervous system', 'tumours', 'schwannomas', 'meningiomas', 'ependymomas', 'astrocytomas', 'neurofibromas', 'multiple', 'peripheral', 'neuropathy', 'ophthalmological lesions', 'cataracts', 'epiretinal membranes', 'neoplasia', 'retinal hamartomas', 'cutaneous lesions', 'skin', 'tumours', 'neurofibromatosis']","['0', '117', '31', '358', '379', '41', '422', '437', '446', '459', '472', '485', '503', '50', '519', '530', '542', '568', '579', '59', '605', '630', '649', '654', '935']","['17', '123', '41', '374', '396', '49', '436', '444', '457', '470', '483', '497', '516', '58', '529', '540', '566', '577', '599', '68', '623', '647', '653', '661', '952']"
9236523,"['0002226', '0000168', '0009720', '0001012', '0002226', '0000168', '0001106', '0009726', '0009720', '0009720', '0012421', '0032609', '0000119', '0002664', '0012421', '0000271', '0009720', '0001106', '0008652', '0001012']","['confetti-like hypopigmented macules', 'gingival papules', 'angiofibromas', 'collagenomas', 'lipomas', 'confetti-like hypopigmented macules', 'gingival papules', 'cutaneous manifestations', 'hyperparathyroidism', 'tumors', 'angiofibromas', 'angiofibromas', 'skin lesions', 'endocrine', 'cutaneous abnormalities', 'neoplasia', 'skin lesions', 'facial', 'angiofibromas', 'cutaneous manifestations', 'Angiofibromas', 'Collagenomas', 'cafe au lait macules', 'lipomas']","['1012', '1081', '1128', '1143', '1157', '1166', '1215', '1236', '1360', '1405', '1422', '1521', '338', '35', '369', '45', '602', '648', '655', '74', '763', '871', '939', '982']","['1047', '1097', '1141', '1155', '1164', '1201', '1231', '1260', '1379', '1411', '1435', '1534', '350', '44', '392', '54', '614', '654', '668', '98', '776', '883', '959', '989']"
18177466,"['0025451', '0000078', '0010459', '0000372', '0008770', '0009794', '0000134', '0031038', '0000077', '0000365', '0000175', '0011003', '0000035', '0012368', '0000365', '0500063', '0000383', '0002710', '0008716']","['renal agenesis', 'de novo', 'ophthalmic,', 'orofacial,', 'articular, and', 'auditory manifestations', 'autosomal', 'dominant trait', 'branchial', ',', 'otic and', 'renal anomalies', 'hearing loss', 'cleft palate', 'myopia', 'vitreous anomaly', 'flat face', 'hearing loss', 'pre-', 'auricular', 'pits', 'branchial fistulae']","['1009', '1222', '172', '184', '195', '210', '289', '299', '327', '336', '338', '347', '564', '581', '638', '673', '696', '81', '966', '970', '980', '986']","['1023', '1229', '183', '194', '209', '233', '298', '313', '336', '337', '346', '362', '576', '593', '644', '689', '705', '93', '970', '979', '984', '1004']"
1003450,"['0009700', '0000119', '0001831', '0000119', '0011330', '0000003', '0000119', '0032411', '0008770', '0000119', '0001792']","['symphalangism', 'ankylois of proximal interphalangeal joints', 'brachydactyly', 'synostosis of some carpal and tarsal bones', 'craniosynostosis', 'dysplastic hip joints', 'absence of some middle or distal phalanges', 'autosomal', 'dominant', 'trait', 'aplastic or', 'hypoplastic nails']","['105', '120', '14', '166', '210', '232', '29', '346', '356', '365', '74', '86']","['118', '163', '27', '208', '226', '253', '71', '355', '364', '370', '85', '103']"
1110452,"['0032411', '0006880', '0001604', '0000708', '0002671', '0031067', '0006880', '0006880']","['autosomal', 'dominant', 'sporadic', 'cases', 'dominantly inheritable disorders', 'basal cell nevus', 'syndrome', 'sporadic', 'sporadic']","['108', '118', '217', '226', '260', '298', '315', '612', '65']","['117', '126', '225', '231', '292', '314', '323', '620', '73']"
17431915,"['0030015', '0100848', '0000356', '0001177', '0001177', '0008209', '0006339', '0008734', '0001177', '0001177', '0001140', '0000119']","['heterogeneous', 'disorder', 'external', 'ear anomalies', 'preaxial', 'polydactyly', 'ear canals', 'mandibular', 'hypoplasia', 'preaxial', 'polydactyly', 'epibulbar dermoid', 'abnormal external ears']","['1021', '1035', '155', '164', '179', '188', '332', '344', '355', '377', '386', '412', '446']","['1034', '1043', '163', '177', '187', '199', '342', '354', '365', '385', '397', '429', '468']"
12357473,"['0000924', '0032411', '0001831', '0031919']","['skeletal morphogenesis', 'autosomal', 'dominant', 'brachydactyly', 'type C', 'nonpenetrance']","['160', '277', '287', '296', '310', '610']","['182', '286', '295', '309', '316', '623']"
6846397,"['0008689', '0025451', '0031067', '0000077', '0001562', '0025451', '0000077', '0008689', '0025451', '0000086']","['bilateral', 'renal agenesis', 'Potter syndrome', 'renal anomalies', 'oligohydramnios', 'renal agenesis', 'renal anomalies', 'bilateral', 'renal agenesis', 'renal ectopia']","['124', '134', '167', '236', '294', '372', '460', '571', '581', '75']","['133', '148', '182', '251', '309', '386', '475', '580', '595', '88']"
11382639,"['0100619', '0000290', '0030019', '0030903', '0002710', '0100612', '0000086', '0002307', '0100619', '0000119', '0100619', '0100619', '0100619', '0032411', '0002664', '0100619', '0002671', '0004904', '0100619', '0100619', '0100619', '0100619', '0002671']","['basal cell carcinoma', 'frontal bossing', 'increased occipitofrontal circumference', 'palmar', 'pits', 'odontogenic keratocyst', 'ectopic calcification', 'bifid rib', 'basal cell carcinoma', 'basal cell carcinomas on the face', 'basal cell carcinoma', 'basal cell carcinoma', 'basal cell carcinoma', 'autosomal dominant', 'cancer', 'basal cell carcinoma', 'basal cell carcinomas', 'young', 'basal cell carcinoma', 'basal cell carcinoma', 'basal cell carcinoma', 'basal cell carcinoma', 'basal cell carcinomas']","['100', '1022', '1041', '1100', '1107', '1129', '1168', '1210', '1279', '1366', '1426', '1654', '1798', '1974', '1993', '2059', '2243', '2275', '2301', '244', '487', '768', '979']","['120', '1037', '1080', '1106', '1111', '1151', '1189', '1219', '1299', '1399', '1446', '1674', '1818', '1992', '1999', '2079', '2264', '2280', '2321', '264', '507', '788', '1000']"
8981943,"['0100619', '0006880', '0002671', '0006316', '0030748', '0011473', '0005531', '0006316']","['basal cell carcinoma', 'sporadic', 'basal cell carcinomas', 'variability', 'germinal mosaicism', 'variable', 'phenotypic', 'variability']","['111', '171', '180', '238', '672', '759', '791', '802']","['131', '179', '201', '249', '690', '767', '801', '813']"
7446562,"['0003250', '0004442', '0001371', '0009940', '0001371', '0001776', '0032411', '0002804']","['congenital', 'joint', 'contractures', 'ulnar deviation', 'contractures', 'bilateral clubfeet', 'autosomal-', 'dominant inheritance', 'arthrogryposis']","['109', '120', '126', '156', '199', '240', '401', '411', '540']","['119', '125', '138', '171', '211', '258', '411', '431', '554']"
11343340,"['0025356', '0007285', '0012125', '0007335', '0000717', '0001263', '0000708']","['retardation', 'cerebral palsy', 'static', 'encephalopathy', 'autism', 'developmental delay', 'mitochondrial disorders']","['749', '828', '844', '851', '892', '928', '959']","['760', '842', '850', '865', '898', '947', '982']"
7468659,"['0032411', '0000119', '0025318', '0000365', '0000365', '0000384', '0000119', '0002710']","['autosomal', 'dominant', 'renal dysplasia', 'preauricular pit', 'hearing loss', 'hearing impairment', 'preauricular', 'renal dysplasia', 'pits']","['327', '337', '403', '474', '565', '661', '68', '754', '81']","['336', '345', '418', '490', '577', '679', '80', '769', '85']"
7762579,"['0004916', '0002804', '0004916', '0002804', '0004916', '0002804', '0002694', '0006316', '0000119', '0010459', '0001291', '0004484', '0001171', '0003416', '0030997', '0002804']","['distal', 'arthrogryposis', 'distal', 'arthrogryposis', 'distal', 'arthrogryposis', 'contractural', 'arachnodactyly', 'marked', 'variability', 'in the severity and nature of manifestations', 'hand and', 'foot involvement', 'craniofacial changes', 'ectrodactyly', 'spinal stenosis', 'biliary atresia', 'arthrogryposis']","['110', '117', '292', '299', '374', '381', '400', '413', '448', '455', '467', '533', '542', '574', '723', '72', '737', '815']","['116', '131', '298', '313', '380', '395', '412', '427', '454', '466', '511', '541', '558', '594', '735', '87', '752', '829']"
9096762,"['0000550', '0100619', '0100612', '0000119', '0000119', '0100619', '0000953']","['medulloblastoma', 'radiosensitive response', 'radiosensitive', 'basal cell carcinoma', 'medulloblastoma', 'medulloblastoma', 'medulloblastoma', 'medulloblastoma', 'odontogenic keratocyst', 'of the mandible', 'pits of the palms and soles', 'medulloblastoma', 'basal cell carcinoma', 'increased skin pigmentation']","['1226', '134', '1415', '161', '225', '310', '361', '51', '557', '580', '597', '716', '78', '944']","['1241', '157', '1429', '181', '240', '325', '376', '66', '579', '595', '624', '731', '98', '971']"
3585943,['0000044'],"['isolated cases', 'autosomal recessive', 'inheritance']","['115', '475', '495']","['129', '494', '506']"
3098672,"['0001067', '0001067', '0000119', '0001067', '0006880']","['neurofibromatosis', 'neurofibromas', 'chromosomal anomalies', 'meningiomas', 'neurofibromas', 'sporadic']","['103', '36', '537', '604', '620', '83']","['120', '49', '558', '615', '633', '91']"
1415348,"['0001562', '0025451', '0008921', '0008734', '0000119', '0000134', '0025451', '0000119', '0000078', '0000384', '0002710', '0000078', '0009794', '0008716', '0001928']","['oligohydramnios', 'renal hypoplasia and agenesis', 'died neonatally', 'pulmonary hypoplasia', 'immaturity of the middle ear cleft', ', ossicles, facial nerve and canal, and cochlear nerve', 'renal hypoplasia', 'renal hypoplasia/dysplasia or agenesis', 'renal defect', 'preauricular', 'pits', 'lacrimal duct stenosis', 'branchial', 'fistulae and/or cysts', 'Hearing studies']","['113', '136', '179', '198', '291', '325', '467', '546', '661', '764', '777', '783', '811', '821', '844']","['128', '165', '194', '218', '325', '379', '483', '584', '673', '776', '781', '805', '820', '842', '859']"
15385437,"['0000097', '0025356']","['mental', 'retardation', 'somatic mosaicism', 'mosaicism']","['1162', '1169', '531', '751']","['1168', '1180', '548', '760']"
292745,"['0002671', '0006285', '0012421', '0100013', '0100612', '0000193', '0000119', '0000924']","['basal cell carcinomas', 'jaw lesions', 'skin', 'tumours', 'odontogenic keratocysts', 'bifid ribs', 'calcification of the falx cerebri', 'skeletal abnormalities']","['397', '436', '559', '564', '584', '658', '679', '731']","['418', '447', '563', '571', '607', '668', '712', '753']"
11169564,"['0002694', '0006316', '0000119', '0031919', '0000119', '0031919', '0031919', '0010459', '0006316', '0032411', '0000119', '0031919']","['locus', 'heterogeneity', 'marked', 'variability', 'in expression', 'brachydactyly type C', 'malformations restricted to the upper limbs', 'brachydactyly type C', 'locus', 'heterogeneity', 'autosomal', 'brachydactyly type C', 'considerable intra- and', 'interfamilial', 'variability', 'dominant', 'in expression', 'brachydactyly type C']","['1079', '1085', '122', '129', '141', '20', '384', '444', '582', '588', '73', '746', '794', '818', '832', '83', '844', '930']","['1084', '1098', '128', '140', '154', '40', '427', '464', '587', '601', '82', '766', '817', '831', '843', '91', '857', '950']"
15994874,"['0100013', '0006316', '0002516', '0010456', '0006316']","['Neurofibromatosis', 'tumours', 'variability', 'intracranial', 'meningiomas', 'greater', 'variability']","['0', '1103', '193', '540', '553', '86', '94']","['17', '1110', '204', '552', '564', '93', '105']"
6261046,"['0000048', '0002664', '0002521', '0000040']","['left ventricular fibroma', 'tumor', 'ventricular arrhythmia', 'enlarged cardiac silhouette']","['256', '286', '331', '37']","['280', '291', '353', '64']"
6964893,"['0000119', '0000365', '0025025', '0000080', '0100277', '0100277', '0000365', '0032411', '0030015', '0000365', '0000408', '0000119', '0000133', '0000365', '0000384', '0002710', '0000119', '0000078', '0009794', '0100277', '0000119', '0009794', '0000077', '0009794', '0003191', '0000365', '0012210']","['renal dysplasia', 'hearing loss', 'vestibular studies', 'renal function', 'earpits', 'earpits', 'deafness', 'autosomal', 'dominant', 'disorder', 'deafness', 'sensorineural,', 'conductive or', 'mixed', 'hearing loss', 'preauricular', 'pits', 'defects of the outer, middle and inner ear', 'lacrimal duct stenosis', 'branchial', 'fistulas', 'or cysts', 'branchial', 'renal anomalies', 'Pits', 'branchial', 'clefts', 'hearing loss', 'renal malformation']","['1232', '1444', '167', '198', '435', '43', '443', '467', '477', '486', '51', '534', '549', '563', '569', '583', '596', '613', '657', '681', '691', '700', '723', '743', '889', '895', '905', '916', '972']","['1247', '1456', '185', '212', '442', '50', '451', '476', '485', '494', '59', '548', '562', '568', '581', '595', '600', '655', '679', '690', '699', '708', '732', '758', '893', '904', '911', '928', '990']"
8103288,"['0000097', '0025356', '0000078']","['Dysmorphogenesis', 'mental', 'retardation', 'de novo']","['204', '228', '235', '588']","['220', '234', '246', '595']"
6631421,"['0012478', '0004904', '0001513', '0025356', '0031919', '0001513', '0000119', '0008740', '0000097', '0025356']","['thumb ankylosis', 'young', 'obesity', 'retardation', 'slight dysmorphia', 'type A brachydactylia,', 'obesity', 'coxa-epiphysiolysis', 'ankylosis of both thumbs', 'vertical inheritance', 'mental', 'retardation']","['118', '2', '36', '410', '425', '446', '478', '49', '503', '534', '85', '92']","['133', '7', '43', '421', '442', '468', '485', '68', '527', '554', '91', '103']"
8832722,"['0001114', '0000048', '0000119', '0000119', '0004904', '0000078', '0000119', '0000054', '0000078', '0008689', '0000119', '0000048', '0007700', '0000119', '0008689', '0000568', '0000124']","['ocular colobomata', 'dysplastic left kidney', 'facial anomalies', 'abnormality of the philtrum', 'young', 'nasolacrimal duct obstruction', 'facial anomalies', 'short philtrum', 'nasolacrimal duct obstruction', 'bilateral', 'ocular abnormalities', 'cleft lip and palate', 'dominantly inherited', 'developmental', 'abnormalities of the eye', 'bilateral', 'microphthalmos', 'facial structures']","['108', '133', '217', '249', '2', '302', '367', '396', '436', '47', '493', '57', '642', '703', '717', '79', '89', '938']","['125', '155', '233', '276', '7', '331', '383', '410', '465', '56', '513', '77', '662', '716', '741', '88', '103', '955']"
8592325,"['0001831', '0031919', '0000119', '0031919', '0001831', '0008669', '0000119', '0001831', '0006353']","['Type A1', 'brachydactyly', 'type A1', 'fusion of the middle and terminal phalanges', 'type A1', 'brachydactyly', 'distal limb development', 'shortening of the middle phalanx of all digits', 'brachydactyly', 'limb buds']","['0', '1060', '1074', '139', '246', '254', '380', '76', '8', '912']","['7', '1073', '1081', '182', '253', '267', '403', '122', '21', '921']"
