FileName,Actual Text,HPO ID,Phenotype name,No. occurrences,Earliness (lower = earlier)
2354548,['A father and son are described with an autosomal dominant branchial cleft syndrome resembling both the branchio-oto-renal and the branchio-oculo-facial syndrome. Both syndromes may represent variant expressions of the same autosomal dominant gene.'],[],[],[],[]
2466440,"[""Thirty six children with typical features of Angelman's syndrome, including global developmental delay, ataxia, episodes of paroxysmal laughter, seizures, and microcephaly were studied. The series included three sibships of three affected sisters, two affected brothers, and two affected sisters, respectively. The facial appearance is characterised by a prominent jaw, a wide mouth, and a pointed chin. Tongue thrusting is common. The movement disorder consists of a wide based, ataxic gait with frequent jerky limb movements and flapping of the hands. Tone is variable in the limbs with normal reflexes, and the plantar responses are usually flexor. The syndrome is being diagnosed more often, and attention is drawn to its diagnostic aspects.""]","['HP:0001251', 'HP:0000749', 'HP:0001263', 'HP:0002066', 'HP:0000154', 'HP:0000252', 'HP:0000303', 'HP:0000307', 'HP:0001250', 'HP:0011451', 'HP:0100022', 'HP:0100703', 'HP:0002131', 'HP:0010808', 'HP:0011822', 'HP:0012802', 'HP:0002070']","['Ataxia', 'Paroxysmal bursts of laughter', 'Global developmental delay', 'Gait ataxia', 'Wide mouth', 'Microcephaly', 'Mandibular prognathia', 'Pointed chin', 'Seizures', 'Congenital microcephaly', 'Abnormality of movement', 'Tongue thrusting', 'Episodic ataxia', 'Protruding tongue', 'Broad chin', 'Broad jaw', 'Limb ataxia']","[6, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
263442,"['A pedigree of branchio-oto-renal dysplasia (the BOR syndrome) is reported, including the documentation by serial audiometric studies of the onset and rapid progression of hearing loss in the twin sister of an affected child. The literature on this syndrome is analyzed to derive some figures for use in genetic counseling of such families. Branchio-oto-renal dysplasia is an autosomal dominant disorder in which affected individuals may have preauricular pits, lachrymal duct stenosis, hearing loss, branchial fistulas or cysts, structural defects of the outer, middle, and inner ear, and renal anomalies, which may range from mild hypoplasia to complete absence. Not all features of the syndrome are expressed in all carriers of the gene, but few carriers lack all the features, and the pits, branchial clefts, and hearing loss, are frequently expressed. Those offspring of affected persons who have pits or fistulas are likely (about 80%) to have hearing loss of varying degrees of severity. A minority of heterozygotes (about 7%) may have hearing loss without pits or fistulas. The risk of severe renal malformation is probably fairly low. Whether families that show dominant inheritance of pits, clefts, and deafness without renal anomalies represent variants of the BOR syndrome or a separate entity (the BO syndrome), is still not clear. At present, any individual with preauricular pits and branchial clefts deserves both otologic and renal investigation.']","['HP:0000365', 'HP:0000110', 'HP:0004467', 'HP:0009795', 'HP:0000077', 'HP:0009796', 'HP:0012210']","['Hearing impairment', 'Renal dysplasia', 'Preauricular pit', 'Branchial fistula', 'Abnormality of the kidney', 'Branchial cyst', 'Abnormal renal morphology']","[6, 2, 2, 2, 2, 1, 1]","[6, 4, 10, 14, 21, 14, 31]"
2667456,"['The authors report a new case of Townes-Brocks syndrome with cardiac defect, ossicular anomalies and dominant transmission. The intrafamilial variability of the phenotype and the difficulty of diagnosis in isolated cases are underlined.']",[],[],[],[]
2705922,"['This study of 47 patients from 11 families with neurofibromatosis type 2 (NF 2) confirms our previously reported association between posterior capsular cataract and NF 2. A highly significant statistical association was found between the presence of posterior capsular lens opacities and the presence of NF 2 as determined by magnetic resonance imaging or pathologic diagnosis. This association was not present for other types of lens opacities that could be the result of age-related or nonspecific changes. When considering the diagnosis of NF 2, this finding now makes it essential to use a careful dilated biomicroscopic examination of the lens to evaluate known, suspected, or at-risk individuals for this potentially early associated manifestation.']","['HP:0000518', 'HP:0000519', 'HP:0100017', 'HP:0001067', 'HP:0100020']","['Cataract', 'Developmental cataract', 'Capsular cataract', 'Neurofibromas', 'Posterior capsular cataract']","[6, 3, 2, 1, 1]","[2, 2, 2, 1, 2]"
2729353,"['We report on a 4-year-old girl with Angelman syndrome who has an apparent de-novo del(15) (q11q13) originating from a maternally derived chromosome. Her mother had severe brachycephaly, sensorineural hearing loss, speech impediment, and mild ataxia. CT brain scans showed an enlarged foramen magnum in the mother and daughter but magnetic resonance imaging (MRI) showed no brainstem abnormality in either. This family demonstrates that some Angelman syndrome cases may be dominantly transmitted with variable expression and associated with abnormal or cytogenetically apparently normal chromosome 15.']","['HP:0000365', 'HP:0001251', 'HP:0000248', 'HP:0000407', 'HP:0008527', 'HP:0002167', 'HP:0002700', 'HP:0002363']","['Hearing impairment', 'Ataxia', 'Brachycephaly', 'Sensorineural hearing impairment', 'Congenital sensorineural hearing impairment', 'Neurological speech impairment', 'Large foramen magnum', 'Abnormality of brainstem morphology']","[2, 2, 1, 1, 1, 1, 1, 1]","[2, 5, 1, 2, 2, 4, 7, 8]"
2888021,"[""Bilateral acoustic neurofibromatosis (BANF) is a severe autosomal dominant disorder involving development of multiple tumours of the nervous system including meningiomas, gliomas, neurofibromas and particularly bilateral acoustic neuromas. We have used genetic linkage analysis with DNA markers to establish that the defective gene causing BANF is on chromosome 22, and is therefore distinct from the gene for the von Recklinghausen form of neurofibromatosis, which maps to chromosome 17. Linked DNA markers will be particularly valuable in BANF, facilitating early detection of tumours and thereby permitting more effective surgical intervention. In view of the reported loss of genes on chromosome 22 in meningiomas and acoustic neuromas, the genetic localization of the primary BANF defect strongly supports the concept that the disease locus encodes a 'tumour suppressor' gene. Isolation of this gene should provide insights into the pathogenesis of acoustic neuromas and other nervous system tumours, as well as into the control of proliferation and differentiation of neural crest cells.""]","['HP:0002664', 'HP:0001067', 'HP:0009588', 'HP:0030430', 'HP:0002858', 'HP:0009733', 'HP:0009589']","['Neoplasm', 'Neurofibromas', 'Vestibular Schwannoma', 'Neuroma', 'Meningioma', 'Glioma', 'Bilateral vestibular Schwannoma']","[6, 4, 4, 4, 2, 1, 1]","[7, 1, 12, 12, 9, 10, 12]"
2893543,"['A female with cystic fibrosis and short stature was investigated for molecular or cytogenetic abnormalities that might explain the combined phenotype. Analysis with polymorphic DNA markers indicated that the father did not contribute alleles to the propositus for markers near the CF locus or for centromeric markers on chromosome 7. High-resolution cytogenetic analysis was normal, and the result could not be explained on the basis of nonpaternity or a submicroscopic deletion. All of the data indicate that the propositus inherited two identical copies of maternal sequences for much or all of chromosome 7. The occurrence of uniparental disomy could be explained by models postulating postfertilization error, gamete complementation, monosomic conception with subsequent chromosome gain, or trisomic conception followed by chromosome loss. Uniparental disomy in an individual with a normal chromosome analysis is a novel mechanism for the occurrence of human genetic disease.']",['HP:0004322'],['Short stature'],[2],[0]
2918545,"[""The inheritance of Angelman's syndrome, a disorder characterised by mental retardation, epilepsy, ataxia, and a happy disposition, is debated because affected sibs occur less frequently than expected with autosomal recessive inheritance. After discovering two unrelated patients with a small deletion of the proximal long arm of chromosome 15, 10 further patients with Angelman's syndrome were reassessed. Five had apparently normal karyotypes, four had a deletion within 15q11-13, and one had a pericentric inversion, inv(15)(p11q13) involving the same chromosomal region. In the latter case, the healthy mother had the same pericentric inversion, indicating that the patient also had a submicroscopic mutation on his other chromosome 15. These data map the Angelman locus to 15q11-13 and suggest that de novo visible deletions (associated with a low recurrence risk) and autosomal recessively inherited cases combine to give an overall sib recurrence risk of less than 25%.""]","['HP:0001249', 'HP:0001250', 'HP:0001251']","['Intellectual disability', 'Seizures', 'Ataxia']","[1, 1, 1]","[1, 3, 4]"
292745,"['This paper is based on our experience with the Gorlin-Goltz syndrome and on data from 14 patients of the Nordwestdeutsche Kieferklinik in whom this disorder was detected, treated and followed up. A clinical concept has been produced, with a diagnostic check list including a genetic and a dermatological routine work up as well as a radiological survey of the jaws and skeleton. Whenever multiple basal cell carcinomas plus the typical jaw lesions are found in a patient, the diagnosis is easy. A minimum diagnostic criterion is the combination of either the skin tumours or multiple odontogenic keratocysts plus a positive family history for this disorder, bifid ribs, lamellar calcification of the falx cerebri or any one of the skeletal abnormalities typical of this syndrome. All those in whom this disorder is diagnosed or suspected should be followed up for the rest of their lives. The family should be examined and genetic counselling should be offered.']","['HP:0002664', 'HP:0000892', 'HP:0000924', 'HP:0002671', 'HP:0005462', 'HP:0030731', 'HP:0000772', 'HP:0000951', 'HP:0007618', 'HP:0010603', 'HP:0010653', 'HP:0040059']","['Neoplasm', 'Bifid ribs', 'Abnormality of the skeletal system', 'Basal cell carcinoma', 'Calcification of falx cerebri', 'Carcinoma', 'Abnormality of the ribs', 'Abnormality of the skin', 'Subcutaneous calcification', 'Odontogenic keratocysts of the jaw', 'Abnormality of the falx cerebri', 'Calcification of ribs']","[3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3063533,"['We report on seven children with Angelman syndrome presenting with psychomotor retardation during the 1st year of life. Seizures developed in six patients, and computed tomography (CT) scanning showed diffuse atrophy of the brain in five patients. We conclude that diagnosis is difficult in the first years of life. A review of the literature is given.']","['HP:0001250', 'HP:0002283', 'HP:0012444', 'HP:0025356']","['Seizures', 'Global brain atrophy', 'Brain atrophy', 'Psychomotor retardation']","[2, 2, 2, 2]","[0, 0, 0, 0]"
3092103,"['The application of recombinant DNA techniques has identified two fundamental mechanisms of tumorigenesis in man. The first involves a qualitative or quantitative change in an oncogene (see ref. 1 for review). In the second, discovered in embryonal tumours, a primary mutation occurs which is recessive at the cellular level to the normal allele. The growth of a tumour ensues only after a secondary change, such as chromosome loss or mitotic recombination, eliminates the normal allele, thereby unmasking the altered allele. Because its effect is recessive, the primary mutation may also occur and be transmitted in the germ line, resulting in a familial pattern for the disease. In familial cases, independent bilateral tumours are common, since the tumours result from a single event--loss of the normal genes--which can occur in any cell. This contrasts with non-familial (sporadic) cases where solitary tumours result from the infrequent occurrence of two rare events within the same cell. By a molecular genetic approach we have now shown that acoustic neuroma, one of the most common tumours of the human nervous system, is specifically associated with loss of genes on human chromosome 22 and may result from the mechanism of tumorigenesis discovered in embryonal tumours. This finding might provide a clue to the chromosomal location of the defective gene in bilateral acoustic neurofibromatosis, an autosomal dominant disorder with the hallmark of bilateral acoustic neuromas. In view of the frequent occurrence of meningiomas in patients with bilateral acoustic neurofibromatosis and the association of meningioma with loss of chromosome 22 previously reported in cytogenetic studies, we suggest that a common event underlies tumorigenesis in acoustic neuroma and meningioma.']","['HP:0002664', 'HP:0009588', 'HP:0030430', 'HP:0001067', 'HP:0002858', 'HP:0009589']","['Neoplasm', 'Vestibular Schwannoma', 'Neuroma', 'Neurofibromas', 'Meningioma', 'Bilateral vestibular Schwannoma']","[7, 4, 4, 4, 3, 1]","[1, 6, 6, 10, 17, 15]"
3098672,"['Cell cultures grown from peripheral neurofibromas of three patients suffering from sporadic peripheral neurofibromatosis (NF) were analysed cytogenetically at early in vitro passages. The NF-cultures exhibited a 6.7-fold higher frequency of aneuploid mitoses, including pseudodiploids, than the control cultures derived from the skin of three healthy donors. The predominant numerical anomaly was monosomy 22. Several, as yet unidentified marker chromosomes occurred in the NF-cultures, which also showed a much higher level of unstable chromosomal anomalies. The role of monosomy 22 in tumorigenesis of meningiomas and neurofibromas is discussed.']","['HP:0001067', 'HP:0002858']","['Neurofibromas', 'Meningioma']","[4, 2]","[0, 0]"
3100017,"['In situ hybridization with a c-sis probe was performed on peripheral lymphocytes of a man with neurofibromatosis and a ring 22 chromosome. Hybridization was observed on both the normal #22 and the ring 22, indicating that the patient is not constitutionally hemizygous for c-sis. The implications of a ring 22 constitution and the neurofibromatosis phenotype are discussed.']",['HP:0001067'],['Neurofibromas'],[3],[0]
3105060,"['Bilateral acoustic neurofibromatosis (BANF) is a genetic defect associated with multiple tumors of neural crest origin. Specific loss of alleles from chromosome 22 was detected with polymorphic DNA markers in two acoustic neuromas, two neurofibromas, and one meningioma from BANF patients. This indicates a common pathogenetic mechanism for all three tumor types. The two neurofibromas were among three taken from the same patient, and both showed loss of identical alleles demonstrating that the same chromosome suffered deletion in both tumors. The third neurofibroma from this patient showed no detectable loss of heterozygosity, which suggests the possibility of a more subtle mutational event that affects chromosome 22. In the two acoustic neuromas, only a portion of chromosome 22 was deleted, narrowing the possible chromosomal location of the gene that causes BANF to the region distal to the D22S9 locus in band 22q11. The identification of progressively smaller deletions on chromosome 22 in these tumor types may well provide a means to clone and characterize the defect.']","['HP:0002664', 'HP:0001067', 'HP:0009588', 'HP:0030430', 'HP:0002858', 'HP:0009589']","['Neoplasm', 'Neurofibromas', 'Vestibular Schwannoma', 'Neuroma', 'Meningioma', 'Bilateral vestibular Schwannoma']","[6, 5, 3, 3, 2, 1]","[0, 0, 0, 0, 0, 0]"
3134615,"[""At least eight provisional categories of neurofibromatosis have been proposed. Among these, neurofibromatosis 1 (von Recklinghausen's disease or peripheral neurofibromatosis) and neurofibromatosis 2 (central or bilateral acoustic neurofibromatosis) have been established as distinct disorders. We studied 15 affected male and 8 affected female members of one large kindred with neurofibromatosis 2. None of the patients met the diagnostic criteria for neurofibromatosis 1. Between the ages of 15 and 53 years, the patients had multiple central nervous system tumors of various types--mainly, bilateral acoustic neuromas. Two or more tumors eventually developed in 20 of the patients; 9 had evidence of only bilateral acoustic neuromas. Meningiomas and ependymomas were more common among the young patients; those who initially presented with acoustic neuromas were nearly a decade older. Intracranial nontumoral calcifications were present in most patients and were also found in symptom-free children. The presence of such lesions is probably a prodromic feature of neurofibromatosis 2. Simultaneous analysis of D22S1 and IGLV DNA markers for coinheritance with neurofibromatosis 2 indicates that the locus for the disease is near the center of the long arm of chromosome 22 (22q11.1----22q13.1). The eventual isolation of this disease gene may reveal a cause of the most common intracranial tumors in humans.""]","['HP:0001067', 'HP:0002664', 'HP:0009588', 'HP:0030430', 'HP:0004375', 'HP:0009589', 'HP:0002514', 'HP:0002858', 'HP:0002888', 'HP:0100006', 'HP:0005671', 'HP:0100009']","['Neurofibromas', 'Neoplasm', 'Vestibular Schwannoma', 'Neuroma', 'Neoplasm of the nervous system', 'Bilateral vestibular Schwannoma', 'Cerebral calcification', 'Meningioma', 'Ependymoma', 'Neoplasm of the central nervous system', 'Bilateral intracranial calcifications', 'Intracranial meningioma']","[11, 8, 6, 6, 3, 3, 2, 2, 2, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3180506,"['We describe a new family with the Townes-Brocks syndrome, a dominantly inherited syndrome of anal, urorenal, ear and limb malformations. The proband shows the full spectrum of anomalies, including imperforate anus, prominent perineal raphe, rectoperineal fistula, triphalangeal thumb, preaxial hexadactyly, syndactyly, clinodactyly, preauricular protuberances, hypoplastic satyr ears, sensorineural hearing loss and urorenal anomalies. In contrast, the father shows only limb anomalies, sensorineural hearing loss and renal anomalies. Anorectal malformations, which are present in almost every patient with the Townes-Brocks syndrome, were absent in the father. This case report illustrates the intrafamilial variability of the Townes-Brocks syndrome. Consequently, careful examination of relatives of patients with this syndrome is necessary for the differential diagnosis with the sporadically inherited VA(C)TER(L) association.']","['HP:0000365', 'HP:0000407', 'HP:0008527', 'HP:0002023', 'HP:0003246', 'HP:0004792', 'HP:0001199', 'HP:0001159', 'HP:0030084', 'HP:0008551', 'HP:0030676', 'HP:0002813', 'HP:0040064', 'HP:0000077']","['Hearing impairment', 'Sensorineural hearing impairment', 'Congenital sensorineural hearing impairment', 'Anal atresia', 'Prominent scrotal raphe', 'Rectoperineal fistula', 'Triphalangeal thumb', 'Syndactyly', 'Clinodactyly', 'Microtia', 'Satyr ear', 'Abnormality of limb bone morphology', 'Abnormality of limbs', 'Abnormality of the kidney']","[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[27, 27, 27, 18, 19, 20, 21, 23, 24, 26, 26, 30, 30, 33]"
3185841,"['The diagnosis, size and operation results in 41 acoustic neurinomas (26 females and 15 males) are presented. In one case the tumor was bilateral. Out of the total of 41 tumors, 12.5% were small acoustic neurinomas. As a rule, at diagnosis the tumors were larger in females than in males. Ten of the small and medium size acoustic neurinomas had no brain stem and cerebellar symptoms or signs at all, only the 8th cranial nerve was affected. All large tumors already had brain stem symptoms and one-third of them also had cerebellar symptoms, lesions of further cranial nerves and increasing intracranial pressure. All these findings were always present in giant tumors. Neurootological functional laboratory examinations cannot be replaced by CT because of the possibility of false negative findings in the smallest acoustic neurinomas. CT and functional neurootological laboratory examinations are complementary to each other and they are not screening procedures at all. As regards morbidity and mortality, the surgical results are comparable with those of other authors using microsurgical techniques. As regards the preservation of hearing, the results are among the best particularly in tumors that were diagnosed as small or medium in this series. Thus it is apparent that the size of a diagnosed acoustic neurinoma is more important for surgical results than the chosen approach to the tumor.']","['HP:0100008', 'HP:0002664', 'HP:0030430', 'HP:0030692']","['Schwannoma', 'Neoplasm', 'Neuroma', 'Brain neoplasm']","[10, 8, 1, 1]","[0, 0, 0, 0]"
3281570,"['We report a type C brachydactyly transmitted through four generations, with incomplete penetrance and feet abnormalities in the proposita.']","['HP:0001156', 'HP:0001760', 'HP:0009373', 'HP:0001831']","['Brachydactyly', 'Abnormality of the foot', 'Type C brachydactyly', 'Short toe']","[3, 2, 2, 1]","[0, 0, 0, 0]"
3287922,"['We report the prenatal diagnosis of distal arthrogryposis type I by ultrasound at 18 wk gestation in a family with two other affected members (mother and sister of the fetus). The pregnancy was followed with serial ultrasounds, and the diagnosis was confirmed after birth. The clinical findings in all affected family members are described. A literature survey of prenatally diagnosed cases of multiple joint contractures is presented. These include cases with many different diagnoses. This is the first report of the prenatal diagnosis of distal arthrogryposis type I. It helps to illustrate the variability and prenatal natural history of the condition and the subtlety of the prenatal ultrasound findings.']","['HP:0002804', 'HP:0001371', 'HP:0002803', 'HP:0005684', 'HP:0002828']","['Arthrogryposis multiplex congenita', 'Flexion contracture', 'Congenital contracture', 'Distal arthrogryposis', 'Multiple joint contractures']","[6, 4, 4, 3, 2]","[0, 0, 0, 0, 0]"
3321989,"['We report on two sibs with Angelman ""happy puppet"" syndrome. Out of 48 families reported in the literature, this is only the fourth family with affected sibs. A review of the literature shows a low but not negligible recurrence risk. Different explanations for this are discussed.']",[],[],[],[]
3321995,"['We observed an autosomal dominant disorder of abnormal upper lip, which resembles a poorly repaired cleft lip, malformed nose with broad bridge and flattened tip, lacrimal duct obstruction, malformed ears, and branchial cleft sinuses and/or linear skin lesions behind the ears in several persons in 3 families. In each of the 3 families, an affected parent had at least one affected child. Father-to-son transmission in one of these families ruled out X-linked inheritance. Other anomalies include coloboma, microphthalmia, auricular pits, lip pits, highly arched plate, dental anomalies, and subcutaneous cysts of the scalp. Premature graying of hair occurred in the affected adults. Growth retardation, developmental delay, and hand anomalies are variable components of the syndrome.']","['HP:0000159', 'HP:0000177', 'HP:0410030', 'HP:0000579', 'HP:0000377', 'HP:0100272', 'HP:0000589', 'HP:0000568', 'HP:0030025', 'HP:0100267', 'HP:0000164', 'HP:0002216', 'HP:0001510', 'HP:0001263', 'HP:0001155']","['Abnormal lip morphology', 'Abnormality of upper lip', 'Cleft lip', 'Nasolacrimal duct obstruction', 'Abnormality of the pinna', 'Branchial sinus', 'Coloboma', 'Microphthalmia', 'Auricular pit', 'Lip pit', 'Abnormality of the dentition', 'Premature graying of hair', 'Growth delay', 'Global developmental delay', 'Abnormality of the hand']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[4, 4, 5, 9, 10, 12, 17, 18, 19, 21, 24, 27, 28, 30, 31]"
3409926,"['An EEG study has been carried out on 19 children (including siblings in 3 families) with clinical features of Angelman syndrome. The age at time of the first EEG ranged from 11 months to 11 years with the majority under 5 years. Six children had no history of seizures at the time of the first EEG. One or more of the following EEG abnormalities were seen in all patients: 1. Persistent rhythmic 4-6/s activities reaching more than 200 microV not associated with drowsiness. 2. Prolonged runs of rhythmic 2-3/s activity (200-500 microV) often more prominent anteriorly, sometimes associated with discharges (ill-defined spike/wave complexes). 3. Spikes mixed with 3-4/s components usually more than 200 microV mainly posteriorly and facilitated by, or only seen with, eye closure. Two and sometimes three of these EEG features could be present in the same record particularly at a young age. The appearance of discharges mixed with slow components on eye closure was the commonest finding seen at some stage in 17 patients (aged from 11 months to over 12 years). The EEG features of Angelman syndrome appear to be sufficiently characteristic to help identify patients at an early age before the clinical features become obvious and at a time when genetic counselling may be particularly important.']","['HP:0001250', 'HP:0002329', 'HP:0002353', 'HP:0000598']","['Seizures', 'Drowsiness', 'EEG abnormality', 'Abnormality of the ear']","[2, 2, 2, 1]","[0, 0, 0, 0]"
3547011,"['The nevoid basal-cell carcinoma syndrome is characterized by major manifestations, such as multiple basal-cell carcinomata, cysts of the jaws, and skeletal--specifically, rib--abnormalities. Findings in 53 patients and a review of the literature document both major and lesser-known manifestations of the disorder. The odontogenic keratocyst, which usually appears during adolescence, has a marked tendency to recur. In addition to the skin tumors, milia, epidermoid cysts, chalazia, comedones, and palmar and plantar pits are frequent. The skin tumors, originally thought to be independent of sun exposure, are more common in sun-exposed areas and are far less frequent and occur at a much later age in blacks than in whites. There is some evidence that radiation of the skin promotes the appearance of skin cancers in this disorder. Unilateral linear nevoid basal-cell carcinomas with comedones may represent postzygotic somatic mutation. A proclivity to other forms of neoplasia exists. Patients with this syndrome have had medulloblastoma, meningioma, ovarian fibroma, ovarian fibrosarcoma, fibrosarcoma of the jaws, cardiac fibroma, fetal rhabdomyoma, and lymphatic or chylous cysts of the mesentery. In addition to the usual modalities of treatment, topical immunotherapy and topical 5-fluorouracil have been used with success. Oral synthetic retinoids, such as 13-cis-retinoic acid, have been used to prevent new lesions from appearing and to arrest the growth of older lesions by inducing differentiation. The independent observations of increased prostaglandin levels associated both with odontogenic keratocyst expansion and aggression of basal cell cancers merit further investigation both as a fundamental cellular mechanism and as a possible basis for treatment (e.g., with antiprostaglandins). The key to pre- and early postnatal diagnosis of the disorder--as well as to an understanding of the basic abnormality--lies in molecular genetics. Prime attention should be given to finding the site of the gene through the use of DNA and other markers.']","['HP:0002664', 'HP:0002671', 'HP:0008069', 'HP:0030731', 'HP:0100244', 'HP:0025249', 'HP:0010612', 'HP:0010614', 'HP:0000772', 'HP:0001056', 'HP:0010605', 'HP:0100612', 'HP:0200040', 'HP:0000718', 'HP:0002858', 'HP:0002885', 'HP:0009730', 'HP:0010617', 'HP:0010618', 'HP:0000924', 'HP:0000951', 'HP:0010622', 'HP:0009729', 'HP:0025318', 'HP:0100276', 'HP:0100544', 'HP:0100615']","['Neoplasm', 'Basal cell carcinoma', 'Neoplasm of the skin', 'Carcinoma', 'Fibrosarcoma', 'Comedo', 'Plantar pits', 'Fibroma', 'Abnormality of the ribs', 'Milia', 'Chalazion', 'Odontogenic neoplasm', 'Epidermoid cyst', 'Aggressive behavior', 'Meningioma', 'Medulloblastoma', 'Rhabdomyoma', 'Cardiac fibroma', 'Ovarian fibroma', 'Abnormality of the skeletal system', 'Abnormality of the skin', 'Neoplasm of the skeletal system', 'Cardiac rhabdomyoma', 'Ovarian carcinoma', 'Skin pit', 'Neoplasm of the heart', 'Ovarian neoplasm']","[9, 5, 5, 5, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
3585943,"['We report a girl aged 11 and her brother aged five, both with the typical features of Angelman syndrome, and three isolated cases. This report, together with a review of published reports and contact with previous authors, has revealed a total of 41 sibs of probands, although only nine of these are known to have been later born. The possible effect of voluntary restriction of family size after the birth of an affected child is discussed in relation to the possibility of autosomal recessive inheritance, but a recurrence risk of 5% is appropriate for use in the genetic clinic.']",[],[],[],[]
3674117,"['Deletions, duplications, and rearrangements of the long arm of chromosome 15 are frequently associated with the clinical diagnosis of the Prader-Willi syndrome. However, a number of other clinical entities have also been associated with similar, if not identical, cytogenetic defects, arguing for clinical heterogeneity associated with abnormalities in this region of chromosome 15. We present 3 patients who all appear to have deletions in 15q11-15q12, such as described for many patients with Prader-Willi syndrome; however, none of these patients has classical clinical features of the Prader-Willi syndrome. The first patient is a child with Williams syndrome, the second, Angelman (Happy Puppet) syndrome, and the third is a child with hypotonia of infancy, obesity, and developmental delay, but who does not meet specific diagnostic criteria for the Prader-Willi syndrome. It is proposed that different molecular abnormalities involving specific points or segments along the long arm of chromosome 15 might account for the clinical diversity seen among these and other patients.']","['HP:0001290', 'HP:0001319', 'HP:0001263', 'HP:0001513', 'HP:0008947']","['Generalized hypotonia', 'Neonatal hypotonia', 'Global developmental delay', 'Obesity', 'Infantile muscular hypotonia']","[3, 3, 2, 2, 2]","[0, 0, 0, 0, 0]"
3688021,"['Two unrelated females, age 15 and 5 years respectively, were studied cytogenetically because of severe mental retardation, seizures and ataxia-like incoordination. A similar deletion of the proximal long arm of chromosome 15 was found in both patients. Re-evaluation showed no voracious appetite or obesity; normal size of hands and feet, minimal to no hypotonia by history or examination and facial features not typical of the Prader-Willi syndrome. However, the facial appearance of the girls was similar to each other with mild hypertelorism. The similarity of these girls and dissimilarity to Prader-Willi syndrome suggest a different syndrome, perhaps the result of deletion of a different segment of 15q. The findings of ataxic-like movements, frequent, unprovoked and prolonged bouts of laughter and facial appearance are more compatible with the diagnosis of Angelman syndrome.']","['HP:0001251', 'HP:0001249', 'HP:0000316', 'HP:0001250', 'HP:0001290', 'HP:0001319', 'HP:0001513', 'HP:0002311', 'HP:0002591', 'HP:0010864', 'HP:0000297', 'HP:0006829']","['Ataxia', 'Intellectual disability', 'Hypertelorism', 'Seizures', 'Generalized hypotonia', 'Neonatal hypotonia', 'Obesity', 'Incoordination', 'Polyphagia', 'Intellectual disability, severe', 'Facial hypotonia', 'Severe muscular hypotonia']","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3740720,"['Branchio-oto-renal dysplasia, often called the BOR syndrome, in its full expression consists of hearing loss of conductive, sensorineural, or mixed type; preauricular pits; auricular deformities; lateral cervical sinuses, cysts, or fistulas; and renal malformations. The condition is inherited in an autosomal dominant mode. The findings in three affected families are described, and pertinent genetic and clinical aspects are discussed. The potential seriousness of the renal and aural malformations stresses the importance of early recognition of this syndrome.']","['HP:0000365', 'HP:0000405', 'HP:0008591', 'HP:0000110', 'HP:0004467', 'HP:0012210']","['Hearing impairment', 'Conductive hearing impairment', 'Congenital conductive hearing impairment', 'Renal dysplasia', 'Preauricular pit', 'Abnormal renal morphology']","[4, 3, 3, 1, 1, 1]","[5, 6, 6, 4, 12, 16]"
3799714,['The family on which this report is based is of interest because it contains individuals with the branchio-oto-renal (BOR) syndrome who have renal hypoplasia or malformations of the kidney or collecting system including duplication; only branchial and ear anomalies; and apparent nonpenetrance of the syndrome. This report provides evidence to support the hypothesis that in some families variable expressivity includes duplication of the urinary collecting system in individuals with other manifestations of the BOR syndrome as well as individuals with branchial and ear anomalies who have apparently normal kidneys.'],"['HP:0000356', 'HP:0000598', 'HP:0012210', 'HP:0000089', 'HP:0000075', 'HP:0000077', 'HP:0000079', 'HP:0004742', 'HP:0009794']","['Abnormality of the outer ear', 'Abnormality of the ear', 'Abnormal renal morphology', 'Renal hypoplasia', 'Renal duplication', 'Abnormality of the kidney', 'Abnormality of the urinary system', 'Abnormality of the renal collecting system', 'Branchial anomaly']","[5, 5, 4, 2, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
391043,"['Short stature may be a component of the brachydactyly C syndrome. A family is presented in which the propositus has brachydactyly C, short stature, and hip dysplasia.']","['HP:0001156', 'HP:0004322', 'HP:0001385']","['Brachydactyly', 'Short stature', 'Hip dysplasia']","[5, 3, 2]","[0, 0, 0]"
