ID,Disease,HPO ID,Symptoms
256540,Galactosialidosis,[],[]
612736,GAMT deficiency,"['0001263', '0001250', '0001290', '0001319', '0000750', '0000717', '0100716']","['Global developmental delay', 'Seizures', 'Generalized hypotonia', 'Neonatal hypotonia', 'Delayed speech and language development', 'Autism', 'Self-injurious behavior']"
604233,Generalized epilepsy with febrile seizures plus,"['0001250', '0002373', '0002069', '0010819']","['Seizures', 'Febrile seizures', 'Generalized tonic-clonic seizures', 'Atonic seizures']"
273300,Germ cell tumors,[],[]
231070,Geroderma osteodysplasticum,[],[]
137440,Gerstmann–Sträussler–Scheinker syndrome,"['0001251', '0000726', '0001260', '0002465', '0002078', '0002354', '0001336', '0000639', '0006934', '0000365', '0000618', '0007875', '0001284', '0003401']","['Ataxia', 'Dementia', 'Dysarthria', 'Poor speech', 'Truncal ataxia', 'Memory impairment', 'Myoclonus', 'Nystagmus', 'Congenital nystagmus', 'Hearing impairment', 'Blindness', 'Congenital blindness', 'Areflexia', 'Paresthesia']"
206700,Gillespie syndrome,[],[]
263800,Gitelman syndrome,"['0003113', '0030083', '0001250', '0001281', '0003470', '0001627', '0001657', '0001645', '0001510', '0004308', '0011675']","['Hypochloremia', 'Salt craving', 'Seizures', 'Tetany', 'Paralysis', 'Abnormal heart morphology', 'Prolonged QT interval', 'Sudden cardiac death', 'Growth delay', 'Ventricular arrhythmia', 'Arrhythmia']"
137750,"Glaucoma 1A, primary open angle, juvenile-onset",[],[]
102530,Globozoospermia,['0012205'],['Globozoospermia']
606824,Glucose-galactose malabsorption,[],[]
266130,Glutathione synthetase deficiency,[],[]
307030,Glycerol kinase deficiency,"['0002013', '0001254', '0003560', '0003741', '0000835', '0008244', '0000028', '0001289', '0000486']","['Vomiting', 'Lethargy', 'Muscular dystrophy', 'Congenital muscular dystrophy', 'Adrenal hypoplasia', 'Congenital adrenal hypoplasia', 'Cryptorchidism', 'Confusion', 'Strabismus']"
605899,Glycine encephalopathy,"['0001250', '0001298', '0002123', '0007239', '0005943']","['Seizures', 'Encephalopathy', 'Generalized myoclonic seizures', 'Congenital encephalopathy', 'Respiratory arrest']"
606664,Glycine N-methyltransferase deficiency,[],[]
232400,Glycogen storage disease IIIa,"['0001943', '0001508', '0002240', '0001290', '0001319', '0001638']","['Hypoglycemia', 'Failure to thrive', 'Hepatomegaly', 'Generalized hypotonia', 'Neonatal hypotonia', 'Cardiomyopathy']"
240600,Glycogen storage disease type 0,"['0001250', '0000641', '0001289', '0001392', '0001510', '0001943', '0011145']","['Seizures', 'Dysmetric saccades', 'Confusion', 'Abnormality of the liver', 'Growth delay', 'Hypoglycemia', 'Symptomatic seizures']"
272750,"GM2-gangliosidosis, AB variant","['0001250', '0000365', '0001249', '0003470']","['Seizures', 'Hearing impairment', 'Intellectual disability', 'Paralysis']"
609460,Goldberg–Shpritzen megacolon syndrome,[],[]
603358,GRACILE syndrome,"['0001941', '0001994', '0003128', '0003452', '0004902', '0000365', '0000799', '0001394', '0001396', '0001397', '0001510', '0001511', '0003281', '0012343', '0012463', '0012464', '0012465', '0031987', '0040303', '0001290', '0001319', '0003355', '0003542', '0004925', '0008947', '0012468']","['Acidosis', 'Renal Fanconi syndrome', 'Lactic acidosis', 'Increased serum iron', 'Congenital lactic acidosis', 'Hearing impairment', 'Renal steatosis', 'Cirrhosis', 'Cholestasis', 'Hepatic steatosis', 'Growth delay', 'Intrauterine growth retardation', 'Increased serum ferritin', 'Decreased serum ferritin', 'Elevated transferrin saturation', 'Decreased transferrin saturation', 'Elevated hepatic iron concentration', 'Diminished ability to concentrate', 'Decreased serum iron', 'Generalized hypotonia', 'Neonatal hypotonia', 'Aminoaciduria', 'Increased serum pyruvate', 'Chronic lactic acidosis', 'Infantile muscular hypotonia', 'Chronic acidosis']"
215140,Greenberg dysplasia,[],[]
175700,Greig cephalopolysyndactyly syndrome,[],[]
214450,Griscelli syndrome type 1,[],[]
607624,Griscelli syndrome type 2,[],[]
609227,Griscelli syndrome type 3,[],[]
169600,Hailey–Hailey disease,"['0008066', '0200037']","['Abnormal blistering of the skin', 'Skin vesicle']"
245010,Haim–Munk syndrome,"['0002797', '0040189', '0000982', '0000670', '0000704', '0001763', '0001166', '0009771', '0001371', '0002803', '0001367', '0003040']","['Osteolysis', 'Scaling skin', 'Palmoplantar keratoderma', 'Carious teeth', 'Periodontitis', 'Pes planus', 'Arachnodactyly', 'Osteolytic defects of the phalanges of the hand', 'Flexion contracture', 'Congenital contracture', 'Abnormal joint morphology', 'Arthropathy']"
234100,Hallermann–Streiff syndrome,[],[]
140000,Hand-foot-uterus Syndrome,[],[]
140350,Hawkinsinuria,[],[]
106260,Hay–Wells syndrome,[],[]
140700,Heinz body anemia,"['0001903', '0001635', '0001891', '0001649', '0001714', '0012378', '0031987', '0002098', '0001962', '0004417', '0000980', '0000592', '0000708', '0012452']","['Anemia', 'Congestive heart failure', 'Iron deficiency anemia', 'Tachycardia', 'Ventricular hypertrophy', 'Fatigue', 'Diminished ability to concentrate', 'Respiratory distress', 'Palpitations', 'Intermittent claudication', 'Pallor', 'Blue sclerae', 'Behavioral abnormality', 'Restless legs']"
141500,"Hemiplegic migraine, familial","['0001297', '0002076', '0002077', '0002301', '0000639', '0000640', '0006934']","['Stroke', 'Migraine', 'Migraine with aura', 'Hemiplegia', 'Nystagmus', 'Gaze-evoked nystagmus', 'Congenital nystagmus']"
306900,Hemophilia B,"['0000978', '0000790', '0000421', '0005261']","['Bruising susceptibility', 'Hematuria', 'Epistaxis', 'Joint hemorrhage']"
235510,Hennekam lymphangiectasia-lymphedema syndrome,[],[]
142330,Hepatic adenoma,"['0012028', '0002615', '0001649', '0000975']","['Hepatocellular adenoma', 'Hypotension', 'Tachycardia', 'Hyperhidrosis']"
114550,Hepatocellular cancer,"['0001392', '0000952', '0003270', '0000978', '0001824', '0002027', '0002018', '0002013', '0012378']","['Abnormality of the liver', 'Jaundice', 'Abdominal distention', 'Bruising susceptibility', 'Weight loss', 'Abdominal pain', 'Nausea', 'Vomiting', 'Fatigue']"
300049,"Heterotopia, periventricular",[],[]
300537,"Heterotopia, periventricular, ED variant",[],[]
142623,Hirschsprung's disease,"['0002251', '0002014', '0025085', '0002019', '0003270']","['Aganglionic megacolon', 'Diarrhea', 'Bloody diarrhea', 'Constipation', 'Abdominal distention']"
612160,"Histiocytoma, angiomatoid fibrous, somatic",[],[]
236000,Hodgkin's lymphoma,"['0012189', '0002665', '0001945', '0002716', '0000989', '0030166', '0001824', '0001744', '0002240', '0001433', '0011134', '0012378']","['Hodgkin lymphoma', 'Lymphoma', 'Fever', 'Lymphadenopathy', 'Pruritus', 'Night sweats', 'Weight loss', 'Splenomegaly', 'Hepatomegaly', 'Hepatosplenomegaly', 'Low-grade fever', 'Fatigue']"
253270,Holocarboxylase synthetase deficiency,[],[]
142900,Holt-Oram syndrome,[],[]
300240,Hoyeraal-Hreidarsson syndrome,[],[]
143100,Huntington's disease,"['0002354', '0000726', '0000751', '0000711', '0002072', '0002311', '0000514', '0002067', '0002063', '0002533', '0025356', '0000271', '0005346', '0005216', '0001250', '0100543', '0007123', '0000708', '0003202', '0001635', '0000833', '0040270', '0001824', '0000939', '0000029']","['Memory impairment', 'Dementia', 'Personality changes', 'Restlessness', 'Chorea', 'Incoordination', 'Slow saccadic eye movements', 'Bradykinesia', 'Rigidity', 'Abnormal posturing', 'Psychomotor retardation', 'Abnormality of the face', 'Abnormal facial expression', 'Impaired mastication', 'Seizures', 'Cognitive impairment', 'Subcortical dementia', 'Behavioral abnormality', 'Skeletal muscle atrophy', 'Congestive heart failure', 'Glucose intolerance', 'Decreased glucose tolerance', 'Weight loss', 'Osteoporosis', 'Testicular atrophy']"
176670,Hutchinson–Gilford progeria syndrome,"['0100324', '0001596', '0001508', '0000274', '0000347', '0000418', '0000256', '0004488', '0001015', '0001043', '0002293', '0000520']","['Scleroderma', 'Alopecia', 'Failure to thrive', 'Small face', 'Micrognathia', 'Narrow nasal ridge', 'Macrocephaly', 'Macrocephaly at birth', 'Prominent superficial veins', 'Prominent scalp veins', 'Alopecia of scalp', 'Proptosis']"
231090,Hydatidiform mole,"['0100879', '0002013', '0000093', '0000790', '0000822']","['Enlarged ovaries', 'Vomiting', 'Proteinuria', 'Hematuria', 'Hypertension']"
236680,Hydrolethalus syndrome,"['0012443', '0001622', '0000238', '0000707', '0002011', '0001627', '0030680', '0000175', '0000202', '0410030', '0010442', '0000347', '0000478', '0000445']","['Abnormality of brain morphology', 'Premature birth', 'Hydrocephalus', 'Abnormality of the nervous system', 'Morphological abnormality of the central nervous system', 'Abnormal heart morphology', 'Abnormality of cardiovascular system morphology', 'Cleft palate', 'Oral cleft', 'Cleft lip', 'Polydactyly', 'Micrognathia', 'Abnormality of the eye', 'Wide nose']"
143890,"Hypercholesterolemia, familial",[],[]
149400,Hyperekplexia,"['0002267', '0001336', '0002104']","['Exaggerated startle response', 'Myoclonus', 'Apnea']"
600886,Hyperferritinemia-cataract syndrome,[],[]
260920,Hyper-IgD syndrome,[],[]
606762,Hyperinsulinism-hyperammonemia syndrome,[],[]
207750,"Hyperlipoproteinemia, type Ib",[],[]
238700,Hyperlysinemia,[],[]
238970,Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome,[],[]
604091,Hypoalphalipoproteinemia,[],[]
146000,Hypochondroplasia,"['0000924', '0001156', '0002652', '0002983', '0003097', '0004322']","['Abnormality of the skeletal system', 'Brachydactyly', 'Skeletal dysplasia', 'Micromelia', 'Short femur', 'Short stature']"
146110,Hypogonadotropic hypogonadism,[],[]
170400,Hypokalemic periodic paralysis type 1,[],[]
602014,Hypomagnesemia with secondary hypocalcemia,[],[]
300554,Hypophosphatemic rickets,['0002758'],['Osteoarthritis']
241550,Hypoplastic left heart syndrome,"['0000961', '0001643', '0001961', '0004383', '0002098', '0030149', '0031273', '0001518', '0004325', '0001622', '0001631', '0001941', '0001667', '0001714', '0001640']","['Cyanosis', 'Patent ductus arteriosus', 'Hypoplastic heart', 'Hypoplastic left heart', 'Respiratory distress', 'Cardiogenic shock', 'Shock', 'Small for gestational age', 'Decreased body weight', 'Premature birth', 'Atrial septal defect', 'Acidosis', 'Right ventricular hypertrophy', 'Ventricular hypertrophy', 'Cardiomegaly']"
607823,Hypotrichosis-lymphedema-telangiectasia syndrome,[],[]
146800,Ichthyosis bullosa of Siemens,"['0000962', '0007431', '0007475', '0008064', '0010783', '0040189', '0001030', '0000975']","['Hyperkeratosis', 'Congenital ichthyosiform erythroderma', 'Congenital bullous ichthyosiform erythroderma', 'Ichthyosis', 'Erythema', 'Scaling skin', 'Fragile skin', 'Hyperhidrosis']"
608649,Ichthyosis prematurity syndrome,[],[]
146700,Ichthyosis vulgaris,[],[]
609165,Ichthyosis with confetti,[],[]
308100,"Ichthyosis, x-linked",['0040189'],['Scaling skin']
242860,Immunodeficiency–centromeric instability–facial anomalies syndrome,[],[]
600072,"Insomnia, fatal familial","['0025269', '0100785', '0011999', '0000738', '0001824', '0000726', '0000975', '0000802', '0025258', '0000822', '0002019']","['Panic attack', 'Insomnia', 'Paranoia', 'Hallucinations', 'Weight loss', 'Dementia', 'Hyperhidrosis', 'Impotence', 'Stiff neck', 'Hypertension', 'Constipation']"
611283,Isobutyryl-coenzyme A dehydrogenase deficiency,[],[]
243500,Isovaleric acidemia,"['0001941', '0011968', '0002013', '0001250']","['Acidosis', 'Feeding difficulties', 'Vomiting', 'Seizures']"
123150,Jackson–Weiss syndrome,"['0000520', '0002007', '0008368']","['Proptosis', 'Frontal bossing', 'Tarsal synostosis']"
217080,Jalili syndrome,[],[]
220400,Jervell and Lange-Nielsen syndrome,"['0011675', '0001657']","['Arrhythmia', 'Prolonged QT interval']"
243800,Johanson–Blizzard syndrome,[],[]
609242,Kanzaki disease,[],[]
610217,Karak syndrome,[],[]
148190,Keratitis,[],[]
148210,Keratitis–ichthyosis–deafness syndrome,[],[]
148300,Keratoconus,"['0000563', '0000505', '0000483', '0031792', '0007663', '0000662', '0000613', '0031590', '0000989', '0100699', '0025309']","['Keratoconus', 'Visual impairment', 'Astigmatism', 'Irregular astigmatism', 'Reduced visual acuity', 'Nyctalopia', 'Photophobia', 'Asthenopia', 'Pruritus', 'Scarring', 'Abnormal pupil shape']"
308800,Keratosis follicularis spinulosa decalvans,[],[]
245150,Keutel syndrome,"['0000271', '0000290', '0000340', '0000327', '0000716', '0000154', '0000689', '0000278', '0100593', '0001642', '0004950', '0004969', '0100545', '0000365', '0001999', '0001249']","['Abnormality of the face', 'Abnormality of the forehead', 'Sloping forehead', 'Hypoplasia of the maxilla', 'Depressivity', 'Wide mouth', 'Dental malocclusion', 'Retrognathia', 'Calcification of cartilage', 'Pulmonic stenosis', 'Peripheral arterial stenosis', 'Peripheral pulmonary artery stenosis', 'Arterial stenosis', 'Hearing impairment', 'Abnormal facial shape', 'Intellectual disability']"
173650,Kindler syndrome,['0200037'],['Skin vesicle']
610253,Kleefstra syndrome,"['0000078', '0000717', '0000718', '0001270', '0001290', '0001319', '0001627', '0011947', '0030680']","['Abnormality of the genital system', 'Autism', 'Aggressive behavior', 'Motor delay', 'Generalized hypotonia', 'Neonatal hypotonia', 'Abnormal heart morphology', 'Respiratory tract infection', 'Abnormality of cardiovascular system morphology']"
156550,Kniest dysplasia,[],[]
262650,Kowarski syndrome,[],[]
245200,Krabbe disease,"['0000737', '0001945', '0001250', '0011968', '0002013', '0100021', '0001324', '0001257', '0000365', '0000648', '0000618', '0007875', '0003470', '0002015', '0200136', '0001824']","['Irritability', 'Fever', 'Seizures', 'Feeding difficulties', 'Vomiting', 'Cerebral palsy', 'Muscle weakness', 'Spasticity', 'Hearing impairment', 'Optic atrophy', 'Blindness', 'Congenital blindness', 'Paralysis', 'Dysphagia', 'Oral-pharyngeal dysphagia', 'Weight loss']"
236792,L-2-hydroxyglutaric aciduria,[],[]
249700,Langer mesomelic dysplasia,"['0003026', '0009826', '0200083', '0003022', '0003982', '0006495', '0000347']","['Short long bone', 'Limb undergrowth', 'Severe limb shortening', 'Hypoplasia of the ulna', 'Aplasia of the ulna', 'Aplasia/Hypoplasia of the ulna', 'Micrognathia']"
262500,Laron dwarfism,[],[]
150250,Larsen syndrome,[],[]
245660,Laryngoonychocutaneous syndrome,[],[]
607330,Lathosterolosis,[],[]
609016,LCHAD deficiency,"['0011968', '0001254', '0001943', '0001290', '0001319', '0000479', '0003326', '0000707', '0002817', '0006903', '0009830']","['Feeding difficulties', 'Lethargy', 'Hypoglycemia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Abnormal retinal morphology', 'Myalgia', 'Abnormality of the nervous system', 'Abnormality of the upper limb', 'Congenital peripheral neuropathy', 'Peripheral neuropathy']"
611431,Legius syndrome,"['0001067', '0009737', '0009733', '0009734', '0002664', '0030430', '0100697', '0000256', '0001012', '0001263', '0004488', '0012032']","['Neurofibromas', 'Lisch nodules', 'Glioma', 'Optic nerve glioma', 'Neoplasm', 'Neuroma', 'Neurofibrosarcoma', 'Macrocephaly', 'Multiple lipomas', 'Global developmental delay', 'Macrocephaly at birth', 'Lipoma']"
256000,Leigh syndrome,"['0002376', '0000737', '0001250', '0001252', '0001290', '0001319', '0001332', '0001251', '0000597', '0003470', '0000639', '0004305', '0006934', '0000514', '0002088']","['Developmental regression', 'Irritability', 'Seizures', 'Muscular hypotonia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Dystonia', 'Ataxia', 'Ophthalmoparesis', 'Paralysis', 'Nystagmus', 'Involuntary movements', 'Congenital nystagmus', 'Slow saccadic eye movements', 'Abnormal lung morphology']"
151100,Leopard syndrome,"['0001480', '0001010', '0011710', '0000316', '0000271', '0000431', '0000303', '0001642', '0001627', '0001650', '0001634', '0000028', '0030868', '0001510', '0012733', '0001045', '0000997', '0000639', '0000974', '0001249', '0001256', '0004305', '0006934', '0001250', '0004409', '0002617', '0001909', '0002488', '0004808']","['Freckling', 'Hypopigmentation of the skin', 'Bundle branch block', 'Hypertelorism', 'Abnormality of the face', 'Wide nasal bridge', 'Mandibular prognathia', 'Pulmonic stenosis', 'Abnormal heart morphology', 'Aortic valve stenosis', 'Mitral valve prolapse', 'Cryptorchidism', 'Monorchism', 'Growth delay', 'Macule', 'Vitiligo', 'Axillary freckling', 'Nystagmus', 'Hyperextensible skin', 'Intellectual disability', 'Intellectual disability, mild', 'Involuntary movements', 'Congenital nystagmus', 'Seizures', 'Hyposmia', 'Dilatation', 'Leukemia', 'Acute leukemia', 'Acute myeloid leukemia']"
246200,Leprechaunism,"['0000369', '0000154', '0012471', '0000316', '0003758', '0040063', '0003202', '0000998', '0001007', '0002164', '0000956', '0025092', '0008665', '0000138', '0000040', '0000855']","['Low-set ears', 'Wide mouth', 'Thick vermilion border', 'Hypertelorism', 'Reduced subcutaneous adipose tissue', 'Decreased adipose tissue', 'Skeletal muscle atrophy', 'Hypertrichosis', 'Hirsutism', 'Nail dysplasia', 'Acanthosis nigricans', 'Epidermal acanthosis', 'Clitoral hypertrophy', 'Ovarian cyst', 'Long penis', 'Insulin resistance']"
127300,Léri–Weill dyschondrosteosis,[],[]
300322,Lesch–Nyhan syndrome,"['0000708', '0000742', '0002149', '0001903', '0001972', '0001510', '0000029', '0001369', '0001997']","['Behavioral abnormality', 'Self-mutilation', 'Hyperuricemia', 'Anemia', 'Macrocytic anemia', 'Growth delay', 'Testicular atrophy', 'Arthritis', 'Gout']"
253310,Lethal congenital contracture syndrome 1,[],[]
116920,Leukocyte adhesion deficiency,[],[]
603896,Leukoencephalopathy with vanishing white matter,"['0001251', '0001257', '0000648', '0001250', '0000737', '0002013', '0001945']","['Ataxia', 'Spasticity', 'Optic atrophy', 'Seizures', 'Irritability', 'Vomiting', 'Fever']"
177200,Liddle syndrome,"['0000822', '0012378', '0001324', '0001962', '0002098', '0002019', '0003270', '0003546']","['Hypertension', 'Fatigue', 'Muscle weakness', 'Palpitations', 'Respiratory distress', 'Constipation', 'Abdominal distention', 'Exercise intolerance']"
151623,Li–Fraumeni syndrome,[],[]
609265,Li–Fraumeni syndrome,[],[]
606593,LIG4 syndrome,[],[]
603543,Limb-mammary syndrome,[],[]
201710,Lipoid congenital adrenal hyperplasia,[],[]
247100,Lipoid proteinosis,[],[]
238600,Lipoprotein lipase deficiency,"['0001733', '0001735', '0001738', '0001508', '0002027', '0410019', '0001013', '0001114', '0000660', '0001433']","['Pancreatitis', 'Acute pancreatitis', 'Exocrine pancreatic insufficiency', 'Failure to thrive', 'Abdominal pain', 'Epigastric pain', 'Eruptive xanthomas', 'Xanthelasma', 'Lipemia retinalis', 'Hepatosplenomegaly']"
309000,Lowe syndrome,"['0000077', '0000518', '0000519', '0000124']","['Abnormality of the kidney', 'Cataract', 'Developmental cataract', 'Renal tubular dysfunction']"
309520,Lujan–Fryns syndrome,"['0001249', '0001256', '0002342', '0001274']","['Intellectual disability', 'Intellectual disability, mild', 'Intellectual disability, moderate', 'Agenesis of corpus callosum']"
211980,Lung cancer,"['0002664', '0100526', '0012735', '0002098', '0001824', '0002653', '0002105', '0030828', '0001945', '0001217', '0100749', '0031041', '0002094', '0005957', '0003072', '0031218', '0001324', '0003473', '0002315', '0003690']","['Neoplasm', 'Neoplasm of the lung', 'Cough', 'Respiratory distress', 'Weight loss', 'Bone pain', 'Hemoptysis', 'Wheezing', 'Fever', 'Clubbing', 'Chest pain', 'Obstruction of the superior vena cava', 'Dyspnea', 'Breathing dysregulation', 'Hypercalcemia', 'Inappropriate antidiuretic hormone secretion', 'Muscle weakness', 'Fatigable weakness', 'Headache', 'Limb muscle weakness']"
606690,Lymphangioleiomyomatosis,"['0002107', '0002094', '0002098', '0002875', '0002088', '0002108', '0002099', '0006510', '0002105', '0001541', '0012281', '0002664', '0006772', '0001004', '0012378', '0012735', '0100749', '0010310', '0011852', '0000799', '0002615', '0100764', '0002665', '0100615', '0002202']","['Pneumothorax', 'Dyspnea', 'Respiratory distress', 'Exertional dyspnea', 'Abnormal lung morphology', 'Spontaneous pneumothorax', 'Asthma', 'Chronic obstructive pulmonary disease', 'Hemoptysis', 'Ascites', 'Chylous ascites', 'Neoplasm', 'Renal angiomyolipoma', 'Lymphedema', 'Fatigue', 'Cough', 'Chest pain', 'Chylothorax', 'Chylopericardium', 'Renal steatosis', 'Hypotension', 'Lymphangioma', 'Lymphoma', 'Ovarian neoplasm', 'Pleural effusion']"
153400,Lymphedema–distichiasis syndrome,[],[]
222700,Lysinuric protein intolerance,"['0031987', '0002013', '0002014', '0001508', '0004396', '0001510', '0002240', '0000939', '0000938', '0002750', '0003217']","['Diminished ability to concentrate', 'Vomiting', 'Diarrhea', 'Failure to thrive', 'Poor appetite', 'Growth delay', 'Hepatomegaly', 'Osteoporosis', 'Osteopenia', 'Delayed skeletal maturation', 'Hyperglutaminemia']"
109150,Machado–Joseph disease,"['0002354', '0001257', '0000750', '0001344', '0002167', '0002312', '0100515', '0004305', '0003470']","['Memory impairment', 'Spasticity', 'Delayed speech and language development', 'Absent speech', 'Neurological speech impairment', 'Clumsiness', 'Pollakisuria', 'Involuntary movements', 'Paralysis']"
217800,Macular corneal dystrophy,"['0000505', '0001141', '0012155', '0000613', '0001131', '0007754', '0008005']","['Visual impairment', 'Severely reduced visual acuity', 'Decreased corneal sensation', 'Photophobia', 'Corneal dystrophy', 'Macular dystrophy', 'Congenital corneal dystrophy']"
608161,"Macular dystrophy, vitelliform",[],[]
609628,Majeed syndrome,[],[]
248360,Malonyl-CoA decarboxylase deficiency,"['0001638', '0001263', '0001252', '0001290', '0001319', '0001250', '0002014', '0002013', '0001943', '0001941', '0001942']","['Cardiomyopathy', 'Global developmental delay', 'Muscular hypotonia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Seizures', 'Diarrhea', 'Vomiting', 'Hypoglycemia', 'Acidosis', 'Metabolic acidosis']"
248370,Mandibuloacral dysplasia,[],[]
154700,Marfan syndrome,[],[]
248800,Marinesco–Sjögren syndrome,[],[]
253200,"Maroteaux–Lamy syndrome, several forms","['0000365', '0000023', '0001537', '0100790']","['Hearing impairment', 'Inguinal hernia', 'Umbilical hernia', 'Hernia']"
154780,Marshall syndrome,[],[]
604308,MASS syndrome,[],[]
155100,May–Hegglin anomaly,[],[]
232600,McArdle disease,"['0002913', '0003201', '0003326', '0003546', '0003738', '0012378', '0001371', '0002803', '0001919', '0008942']","['Myoglobinuria', 'Rhabdomyolysis', 'Myalgia', 'Exercise intolerance', 'Exercise-induced myalgia', 'Fatigue', 'Flexion contracture', 'Congenital contracture', 'Acute kidney injury', 'Acute rhabdomyolysis']"
174800,McCune–Albright syndrome,"['0000826', '0000836', '0000845', '0003118']","['Precocious puberty', 'Hyperthyroidism', 'Growth hormone excess', 'Increased circulating cortisol level']"
236700,McKusick–Kaufman syndrome,[],[]
155240,Medullary thyroid carcinoma,"['0002865', '0002890', '0030731', '0002014', '0031284', '0100570', '0025388']","['Medullary thyroid carcinoma', 'Thyroid carcinoma', 'Carcinoma', 'Diarrhea', 'Flushing', 'Carcinoid tumor', 'Thyroid nodule']"
155255,Medulloblastoma,"['0002516', '0002664', '0002013', '0002315', '0002076', '0011024', '0001251', '0002078', '0002359', '0002527', '0000651', '0001085', '0006824', '0011349', '0002321', '0000639', '0006934', '0030319']","['Increased intracranial pressure', 'Neoplasm', 'Vomiting', 'Headache', 'Migraine', 'Abnormality of the gastrointestinal tract', 'Ataxia', 'Truncal ataxia', 'Frequent falls', 'Falls', 'Diplopia', 'Papilledema', 'Cranial nerve paralysis', 'Abducens palsy', 'Vertigo', 'Nystagmus', 'Congenital nystagmus', 'Weakness of facial musculature']"
122100,Meesmann corneal dystrophy,[],[]
604004,Megalencephalic leukoencephalopathy with subcortical cysts,[],[]
609048,Melanoma,"['0002861', '0012058']","['Melanoma', 'Nodular melanoma']"
248300,Meleda disease,"['0000975', '0001072']","['Hyperhidrosis', 'Thickened skin']"
309350,Melnick–Needles syndrome,[],[]
607174,Meningioma,"['0001250', '0002858', '0007359', '0007340', '0002664', '0002516', '0009733']","['Seizures', 'Meningioma', 'Focal-onset seizure', 'Lower limb muscle weakness', 'Neoplasm', 'Increased intracranial pressure', 'Glioma']"
309400,Menkes disease,"['0001252', '0001290', '0001319', '0001508', '0002045', '0001250', '0003016', '0002180', '0000939', '0005855', '0000973', '0002208']","['Muscular hypotonia', 'Generalized hypotonia', 'Neonatal hypotonia', 'Failure to thrive', 'Hypothermia', 'Seizures', 'Metaphyseal widening', 'Neurodegeneration', 'Osteoporosis', 'Multiple prenatal fractures', 'Cutis laxa', 'Coarse hair']"
300749,Mental retardation and microcephaly with pontine and cerebellar hypoplasia,[],[]
156250,Metachondromatosis,[],[]
250100,Metachromatic leukodystrophy,"['0000726', '0002355', '0003202', '0002063', '0001263', '0000529', '0000572', '0000618', '0007875', '0002015', '0200136', '0003470', '0001268']","['Dementia', 'Difficulty walking', 'Skeletal muscle atrophy', 'Rigidity', 'Global developmental delay', 'Progressive visual loss', 'Visual loss', 'Blindness', 'Congenital blindness', 'Dysphagia', 'Oral-pharyngeal dysphagia', 'Paralysis', 'Mental deterioration']"
156400,"Metaphyseal chondrodysplasia, Murk Jansen type",[],[]
610377,Mevalonic aciduria,[],[]
210720,Microcephalic osteodysplastic primordial dwarfism type II,[],[]
251850,Microvillus inclusion disease,[],[]
264750,Miller syndrome,[],[]
276300,Mismatch repair cancer syndrome,[],[]
252011,Mitochondrial complex II deficiency,"['0003487', '0001324', '0003202', '0003693', '0002376', '0012378']","['Babinski sign', 'Muscle weakness', 'Skeletal muscle atrophy', 'Distal amyotrophy', 'Developmental regression', 'Fatigue']"
254130,Miyoshi myopathy,[],[]
304700,Mohr–Tranebjærg syndrome,[],[]
158000,Monilethrix,[],[]
235730,Mowat–Wilson syndrome,[],[]
191900,Muckle–Wells syndrome,"['0000365', '0000407', '0001025', '0001945', '0002829', '0008527', '0025143']","['Hearing impairment', 'Sensorineural hearing impairment', 'Urticaria', 'Fever', 'Arthralgia', 'Congenital sensorineural hearing impairment', 'Chills']"
252650,Mucolipidosis IV,"['0025356', '0001263', '0007957', '0000546', '0001274', '0500167']","['Psychomotor retardation', 'Global developmental delay', 'Corneal opacity', 'Retinal degeneration', 'Agenesis of corpus callosum', 'Hypergastrinemia']"
607014,Mucopolysaccharidosis Ih,"['0000271', '0000256', '0004488', '0005280', '0031417', '0000924', '0012185', '0001387', '0001537', '0100790', '0000546', '0000618', '0007875', '0002240', '0002014', '0003319', '0003468', '0002205', '0002719', '0002783', '0011947', '0001263']","['Abnormality of the face', 'Macrocephaly', 'Macrocephaly at birth', 'Depressed nasal bridge', 'Rhinorrhea', 'Abnormality of the skeletal system', 'Constrictive median neuropathy', 'Joint stiffness', 'Umbilical hernia', 'Hernia', 'Retinal degeneration', 'Blindness', 'Congenital blindness', 'Hepatomegaly', 'Diarrhea', 'Abnormality of the cervical spine', 'Abnormal vertebral morphology', 'Recurrent respiratory infections', 'Recurrent infections', 'Recurrent lower respiratory tract infections', 'Respiratory tract infection', 'Global developmental delay']"
607016,Mucopolysaccharidosis Is,"['0012185', '0001387', '0002104', '0010535']","['Constrictive median neuropathy', 'Joint stiffness', 'Apnea', 'Sleep apnea']"
601492,Mucopolysaccharidosis type IX,[],[]
253220,Mucopolysaccharidosis VII,"['0000969', '0001789', '0005099', '0000280', '0002240', '0100790', '0002104', '0010535', '0002719', '0007759']","['Edema', 'Hydrops fetalis', 'Severe hydrops fetalis', 'Coarse facial features', 'Hepatomegaly', 'Hernia', 'Apnea', 'Sleep apnea', 'Recurrent infections', 'Opacification of the corneal stroma']"
602849,Muenke syndrome,"['0001263', '0001363']","['Global developmental delay', 'Craniosynostosis']"
