file,text,HPO_symptoms,HPO_codes,starts,ends
3547011,"The nevoid basal-cell carcinoma syndrome is characterized by major manifestations, such as multiple basal-cell carcinomata, cysts of the jaws, and skeletal--specifically, rib--abnormalities. Findings in 53 patients and a review of the literature document both major and lesser-known manifestations of the disorder. The odontogenic keratocyst, which usually appears during adolescence, has a marked tendency to recur. In addition to the skin tumors, milia, epidermoid cysts, chalazia, comedones, and palmar and plantar pits are frequent. The skin tumors, originally thought to be independent of sun exposure, are more common in sun-exposed areas and are far less frequent and occur at a much later age in blacks than in whites. There is some evidence that radiation of the skin promotes the appearance of skin cancers in this disorder. Unilateral linear nevoid basal-cell carcinomas with comedones may represent postzygotic somatic mutation. A proclivity to other forms of neoplasia exists. Patients with this syndrome have had medulloblastoma, meningioma, ovarian fibroma, ovarian fibrosarcoma, fibrosarcoma of the jaws, cardiac fibroma, fetal rhabdomyoma, and lymphatic or chylous cysts of the mesentery. In addition to the usual modalities of treatment, topical immunotherapy and topical 5-fluorouracil have been used with success. Oral synthetic retinoids, such as 13-cis-retinoic acid, have been used to prevent new lesions from appearing and to arrest the growth of older lesions by inducing differentiation. The independent observations of increased prostaglandin levels associated both with odontogenic keratocyst expansion and aggression of basal cell cancers merit further investigation both as a fundamental cellular mechanism and as a possible basis for treatment (e.g., with antiprostaglandins). The key to pre- and early postnatal diagnosis of the disorder--as well as to an understanding of the basic abnormality--lies in molecular genetics. Prime attention should be given to finding the site of the gene through the use of DNA and other markers.","['basal-cell carcinoma', 'basal-cell carcinomata', 'cysts of the jaws', 'skeletal--specifically', 'rib--abnormalities', 'odontogenic keratocyst', 'appears during adolescence', 'adolescence', 'skin tumors', 'tumors', 'milia', 'epidermoid cysts', 'chalazia', 'comedones', 'palmar and plantar pits', 'plantar pits', 'pits', 'skin tumors', 'tumors', 'skin cancers', 'basal-cell carcinomas', 'comedones', 'somatic mutation', 'neoplasia', 'medulloblastoma', 'meningioma', 'ovarian fibroma', 'ovarian fibrosarcoma', 'fibrosarcoma', 'fibrosarcoma', 'fibrosarcoma of the jaws', 'cardiac fibroma', 'rhabdomyoma', 'odontogenic keratocyst', 'aggression', 'basal cell cancers']","['0002671', '0002671', '0010603', '0000924', '0000772', '0010603', '0003590', '0011462', '0008069', '0002664', '0001056', '0200040', '0010605', '0000951', '0010610', '0010612', '0004467', '0008069', '0002664', '0008069', '0002671', '0000951', '0001428', '0002664', '0002885', '0002858', '0010618', '0000137', '0100244', '0100244', '0000209', '0010617', '0009730', '0010603', '0000718', '0002671']","[11, 100, 124, 147, 171, 319, 357, 372, 436, 441, 449, 456, 474, 484, 499, 510, 518, 541, 546, 804, 860, 887, 923, 972, 1027, 1044, 1056, 1073, 1081, 1095, 1095, 1121, 1144, 1598, 1635, 1649]","[31, 122, 141, 169, 189, 341, 383, 383, 447, 447, 454, 472, 482, 493, 522, 522, 522, 552, 552, 816, 881, 896, 939, 981, 1042, 1054, 1071, 1093, 1093, 1107, 1119, 1136, 1155, 1620, 1645, 1667]"
3585943,"We report a girl aged 11 and her brother aged five, both with the typical features of Angelman syndrome, and three isolated cases. This report, together with a review of published reports and contact with previous authors, has revealed a total of 41 sibs of probands, although only nine of these are known to have been later born. The possible effect of voluntary restriction of family size after the birth of an affected child is discussed in relation to the possibility of autosomal recessive inheritance, but a recurrence risk of 5% is appropriate for use in the genetic clinic.","['isolated cases', 'autosomal recessive inheritance', 'autosomal recessive']","['0001420', '0000007', '0000007']","[115, 475, 475]","[129, 506, 494]"
3674117,"Deletions, duplications, and rearrangements of the long arm of chromosome 15 are frequently associated with the clinical diagnosis of the Prader-Willi syndrome. However, a number of other clinical entities have also been associated with similar, if not identical, cytogenetic defects, arguing for clinical heterogeneity associated with abnormalities in this region of chromosome 15. We present 3 patients who all appear to have deletions in 15q11-15q12, such as described for many patients with Prader-Willi syndrome; however, none of these patients has classical clinical features of the Prader-Willi syndrome. The first patient is a child with Williams syndrome, the second, Angelman (Happy Puppet) syndrome, and the third is a child with hypotonia of infancy, obesity, and developmental delay, but who does not meet specific diagnostic criteria for the Prader-Willi syndrome. It is proposed that different molecular abnormalities involving specific points or segments along the long arm of chromosome 15 might account for the clinical diversity seen among these and other patients.","['clinical heterogeneity', 'heterogeneity', 'hypotonia of infancy', 'hypotonia', 'infancy', 'obesity', 'developmental delay']","['0003812', '0001425', '0001319', '0001252', '0003576', '0001513', '0001263']","[297, 306, 741, 741, 754, 763, 776]","[319, 319, 761, 750, 761, 770, 795]"
3688021,"Two unrelated females, age 15 and 5 years respectively, were studied cytogenetically because of severe mental retardation, seizures and ataxia-like incoordination. A similar deletion of the proximal long arm of chromosome 15 was found in both patients. Re-evaluation showed no voracious appetite or obesity; normal size of hands and feet, minimal to no hypotonia by history or examination and facial features not typical of the Prader-Willi syndrome. However, the facial appearance of the girls was similar to each other with mild hypertelorism. The similarity of these girls and dissimilarity to Prader-Willi syndrome suggest a different syndrome, perhaps the result of deletion of a different segment of 15q. The findings of ataxic-like movements, frequent, unprovoked and prolonged bouts of laughter and facial appearance are more compatible with the diagnosis of Angelman syndrome.","['severe mental retardation', 'mental retardation', 'seizures', 'ataxia', 'incoordination', 'voracious appetite', 'obesity', 'hypotonia', 'facial appearance', 'hypertelorism', 'ataxic', 'ataxic-like movements', 'frequent, unprovoked and prolonged bouts of laughter', 'laughter', 'facial appearance']","['0002187', '0001249', '0001250', '0001251', '0002311', '0002591', '0001513', '0001252', '0001999', '0000316', '0001251', '0001251', '0000749', '0000748', '0001999']","[96, 103, 123, 136, 148, 277, 299, 353, 464, 531, 727, 727, 750, 794, 807]","[121, 121, 131, 142, 162, 295, 306, 362, 481, 544, 733, 748, 802, 802, 824]"
3740720,"Branchio-oto-renal dysplasia, often called the BOR syndrome, in its full expression consists of hearing loss of conductive, sensorineural, or mixed type; preauricular pits; auricular deformities; lateral cervical sinuses, cysts, or fistulas; and renal malformations. The condition is inherited in an autosomal dominant mode. The findings in three affected families are described, and pertinent genetic and clinical aspects are discussed. The potential seriousness of the renal and aural malformations stresses the importance of early recognition of this syndrome.","['renal dysplasia', 'hearing loss', 'hearing loss of conductive', 'hearing loss of conductive, sensorineural, or mixed type', 'hearing loss of conductive, sensorineural', 'preauricular pits', 'pits', 'lateral cervical sinuses', 'fistulas', 'renal malformations', 'autosomal dominant', 'dominant', 'milie']","['0000110', '0000365', '0000405', '0000410', '0000407', '0004467', '0004467', '0000077', '0009794', '0000792', '0000006', '0000006', '0001056']","[13, 96, 96, 96, 96, 154, 167, 200, 232, 246, 300, 310, 358]","[28, 108, 122, 152, 137, 171, 171, 219, 240, 265, 318, 318, 363]"
3799714,The family on which this report is based is of interest because it contains individuals with the branchio-oto-renal (BOR) syndrome who have renal hypoplasia or malformations of the kidney or collecting system including duplication; only branchial and ear anomalies; and apparent nonpenetrance of the syndrome. This report provides evidence to support the hypothesis that in some families variable expressivity includes duplication of the urinary collecting system in individuals with other manifestations of the BOR syndrome as well as individuals with branchial and ear anomalies who have apparently normal kidneys.,"['renal hypoplasia', 'malformations of the kidney or collecting system', 'malformations of the kidney or collecting system including duplication', 'malformations of the kidney', 'branchial', 'ear anomalies', 'nonpenetrance', 'variable', 'variable expressivity', 'duplication of the urinary collecting system', 'branchial and ear anomalies', 'ear anomalies']","['0000089', '0004742', '0000081', '0000792', '0009794', '0000598', '0003829', '0003813', '0003828', '0000081', '0009794', '0000598']","[140, 160, 160, 160, 237, 251, 279, 388, 388, 419, 553, 567]","[156, 208, 230, 187, 246, 264, 292, 396, 409, 463, 580, 580]"
391043,"Short stature may be a component of the brachydactyly C syndrome. A family is presented in which the propositus has brachydactyly C, short stature, and hip dysplasia.","['Short stature', 'brachydactyly C', 'brachydactyly', 'brachydactyly C', 'brachydactyly', 'short stature', 'hip dysplasia']","['0004322', '0009373', '0001156', '0009373', '0001156', '0004322', '0001385']","[0, 40, 40, 116, 116, 133, 152]","[13, 55, 53, 131, 129, 146, 165]"
3943073,"Six patients with typical features of the multiple basal cell nevus syndrome were studied cytogenetically, using prometaphase G-banding and C-banding. Three patients were from one family and the others were sporadic cases. No cytogenetic marker of the disease was identified using these techniques.","['basal cell nevus syndrome', 'basal cell nevus', 'sporadic', 'sporadic cases']","['0002671', '0002671', '0003745', '0003745']","[51, 51, 207, 207]","[76, 67, 215, 221]"
4006277,"Branchio-oto-renal (BOR) syndrome is a developmental complex presenting with various combinations of ear pits, branchial cleft cysts, deafness and renal anomalies, which is inherited as an autosomal dominant trait. This report describes a father and 2 children with BOR syndrome in which gustatory lacrimation (GL) was also present in 2 of them. GL is considered to be a rare, non-hereditary type of anomalous, cranial nerve-end organ innervation. Since lacrimal stenosis, which can clinically mimic GL, is also a feature of the BOR syndrome, future reports require lacrimal reflex testing and duct patency evaluation to define this variation in the BOR phenotype.","['ear pits', 'pits', 'branchial', 'branchial cleft cysts', 'branchial cleft', 'deafness', 'renal anomalies', 'autosomal dominant', 'autosomal dominant trait', 'dominant', 'dominant trait', 'gustatory lacrimation', 'cranial nerve-end organ innervation', 'lacrimal stenosis']","['0004467', '0004467', '0009794', '0009796', '0009794', '0000404', '0000077', '0000006', '0000006', '0000006', '0000006', '0100274', '0001291', '0007925']","[101, 105, 111, 111, 111, 134, 147, 189, 189, 199, 199, 288, 411, 454]","[109, 109, 120, 132, 126, 142, 162, 207, 213, 207, 213, 309, 446, 471]"
509397,"We have reviewed a series of 36 patients with the basal cell nevus syndrome seen at Roswell Park Memorial Institute from 1950 to 1978. Among these patients a number of disastrous complications occurred. These include extensive uncontrolled basal cell epithelioma of the face resulting in one death from direct cerebral invasion via the orbit, one facial nerve palsy, two bilateral and two unilateral eye enucleations, and several severe facial mutilations in young patients. There were three patients who developed severe bradycardia and hypotension during induction of general anesthesia required postponement of the intended operation, and one patient with congenital hemiparesis who on investigation was found to have an absent internal carotid artery. A review of the syndrome complex is presented with a plan for recognition and management.","['basal cell nevus', 'basal cell epithelioma', 'basal cell epithelioma of the face', 'facial nerve palsy', 'eye enucleations', 'facial mutilations', 'young', 'young patients', 'bradycardia', 'hypotension', 'congenital hemiparesis', 'hemiparesis', 'absent internal carotid artery']","['0002671', '0002671', '0000271', '0002008', '0000478', '0000271', '0003593', '0003593', '0001662', '0002615', '0001269', '0001269', '0005290']","[50, 240, 240, 347, 400, 437, 459, 459, 522, 538, 659, 670, 724]","[66, 262, 274, 365, 416, 455, 464, 473, 533, 549, 681, 681, 754]"
6261046,"A 17-year-old girl presented with an enlarged cardiac silhouette on routine chest roentgenogram. After clinical evaluation, echocardiography, and pericardiocentesis failed to provide a diagnosis, exploratory thoracotomy and biopsy revealed an unresectable left ventricular fibroma. The tumor continued to enlarge and began causing ventricular arrhythmia. Therefore, she underwent cardiac transplantation 2 years after the initial diagnosis was made. She is now alive nd well 18 months following transplantation.","['enlarged cardiac silhouette', 'left ventricular fibroma', 'tumor', 'ventricular arrhythmia']","['0001627', '0010617', '0002664', '0004308']","[37, 256, 286, 331]","[64, 280, 291, 353]"
657583,"Three families are presented, one with branchio-oto-renal dysplasia (BOR) and two with branchio-oto dysplasia (BO). The former syndrome is characterized by external ear malformations, cervical fistulae, mixed hearing loss and renal anomalies of varying severity. The latter syndrome differs in that there are no renal anomalies and that the sensorineural component of the hearing loss may be absent. The external ear malformations are quite variable in both syndromes. Evidence is presented which supports the idea that these two syndromes are not phenotypic variants of the same autosomal dominant mutation but distinct disease entities. The BOR syndrome appears to belong to a larger group of hereditary ear dysplasia-renal adysplasia syndromes that must be carefully ruled out in all patients with familial branchial arch malformations as well as in the parents and siblings of infants with ""Potter facies"" in the presence of auricular malformation and renal adysplasia.","['renal dysplasia', 'external ear malformations', 'ear malformations', 'cervical fistulae', 'mixed hearing loss', 'hearing loss', 'renal anomalies', 'renal anomalies', 'hearing loss', 'external ear malformations', 'ear malformations', 'variable', 'autosomal dominant', 'dominant', 'ear dysplasia', 'renal adysplasia', 'branchial', 'branchial arch malformations', 'Potter facies', 'auricular malformation', 'renal adysplasia']","['0000110', '0000356', '0000598', '0009795', '0000410', '0000365', '0000077', '0000077', '0000365', '0000356', '0000598', '0003813', '0000006', '0000006', '0000598', '0000110', '0009794', '0009794', '0002009', '0000356', '0000110']","[52, 156, 165, 184, 203, 209, 226, 312, 372, 404, 413, 441, 580, 590, 706, 720, 810, 810, 895, 929, 956]","[67, 182, 182, 201, 221, 221, 241, 327, 384, 430, 430, 449, 598, 598, 719, 736, 819, 838, 908, 951, 972]"
6631421,"A young girl 12 old, sent to us for obesity, and coxa-epiphysiolysis showed signs of mental retardation and bilateral thumb ankylosis. The fact that the mother was also affected by both of these signs, led to a more detailed genetic research. The latter revealed that not only the daughter, the mother, but also their own mother and may be, the sister, the grand-mother and the great-aunt of the patient had a retardation, a slight dysmorphia, a type A brachydactylia, signs of obesity and an identical ankylosis of both thumbs. This vertical inheritance, affecting apparently females only, but not associated with a high rate of miscarriage, has, it seems, never been reported. The characteristics of this family are being considered and discussed.","['young', 'obesity', 'coxa-epiphysiolysis', 'mental retardation', 'thumb ankylosis', 'retardation', 'slight dysmorphia', 'type A brachydactylia,', 'obesity', 'ankylosis of both thumbs']","['0003593', '0001513', '0006461', '0001249', '0001172', '0001249', '0004675', '0009370', '0001513', '0001172']","[2, 36, 49, 85, 118, 410, 425, 446, 478, 503]","[7, 43, 68, 103, 133, 421, 442, 468, 485, 527]"
6741990,"This is a report on a child with sensorineural deafness, imperforate anus with rectovaginal fistula, hypoplastic thumb, and congenital heart defect. This pattern of congenital anomalies is similar to that described in patients with the Townes-Brocks syndrome, although the present patient has characteristics that have not been reported previously in this syndrome. It is proposed that the clinical spectrum of the Townes-Brocks syndrome must be extended to include congenital heart defect, auricular changes differing from those previously described, and anomalies of other internal organs. The syndrome is an autosomal dominant trait. The present case may represent a de novo mutation.","['sensorineural deafness', 'deafness', 'imperforate anus', 'rectovaginal fistula', 'hypoplastic thumb', 'congenital heart defect', 'congenital heart defect', 'auricular changes', 'anomalies of other internal organs', 'autosomal dominant', 'autosomal dominant trait', 'dominant trait', 'dominant', 'de novo', 'de novo mutation']","['0000407', '0000404', '0002023', '0000143', '0009778', '0002564', '0002564', '0000383', '0000118', '0000006', '0000006', '0000006', '0000006', '0003745', '0003745']","[33, 47, 57, 79, 101, 124, 466, 491, 575, 611, 611, 621, 621, 670, 670]","[55, 55, 73, 99, 118, 147, 489, 508, 590, 629, 635, 635, 629, 677, 686]"
6774282,"Neurofibromatosis includes the common ""peripheral"" form and a recently documented ""central"" form. We describe the central form in 130 cases from 9 kindreds personally studied and 15 reported kindreds. Central neurofibromatosis with bilateral acoustic neuroma is an autosomal dominant disorder beginning about 20 years of age, accompanied by mild skin changes. In three kindreds with central neurofibromatosis, we measured nerve growth factor in serum by radioimmunoassay and radioreceptor assay. Only the antigenic activity of nerve growth factor was increased. In contrast, in peripheral neurofibromatosis, only the functional activity of nerve growth factor has been reported increased. Central and peripheral forms of neurofibromatosis are closely related but discrete diseases which appear to have separate alterations in nerve growth factor activity.","['Neurofibromatosis', 'neurofibromatosis', 'bilateral acoustic neuroma', 'acoustic neuroma', 'autosomal dominant disorder', 'autosomal dominant', 'dominant', 'skin changes', 'neurofibromatosis', 'neurofibromatosis', 'neurofibromatosis']","['0006746', '0006746', '0009589', '0009588', '0000006', '0000006', '0000006', '0000951', '0006746', '0006746', '0006746']","[0, 209, 232, 242, 265, 265, 275, 346, 391, 589, 721]","[17, 226, 258, 258, 292, 283, 283, 358, 408, 606, 738]"
6823972,"No difference in survival was observed between cultured cells from basal cell naevus syndrome (BCNS) patients and normal controls following exposure of fibroblasts to ionizing radiation. Potential lethal damage repair in BCNS cells, measured by holding experiments, was also no different from normal. G0-irradiated lymphocytes from BCNS patients were found to have a significantly higher level of X-ray-induced chromosome aberrations compared with normals. This increase is, however, small, and, taken together with the survival data, suggests that increased cell killing as a measure of the unusual clinical radiosensitivity is not the major effect of the BCNS gene.",['basal cell naevus'],['0002671'],[67],[84]
6829601,"Two unrelated children (one male, the other female) had unusual craniofacial anomalies consisting of hemangiomatous branchial clefts, lip pseudoclefts, and identical unusual facial appearance. One also had unilateral microphthalmia and both had congenital nasolacrimal duct obstruction. Two similar, sporadic cases from the literature were also identified. These four cases form the basis of a new, distinctly recognizable pattern of malformation.","['unusual craniofacial anomalies', 'craniofacial anomalies', 'hemangiomatous branchial clefts', 'branchial', 'branchial clefts', 'clefts', 'lip pseudoclefts', 'unusual facial appearance', 'facial appearance', 'microphthalmia', 'nasolacrimal duct obstruction', 'sporadic', 'sporadic cases']","['0002004', '0002260', '0009794', '0009794', '0009794', '0009794', '0000159', '0002004', '0001999', '0000568', '0000579', '0003745', '0003745']","[56, 64, 101, 116, 116, 126, 134, 166, 174, 217, 256, 300, 300]","[86, 86, 132, 125, 132, 132, 150, 191, 191, 231, 285, 308, 314]"
6846397,We report a man who had the branchio-oto-renal (BOR) syndrome with crossed renal ectopia. His three children were born with bilateral renal agenesis and the so-called Potter syndrome. This case illustrates the potential severity of the renal anomalies in the BOR syndrome and the inadequacy of oligohydramnios and maternal serum alpha-fetoprotein as screening methods for renal agenesis. This case also implies strongly the necessity for meticulous search for renal anomalies in individuals with the BOR syndrome and proper counseling regarding the possibility of lethal bilateral renal agenesis.,"['renal ectopia', 'bilateral renal agenesis', 'renal agenesis', 'Potter syndrome', 'renal anomalies', 'oligohydramnios', 'renal agenesis', 'renal anomalies', 'bilateral renal agenesis', 'renal agenesis']","['0000086', '0010958', '0000104', '0002009', '0000077', '0001562', '0000104', '0000077', '0010958', '0000104']","[75, 124, 134, 167, 236, 294, 372, 460, 571, 581]","[88, 148, 148, 182, 251, 309, 386, 475, 595, 595]"
6859100,"We report two families in which propositi had severe bilateral sensorineural hearing loss, a preauricular pit or tag, and duplication of the ureters or bifid renal pelvices. Other relatives had one or more of these anomalies in a pattern suggesting autosomal dominant inheritance with reduced penetrance and variable expressivity. We suggest the term ""branchio-oto-ureteral syndrome"" to designate this condition.","['bilateral sensorineural hearing loss', 'sensorineural hearing loss', 'hearing loss', 'preauricular pit or tag', 'preauricular pit', 'duplication of the ureters', 'bifid renal pelvices', 'autosomal dominant inheritance', 'autosomal dominant', 'dominant', 'dominant inheritance', 'reduced penetrance', 'variable expressivity', 'variable']","['0008619', '0000407', '0000365', '0000384', '0004467', '0000073', '0005580', '0000006', '0000006', '0000006', '0000006', '0003829', '0003828', '0003813']","[53, 63, 77, 93, 93, 122, 152, 249, 249, 259, 259, 285, 308, 308]","[89, 89, 89, 116, 109, 148, 172, 279, 267, 267, 279, 303, 329, 316]"
6882181,"We report 9 subjects from 2 families with the syndrome of cerebral gigantism, seven of the patients also had jaw cyst basal cell naevoid syndrome. Neurological, radiological, somatic and biochemical features of this hitherto unreported association are described. Neurological symptoms included mild hydrocephalus, ventricular malformation, cerebellar syndrome, intracranial calcification, oculomotor disturbances, EEG abnormalities and rarely, mild peripheral nervous disorders. A disturbance of calcium metabolism appears to be a prominent feature of the genetically determined nonprogressive syndrome.","['cerebral gigantism', 'jaw cyst', 'basal cell naevoid', 'hydrocephalus', 'ventricular malformation', 'cerebellar syndrome', 'intracranial calcification', 'oculomotor disturbances', 'EEG abnormalities', 'peripheral nervous disorders', 'calcium metabolism', 'nonprogressive']","['0002060', '0010603', '0002671', '0000238', '0002118', '0001317', '0002514', '0006860', '0002353', '0000759', '0004363', '0003680']","[58, 109, 118, 299, 314, 340, 361, 389, 414, 449, 496, 579]","[76, 117, 136, 312, 338, 359, 387, 412, 431, 477, 514, 593]"
6928117,"A family with the Popliteal Pterygium Syndrome is presented. The father was born with a cleft of the palate and lower lip pits. Two of the three offspring showed extensive involvement of the palate, gums, and lips with minimal involvement of the lower limbs, genitalia, and nails.","['Popliteal Pterygium', 'cleft of the palate', 'lower lip pits', 'lip pits', 'pits', 'involvement of the palate, gums, and lips', 'involvement of the palate', 'involvement of the lower limbs', 'involvement of the lower limbs, genitalia, and nails', 'involvement of the lower limbs, genitalia']","['0009756', '0000175', '0000196', '0000196', '0004467', '0000159', '0000174', '0002814', '0001597', '0000078']","[18, 88, 112, 118, 122, 172, 172, 227, 227, 227]","[37, 107, 126, 126, 126, 213, 197, 257, 279, 268]"
6964893,"Several pedigrees with 19 new cases of the earpits-deafness syndrome (McK +12510) [28] are presented. Mention is made of clinical findings obtained in audiometric and vestibular studies, studies of renal function and configuration and polytomographic studies of the labyrinth, and results of exploratory tympanotomies are discussed. The literature is reviewed and the features found in 138 cases and in our 19 cases are presented. The earpits-deafness syndrome is an autosomal dominant disorder in which affected individuals may have sensorineural, conductive or mixed hearing loss, preauricular pits, structural defects of the outer, middle and inner ear, lacrimal duct stenosis, branchial fistulas or cysts of the second branchial arch, and renal anomalies ranging from mild hypoplasia to complete absence. Not all the features of the syndrome are expressed in all carriers of the gene. Pits, branchial clefts and hearing loss are frequently expressed. The incidence of renal malformation is higher, as mentioned earlier in the literature. The poor results of exploratory tympanotomies are discussed. On the basis of personal observations as well as in view of data from the literature it is maintained that the BOR (branchio-oto-renal dysplasia) syndrome [12,30-32] and the BO (branchio-oto dysplasia) syndrome are in fact the same affection. It is also maintained that no separate syndromes can be distinguished on the basis of the type of hearing loss. The present knowledge of the syndrome is summarized in terms of the information available for genetic counselling.","['earpits', 'deafness', 'earpits', 'deafness', 'autosomal dominant', 'autosomal dominant disorder', 'dominant', 'sensorineural, conductive or mixed hearing loss', 'conductive or mixed hearing loss', 'mixed hearing loss', 'hearing loss', 'preauricular pits', 'pits', 'defects of the outer, middle and inner ear', 'lacrimal duct stenosis', 'branchial', 'branchial fistulas', 'branchial fistulas or cysts', 'fistulas', 'branchial', 'renal anomalies', 'Pits', 'branchial clefts', 'branchial', 'clefts', 'hearing loss', 'renal malformation', 'renal dysplasia', 'hearing loss']","['0004467', '0000404', '0004467', '0000404', '0000006', '0000006', '0000006', '0000407', '0000405', '0000410', '0000365', '0004467', '0004467', '0000359', '0007925', '0009794', '0009795', '0009796', '0009794', '0009794', '0000077', '0004467', '0009794', '0009794', '0009794', '0000365', '0000792', '0000110', '0000365']","[43, 51, 435, 443, 467, 467, 477, 534, 549, 563, 569, 583, 596, 613, 657, 681, 681, 681, 691, 723, 743, 889, 895, 895, 905, 916, 972, 1232, 1444]","[50, 59, 442, 451, 485, 494, 485, 581, 581, 581, 581, 600, 600, 655, 679, 690, 699, 708, 699, 732, 758, 893, 911, 904, 911, 928, 990, 1247, 1456]"
6973119,"The results of a systematic study of the otological aspects in 13 cases of earpit-deafness syndrome are reported. The audiometric, radiological and vestibular findings as well as the results of exploratory tympanotomies with and without stapedectomies are discussed together with the results reported in the literature. A convincing explanation of the poor results of exploratory tympanotomies in cases with mixed hearing loss is not furnished. If the hearing loss is confined to conduction and ankylosis of the stapes or a disconnection of the ossicular chain is suspected, exploratory tympanotomy can be expected to be successful.","['earpit', 'deafness', 'mixed hearing loss', 'hearing loss', 'hearing loss', 'conduction', 'ankylosis of the stapes', 'disconnection of the ossicular chain']","['0004467', '0000404', '0000410', '0000365', '0000365', '0000405', '0000381', '0004452']","[75, 82, 408, 414, 452, 480, 495, 524]","[81, 90, 426, 426, 464, 490, 518, 560]"
7039311,"We report on 44 patients (18 with additional affected family members), with congenital distal limb contractures identified from a large study of over 350 patients with congenital joint contractures. Fourteen propositi (seven familial cases, seven isolated cases) had a newly recognized form of arthrogryposis, which we have designated distal arthrogryposis type 1, with the predominant manifestations of autosomal dominant inheritance; tightly clenched fists at birth, with medially overlapping fingers, ulnar deviation, and camptodactyly in adults; and positional foot deformities. Contractures at other major joints are variable. There are no associated visceral anomalies; intelligence is normal. There can be marked intrafamilial and interfamilial variability. Twenty-two propositi with similar distal contractures had additional findings and were classified into five subcategories of distal arthrogryposis (type IIA-E). Among type II patients cleft palate, cleft lip, small tongue, trismus, ptosis, epicanthal folds, keratoconus, short stature, scoliosis, a unique hand position, and dull normal intelligence were seen. These characteristics were seen in various combinations and patterns and allowed sorting into groups that were the basis for the categorization. The remaining eight propositi were recognized to have previously described conditions with distal contractures and autosomal dominant inheritance, ie, the Freeman-Sheldon syndrome, trismus-pseudo-camptodactyly syndrome, congenital contractural arachnodactyly, and familial camptodactyly. Pathogenetically we postulate similar underlying defects of abnormal tendon attachments, attenuation, and absence; careful nosologic comparisons are important for prognostic counseling and habilitative management.","['congenital distal limb contractures', 'distal limb contractures', 'limb contractures', 'contractures', 'congenital joint contractures', 'joint contractures', 'contractures', 'familial cases', 'isolated cases', 'arthrogryposis', 'distal arthrogryposis', 'arthrogryposis', 'autosomal dominant', 'autosomal dominant inheritance', 'dominant inheritance', 'dominant', 'tightly clenched fists', 'medially overlapping fingers', 'overlapping fingers', 'ulnar deviation', 'camptodactyly', 'positional foot deformities', 'foot deformities', 'Contractures', 'variable', 'visceral anomalies', 'intrafamilial and interfamilial variability', 'interfamilial variability', 'variability', 'distal contractures', 'contractures', 'distal arthrogryposis', 'arthrogryposis', 'cleft palate', 'cleft lip', 'small tongue', 'trismus', 'ptosis', 'epicanthal folds', 'keratoconus', 'short stature', 'scoliosis', 'unique hand position', 'distal contractures', 'contractures', 'autosomal dominant inheritance', 'autosomal dominant', 'dominant inheritance', 'dominant', 'trismus', 'camptodactyly', 'contractural arachnodactyly', 'arachnodactyly', 'camptodactyly']","['0002803', '0005684', '0003121', '0001371', '0002803', '0001371', '0001371', '0000005', '0001420', '0001390', '0005684', '0001390', '0000006', '0000006', '0000006', '0000006', '0001188', '0010557', '0010557', '0001193', '0012385', '0005656', '0001760', '0001371', '0003813', '0002012', '0003822', '0003812', '0003812', '0005684', '0001371', '0005684', '0001390', '0000175', '0100333', '0000171', '0000211', '0000508', '0000286', '0000563', '0004322', '0002650', '0001155', '0005684', '0001371', '0000006', '0000006', '0000006', '0000006', '0000211', '0012385', '0001166', '0001166', '0012385']","[76, 87, 94, 99, 168, 179, 185, 225, 247, 294, 335, 342, 404, 404, 414, 414, 436, 474, 483, 504, 525, 554, 565, 583, 622, 656, 720, 738, 752, 799, 806, 890, 897, 949, 963, 974, 988, 997, 1005, 1023, 1036, 1051, 1064, 1362, 1369, 1386, 1386, 1396, 1396, 1452, 1467, 1502, 1515, 1544]","[111, 111, 111, 111, 197, 197, 197, 239, 261, 308, 356, 356, 422, 434, 434, 422, 458, 502, 502, 519, 538, 581, 581, 595, 630, 674, 763, 763, 763, 818, 818, 911, 911, 961, 972, 986, 995, 1003, 1021, 1034, 1049, 1060, 1084, 1381, 1381, 1416, 1404, 1416, 1404, 1459, 1480, 1529, 1529, 1557]"
7057963,"Fifteen patients with bilateral acoustic neuromas are presented. Ten patients became symptomatic before age 21, and 9 of these patients developed additional central nervous system tumors. Cutaneous manifestations of neurofibromatosis and a positive family history of this disorder were absent in many of the patients. Most patients required multiple surgical procedures, and the timing, techniques, and results of these operations are reported. The pathogenesis of these tumors, the genetic aspects of this disorder, and potential treatment alternatives are discussed.","['bilateral acoustic neuromas', 'acoustic neuromas', 'central nervous system tumors', 'nervous system tumors', 'tumors', 'Cutaneous manifestations', 'neurofibromatosis', 'tumors']","['0009589', '0009588', '0100006', '0004375', '0002664', '0000951', '0006746', '0002664']","[22, 32, 157, 165, 180, 188, 216, 471]","[49, 49, 186, 186, 186, 212, 233, 477]"
