file,spanish,HPO_symptoms,HPO_code
3180506,"Describimos una nueva familia con el síndrome de Townes-Brock, un síndrome de herencia dominante de las malformaciones anales, urorenal, del oído y de las extremidades. El proband muestra el espectro completo de anomalías, incluyendo el ano imperforado, el rafe perineal prominente, la fístula rectoperineal, el pulgar trifalangeal, la hexadactyly preaxial, la syndactyly, la clinodactilia, las protuberancias preauriculares, las orejas de Sátiro hipoplástica, la hipoacusia neurosensorial y las anomalías urorenal. Por el contrario, el padre sólo muestra anomalías en las extremidades, hipoacusia neurosensorial y anomalías renales. Las malformaciones anorrectales, que están presentes en casi todos los pacientes con el síndrome de Townes-Brock, estuvieron ausentes en el padre. Este caso clínico ilustra la variabilidad intrafamiliar del síndrome de Townes-Brock. En consecuencia, es necesario un cuidadoso examen de los familiares de los pacientes con este síndrome para el diagnóstico diferencial con la Asociación de la VA (C) TER (L) de herencia esporádica.","['herencia dominante.', 'malformaciones anales, urorenal, del oído y de las extremidades', 'urorenal, malformaciones de oído y extremidades.', 'malformaciones del oído y de las extremidades', 'malformaciones de las extremidades.', 'ano imperforado.', 'Rafe perineal prominente.', 'fístula rectoperineal.', 'pulgar trifalangeal.', 'hexadactyly preaxial.', 'syndactyly', 'clinodactilia', 'protuberancias preauriculares.', 'orejas de Sátiro hipoplásticas.', 'hipoacusia neurosensorial.', 'hipoacusia', 'anomalías urorenal.', 'anomalías de las extremidades', 'hipoacusia neurosensorial.', 'hipoacusia', 'anomalías renales.', 'Malformaciones anorrectales.', 'variabilidad intrafamiliar.', 'variabilidad']","['0000006', '0004378', '0000077', '0000598', '0002813', '0002023', '0003246', '0004792', '0001199', '0001177', '0001159', '0030084', '0000384', '0000377', '0000407', '0000365', '0000079', '0002813', '0000407', '0000365', '0000077', '0002034', '0003822', '0003812']"
3185841,"Se presentan los resultados diagnóstico, tamaño y funcionamiento de 41 neurinomas acústicas (26 mujeres y 15 varones). En un caso el tumor fue bilateral. Del total de 41 tumores, el 12,5% eran neurinomas acústicas de pequeño tamaño. En general, en el momento del diagnóstico los tumores eran más grandes en las mujeres que en los varones. Diez de los neurinomas acústicos de pequeño y mediano tamaño no tenían ningún tronco cerebral y síntomas o signos cerebelosos, sólo el octavo par craneal estaba afectado. Todos los tumores grandes ya presentaban síntomas de tronco cerebral y un tercio de ellos también presentaban síntomas cerebelosos, lesiones de otros nervios craneales y aumento de la presión intracraneal. Todos estos hallazgos estuvieron siempre presentes en tumores gigantes. Las exploraciones de laboratorio funcionales de neurootológico no pueden ser sustituidas por TC debido a la posibilidad de falsos negativos en las neurinomas acústicas más pequeñas. La TC y los exámenes de laboratorio neurootológico funcionales son complementarios entre sí y no son procedimientos de cribado. En cuanto a la morbilidad y la mortalidad, los resultados quirúrgicos son comparables con los de otros autores mediante técnicas microquirúrgicas. En cuanto a la preservación de la audición, los resultados se encuentran entre los mejores especialmente en los tumores que fueron diagnosticados como pequeños o medios en esta serie. Por lo tanto, es evidente que el tamaño de un neurinoma acústico diagnosticado es más importante para los resultados quirúrgicos que el abordaje elegido para el tumor.","['neurinomas acústica.', 'neurinomas', 'tumor', 'tumores', 'neurinomas acústica.', 'neurinomas', 'tumores', 'neurinomas acústica.', 'neurinomas', 'síntomas cerebelosos.', 'VIII nervio craneal.', 'tumores', 'síntomas del tronco encefálico.', 'síntomas cerebelosos.', 'lesiones de otros nervios craneales.', 'aumento de la presión intracraneal.', 'tumores', 'neurinomas acústica.', 'neurinomas', 'tumores', 'neurinoma acústica.', 'tumor']","['0009588', '0009588', '0002664', '0002664', '0009588', '0009588', '0002664', '0009588', '0009588', '0001317', '0009591', '0002664', '0002363', '0001317', '0001291', '0002516', '0002664', '0009588', '0009588', '0002664', '0009588', '0002664']"
3281570,"Presentamos un brachydactyly tipo C transmitido a través de cuatro generaciones, con penetrancia incompleta y anomalías de los pies en la Proposición.","['brachydactyly tipo C', 'brachydactyly', 'penetrancia incompleta.', 'anomalías de los pies']","['0009373', '0001156', '0003829', '0001760']"
3287922,Presentamos el diagnóstico prenatal de artrogriposis distal tipo I mediante ecografía a las 18 semanas de gestación en una familia con otros dos miembros afectos (madre y hermana del feto). El embarazo fue seguido con ecografías seriadas y el diagnóstico se confirmó tras el nacimiento. Se describen los hallazgos clínicos en todos los familiares afectados. Se presenta una encuesta bibliográfica de casos diagnosticados de contracturas múltiples de forma prenatal. Estos incluyen casos con muchos diagnósticos diferentes. Este es el primer informe del diagnóstico prenatal de artrogriposis distal tipo I. Ayuda a ilustrar la variabilidad y la historia natural prenatal de la enfermedad y la sutileza de los hallazgos ecográficos prenatales.,"['Artrogriposis distal.', 'Artrogriposis', 'casos diagnosticados prenatalmente.', 'Contracturas articulares múltiples.', 'Contracturas articulares.', 'contracturas', 'Artrogriposis distal.', 'Artrogriposis', 'variabilidad']","['0005684', '0001390', '0003660', '0002828', '0001371', '0001371', '0005684', '0001390', '0003812']"
3321995,"Se observó un trastorno autosómica dominante de labio superior anormal, que se asemeja a un labio leporino mal reparado, nariz malformada con puente amplio y punta aplanada, obstrucción del tracto lagrimal, orejas malformadas y senos branquiales y/o lesiones cutáneas lineales detrás de las orejas en varias personas de 3 familias. En cada una de las tres familias, un progenitor afectado tuvo al menos un niño afectado. La transmisión de padre a hijo en una de estas familias descartó la herencia ligada al cromosoma X. Otras anomalías incluyen coloboma, microphthalmia, fosas auriculares, fosas labiales, placa muy arqueada, anomalías dentales y quistes subcutáneos del cuero cabelludo. En los adultos afectados se produjo una canas prematura del cabello. El retraso del crecimiento, el retraso del desarrollo y las anomalías de la mano son componentes variables del síndrome.","['autosómica dominante.', 'trastorno autosómico dominante.', 'dominante', 'labio superior anormal', 'labio leporino.', 'nariz malformada.', 'Puente amplio.', 'Punta aplanada', 'obstrucción del tubo lagrimal.', 'orejas malformadas.', 'branchial', 'senos branquiales hendidos.', 'hendidura branquial.', 'lesiones cutáneas lineales detrás de las orejas.', 'lesiones cutáneas', 'Herencia ligada al cromosoma X.', 'coloboma', 'microphthalmia', 'fosas auriculares.', 'fosetas', 'fosas labiales', 'fosetas', 'placa altamente arqueada.', 'anomalías dentales.', 'quistes subcutáneos.', 'quistes del cuero cabelludo.', 'Canas prematuras de pelo.', 'Retraso del crecimiento', 'retraso', 'retraso del desarrollo', 'anomalías de la mano.', 'variable']","['0000006', '0000006', '0000006', '0000177', '0100333', '0000366', '0000431', '0000437', '0000579', '0000377', '0009794', '0009794', '0009794', '0004464', '0011355', '0001417', '0000589', '0000568', '0004467', '0004467', '0000196', '0004467', '0000156', '0000164', '0200040', '0001965', '0002216', '0001510', '0001249', '0001263', '0001155', '0003813']"
3409926,"Se ha realizado un estudio EEG en 19 niños (incluyendo hermanos en 3 familias) con características clínicas del síndrome de Angelan. La edad en el momento del primer EEG osciló entre 11 meses y 11 años con la mayoría menores de 5 años. Seis niños no tuvieron antecedentes de convulsiones en el momento del primer EEG. En todos los pacientes se observaron una o más de las siguientes anomalías del EEG: 1. actividades rítmicas persistentes de 4-6/s que alcanzaron más de 200 microV no asociadas a somnolencia. 2. ciclos prolongados de actividad rítmica 2-3/s (200-500 microV) a menudo más prominente anterior, a veces asociado a descargas (complejos Spike/Wave mal definidos). 3. las espigas mezcladas con los componentes 3-4/s suelen ser más de 200 microV principalmente posteriormente y facilitadas, o sólo observadas, con cierre ocular. Dos y a veces tres de estas características del EEG podrían estar presentes en el mismo registro, particularmente a una edad temprana. La aparición de descargas mixtas con componentes lentos en el cierre ocular fue el hallazgo más frecuente observado en algún momento en 17 pacientes (entre 11 meses y más de 12 años). Las características del EEG del síndrome de Angelan parecen ser lo suficientemente características como para ayudar a identificar a los pacientes en edades tempranas antes de que las características clínicas sean obvias y en un momento en que el Consejo genético pueda ser particularmente importante.","['convulsiones', 'Anomalías del EEG.', 'Actividades rítmicas persistentes 4-6/s', 'somnolencia', 'edad joven.', 'jóvenes', 'edad temprana']","['0001250', '0002353', '0010846', '0002329', '0003593', '0003593', '0003593']"
3547011,"El síndrome de carcinoma basocelular nevoide se caracteriza por manifestaciones principales, como la carcinomata de células basales múltiples, los quistes de los maxilares y las anomalías esqueléticas, en particular las costillas. Los hallazgos en 53 pacientes y una revisión de la literatura documentan tanto las manifestaciones principales como las menos conocidas del trastorno. La queratoquiste odontogenic, que suele aparecer durante la adolescencia, tiene una marcada tendencia a recidivar. Además de los tumores cutáneos, los milios, los quistes epidermoides, la chalazia, la comedones y las fosas Palmar y plantar son frecuentes. Los tumores cutáneos, inicialmente considerados independientes de la exposición solar, son más frecuentes en las zonas expuestas al sol y son mucho menos frecuentes y ocurren a una edad mucho más tardía en los negros que en los blancos. Existe cierta evidencia de que la radiación de la piel promueve la aparición de cánceres cutáneos en este trastorno. Los carcinomas nevoide lineales unilaterales de células basales con comedones pueden representar una mutación somática postcigoto. Existe una propensión a otras formas de neoplasia. Los pacientes con este síndrome han tenido meduloblastoma, meningioma, fibroma ovárico, fibrosarcoma ovárico, fibrosarcoma de los maxilares, fibroma cardiaco, rabdomioma fetal y quistes linfáticos o quilosas del mesentery. Además de las modalidades habituales de tratamiento, la inmunoterapia tópica y el 5-Fluorouracilo tópico se han utilizado con éxito. Se han utilizado retinoides sintéticos orales, como el ácido 13-cis-retinoic, para prevenir la aparición de nuevas lesiones y detener el crecimiento de lesiones de mayor edad mediante la inducción de la diferenciación. Las observaciones independientes del aumento de los niveles de prostaglandinas asociados tanto a la expansión queratoquiste odontogenic como a la agresión de los cánceres de células basales merecen una mayor investigación, tanto como un mecanismo celular fundamental como una posible base para el tratamiento (p. ej., con antiprostaglandinas). La clave para el diagnóstico posnatal pre y precoz del trastorno--así como para comprender la anormalidad básica--radica en la genética molecular. Debe prestarse especial atención a la localización del gen mediante el uso de ADN y otros marcadores.","['carcinoma basocelular.', 'carcinomata de células basales.', 'quistes de los maxilares.', 'esquelético--específicamente', 'costillas--anomalías', 'Queratoquiste odontogenic.', 'aparece en la adolescencia', 'adolescencia', 'tumores cutáneos.', 'tumores', 'milia', 'quistes epidermoides.', 'chalazia', 'comedones', 'fosas Palmar y plantar.', 'fosas plantares.', 'fosetas', 'tumores cutáneos.', 'tumores', 'cánceres de piel', 'carcinoma basocelular.', 'comedones', 'mutación somática.', 'Neoplasia', 'meduloblastoma', 'meningioma', 'fibroma ovárico.', 'fibrosarcoma ovárica.', 'fibrosarcoma', 'fibrosarcoma', 'fibrosarcoma de los maxilares.', 'fibroma cardiaco.', 'rabdomioma', 'Queratoquiste odontogenic.', 'agresión', 'cáncer de células basales.']","['0002671', '0002671', '0010603', '0000924', '0000772', '0010603', '0003590', '0011462', '0008069', '0002664', '0001056', '0200040', '0010605', '0000951', '0010610', '0010612', '0004467', '0008069', '0002664', '0008069', '0002671', '0000951', '0001428', '0002664', '0002885', '0002858', '0010618', '0000137', '0100244', '0100244', '0000209', '0010617', '0009730', '0010603', '0000718', '0002671']"
3585943,"Presentamos una niña de 11 años y su hermano de cinco años de edad, ambos con las características típicas del síndrome de Angélica y tres casos aislados. Este informe, junto con una revisión de los informes publicados y el contacto con autores previos, ha revelado un total de 41 sibs de los probandes, aunque sólo se sabe que nueve de ellos han nacido más tarde. Se discute el posible efecto de la restricción voluntaria del tamaño familiar después del nacimiento de un niño afectado en relación con la posibilidad de herencia autosómica recesiva, pero un riesgo de recidiva del 5% es adecuado para su uso en la clínica genética.","['casos aislados.', 'herencia autosómica recesiva.', 'autosómica recesiva.']","['0001420', '0000007', '0000007']"
3674117,"Las deleciones, las duplicaciones y los reordenamientos del brazo largo del cromosoma 15 se asocian con frecuencia al diagnóstico clínico del síndrome de Prader-Willi. Sin embargo, otras entidades clínicas también se han asociado con defectos citogenéticos similares, si no idénticos, argumentando la heterogeneidad clínica asociada a anomalías en esta región del cromosoma 15. Presentamos 3 pacientes que parecen tener deleciones en 15q11-15q12, como se describe en muchos pacientes con síndrome de Prader-Willi; sin embargo, ninguno de estos pacientes tiene rasgos clínicos clásicos del síndrome de Prader-Willi. El primer paciente es un niño con síndrome de Williams, el segundo, el síndrome de Angelus (Happy títere), y el tercero es un niño con hipotonía de la infancia, obesidad y retraso del desarrollo, pero que no cumple criterios diagnósticos específicos para el síndrome de Prader-Willi. Se propone que diferentes anomalías moleculares que involucran puntos o segmentos específicos a lo largo del brazo largo del cromosoma 15 pueden explicar la diversidad clínica observada entre estos y otros pacientes.","['heterogeneidad clínica.', 'heterogeneidad', 'hipotonía de la infancia.', 'hipotonía', 'infancia', 'obesidad', 'retraso del desarrollo']","['0003812', '0001425', '0001319', '0001252', '0003576', '0001513', '0001263']"
3688021,"Dos mujeres no relacionadas, de 15 y 5 años de edad, respectivamente, fueron estudiadas citogenéticamente por retraso mental severo, convulsiones e incoordinación de ataxia-like. En ambos pacientes se encontró una deleción similar del brazo largo proximal del cromosoma 15. La re-evaluación no muestra apetito voraz ni obesidad; tamaño normal de manos y pies, mínima a no hipotonía por historia o exploración y rasgos faciales no típicos del síndrome de Prader-Willi. Sin embargo, la apariencia facial de las chicas fue similar entre sí con hipertelorismo leve. La similitud de estas chicas y la disimilitud con el síndrome de Prader-Willi sugieren un síndrome diferente, tal vez el resultado de la deleción de un segmento diferente de 15q. Los hallazgos de los movimientos atáxica, frecuentes, no provocados y prolongados de la risa y la apariencia facial son más compatibles con el diagnóstico del síndrome de Angelus.","['retraso mental severo.', 'retraso mental.', 'convulsiones', 'ataxia', 'coordinación', 'apetito voraz.', 'obesidad', 'hipotonía', 'aspecto facial.', 'hipertelorismo', 'atáxica', 'movimientos atáxica-like.', 'episodios frecuentes, no provocados y prolongados de la risa.', 'risa', 'aspecto facial.']","['0002187', '0001249', '0001250', '0001251', '0002311', '0002591', '0001513', '0001252', '0001999', '0000316', '0001251', '0001251', '0000749', '0000748', '0001999']"
3740720,"La displasia síndrome-oto-renal, a menudo denominada síndrome de BOR, en su expresión completa consiste en la pérdida auditiva de tipo conductivo, neurosensorial o mixto; fosas preauriculares; deformidad auricular; senos laterales cervicales, quistes o fístulas; y malformaciones renales. La afección se hereda en un modo autosómica dominante. Se describen los hallazgos en tres familias afectadas, y se discuten aspectos genéticos y clínicos pertinentes. La gravedad potencial de las malformaciones renales y auditivas enfatiza la importancia del reconocimiento precoz de este síndrome.","['displasia renal.', 'hipoacusia', 'hipoacusia de conductores', 'pérdida auditiva de tipo conductivo, neurosensorial o mixto.', 'hipoacusia de conductores, neurosensoriales', 'fosas preauriculares.', 'fosetas', 'senos laterales cervicales.', 'fístulas', 'malformaciones renales.', 'autosómica dominante.', 'dominante', 'milie']","['0000110', '0000365', '0000405', '0000410', '0000407', '0004467', '0004467', '0000077', '0009794', '0000792', '0000006', '0000006', '0001056']"
3799714,"La familia en la que se basa este informe es de interés porque contiene individuos con el síndrome de síndrome-oto-renal (BOR) que presentan hipoplasia renal o malformaciones del riñón o sistema de recogida, incluida la duplicación; sólo anomalías branquiales y del oído; y aparente no penetrabilidad del síndrome. Este informe aporta evidencias que apoyan la hipótesis de que en algunas familias la expresividad variable incluye la duplicación del sistema de recogida urinaria en individuos con otras manifestaciones del síndrome de BOR, así como individuos con anomalías branquiales y del oído que tienen riñones aparentemente normales.","['hipoplasia renal.', 'malformaciones del riñón o sistema de recogida.', 'malformaciones del riñón o sistema de recogida incluyendo duplicación.', 'malformaciones renales.', 'branchial', 'anomalías del oído.', 'no penetrancia.', 'variable', 'expresividad variable.', 'duplicación del sistema de recogida urinaria.', 'anomalías branquiales y del oído.', 'anomalías del oído.']","['0000089', '0004742', '0000081', '0000792', '0009794', '0000598', '0003829', '0003813', '0003828', '0000081', '0009794', '0000598']"
391043,"La talla corta puede ser un componente del síndrome de brachydactyly C. Se presenta una familia en la que el proposición tiene brachydactyly C, talla baja y displasia de cadera.","['Estatura corta.', 'brachydactyly C', 'brachydactyly', 'brachydactyly C', 'brachydactyly', 'estatura corta.', 'displasia de cadera.']","['0004322', '0009373', '0001156', '0009373', '0001156', '0004322', '0001385']"
3943073,"Seis pacientes con características típicas del síndrome del nevo basocelular múltiple fueron estudiados de forma citogenética, utilizando las bandas G de Prometafase y la banda C. Tres pacientes eran de una familia y los otros eran casos esporádicos. No se identificó ningún marcador citogenético de la enfermedad mediante estas técnicas.","['síndrome del nevo basocelular.', 'Nevus basocelular.', 'esporádicos', 'casos esporádicos.']","['0002671', '0002671', '0003745', '0003745']"
4006277,"El síndrome de síndrome-oto-renal (BOR) es un complejo evolutivo que se presenta con diversas combinaciones de fosas auriculares, quistes branquiales de hendidura, sordera y anomalías renales, que se hereda como rasgo autosómica dominante. En este artículo se describe a un padre y a 2 niños con síndrome de BOR en los que también se observó lacrimation gustativa (GL) en 2 de ellos. Se considera que el GL es un tipo raro, no hereditario, de inervación del órgano de extremo craneal. Dado que la estenosis lagrimal, que puede simular clínicamente la GL, también es una característica del síndrome de BOR, los informes futuros requieren pruebas de reflejo lagrimal y de permeabilidad del tubo para definir esta variación en el fenotipo de BOR.","['fosas auditivas', 'fosetas', 'branchial', 'quistes branquiales de hendidura.', 'hendidura branquial.', 'sordera', 'anomalías renales.', 'autosómica dominante.', 'rasgo autosómica dominante.', 'dominante', 'rasgo dominante.', 'lacrimation gustativa.', 'inervación del órgano extremo craneal.', 'estenosis lagrimal.']","['0004467', '0004467', '0009794', '0009796', '0009794', '0000404', '0000077', '0000006', '0000006', '0000006', '0000006', '0100274', '0001291', '0007925']"
509397,"Hemos revisado una serie de 36 pacientes con el síndrome del nevo basocelular atendidos en el Roswell Park Memorial Institute entre 1950 y 1978. Entre estos pacientes se produjo una serie de complicaciones desastrosas. Se trata de una epitelioma de células basales no controlada de la cara que produce una muerte por invasión cerebral directa a través de la órbita, una parálisis del nervio facial, dos enucleaciones oculares bilaterales y dos unilateral, y varias mutilaciones faciales graves en pacientes jóvenes. Hubo tres pacientes que desarrollaron bradicardia grave e hipotensión durante la inducción de anestesia general requirieron el aplazamiento de la operación prevista, y un paciente con hemiparesis congénito que en la investigación se encontró que tenía una arteria carótida interna ausente. Se presenta una revisión del complejo de síndrome con un plan de reconocimiento y manejo.","['Nevus basocelular.', 'epitelioma basocelular.', 'epitelioma de células basales de la cara.', 'parálisis del nervio facial.', 'enucleaciones oculares.', 'mutilaciones faciales.', 'jóvenes', 'pacientes jóvenes', 'bradicardia', 'hipotensión', 'hemiparesis congénito.', 'hemiparesis', 'arteria carótida interna ausente.']","['0002671', '0002671', '0000271', '0002008', '0000478', '0000271', '0003593', '0003593', '0001662', '0002615', '0001269', '0001269', '0005290']"
6261046,"Niña de 17 años de edad que presenta una silueta cardíaca agrandada en la radiografía torácica rutinaria. Tras la evaluación clínica, la ecocardiografía y la pericardiocentesis no lograron un diagnóstico, la toracotomía exploratoria y la biopsia revelaron un fibroma ventricular izquierdo no resecable. El tumor siguió ampliándose y comenzó a causar arritmias ventriculares. Por lo tanto, se le realizó un trasplante cardiaco 2 años después del diagnóstico inicial. Actualmente vive bien 18 meses después del trasplante.","['silueta cardiaca agrandada.', 'fibroma ventricular izquierdo.', 'tumor', 'arritmia ventricular.']","['0001627', '0010617', '0002664', '0004308']"
6631421,"Una niña de 12 años, remitida a nuestro medio para la obesidad, y cadera-epifisiólisis, presentaba signos de retraso mental y anquilosis bilateral del pulgar. El hecho de que la madre también estuviera afectada por ambos signos, llevó a una investigación genética más detallada. Este último reveló que no sólo la hija, la madre, sino también su propia madre y puede ser, la hermana, la gran madre y la tía abuela del paciente presentaron un retraso, una ligera Dismorphia, un braquidactilia tipo A, signos de obesidad y una anquilosis idéntica de ambos pulgares. Esta herencia vertical, que afecta aparentemente a las mujeres, pero no se asocia a una alta tasa de abortos, parece que nunca se ha notificado. Las características de esta familia están siendo consideradas y discutidas.","['jóvenes', 'obesidad', 'cadera-epifisiólisis.', 'retraso mental.', 'anquilosis del pulgar.', 'retraso', 'Dismorphia leve.', 'braquidactilia tipo A,', 'obesidad', 'anquilosis de ambos pulgares.']","['0003593', '0001513', '0006461', '0001249', '0001172', '0001249', '0004675', '0009370', '0001513', '0001172']"
6741990,"Se presenta el caso de un niño con sordera neurosensorial, ano imperforado con fístula rectovaginal, pulgar hipoplastico y defecto cardiaco congénito. Este patrón de anomalías congénitas es similar al descrito en pacientes con síndrome de Townes-Brock, aunque el paciente presente tiene características que no han sido descritas previamente en este síndrome. Se propone que el espectro clínico del síndrome de Townes-Brock debe ser extendido para incluir defectos cardíacos congénitos, cambios auriculares diferentes a los descritos previamente y anomalías de otros órganos internos. El síndrome es un rasgo autosómica dominante. El presente caso puede representar una mutación de novo.","['sordera neurosensorial.', 'sordera', 'ano imperforado.', 'fístula rectovaginal.', 'pulgar hipoplastico.', 'defecto cardíaco congénito.', 'defecto cardíaco congénito.', 'cambios auriculares.', 'anomalías de otros órganos internos.', 'autosómica dominante.', 'rasgo autosómica dominante.', 'rasgo dominante.', 'dominante', 'de Novo', 'mutación de novo.']","['0000407', '0000404', '0002023', '0000143', '0009778', '0002564', '0002564', '0000383', '0000118', '0000006', '0000006', '0000006', '0000006', '0003745', '0003745']"
6823972,"No se observó diferencia en la supervivencia entre las células cultivadas del síndrome del nevo basocelular (SNBC) y los controles normales tras la exposición de fibroblastos a la radiación ionizante. La posible reparación del daño letal en las células SNBC, medida mediante la celebración de experimentos, tampoco fue diferente de la normalidad. Se encontró que los linfocitos irradiados por G0 de pacientes SNBC tenían un nivel significativamente más alto de aberraciones cromosómicas inducidas por rayos X en comparación con los normales. Sin embargo, este aumento es pequeño y, en conjunto con los datos de supervivencia, sugiere que el aumento de la matanza celular como medida de la inusual radiosensibilidad clínica no es el principal efecto del gen SNBC.",['nevo basocelular.'],['0002671']
6829601,"Dos niños no emparentados (un varón, la otra mujer) presentaron anomalías craneofaciales inusuales que consistieron en hendiduras branquiales hemangiomatous, pseudoclefts labial y aspecto facial inusual idéntico. Uno también tenía microphthalmia unilateral y ambos tenían obstrucción congénita del canal conducto nasolagrimal. También se identificaron dos casos esporádicos similares a los de la literatura. Estos cuatro casos constituyen la base de un nuevo patrón de malformación, claramente reconocible.","['anomalías craneofaciales inusuales.', 'anomalías craneofaciales.', 'hendiduras branquiales hemangiomatous.', 'branchial', 'hendiduras branquiales.', 'hendiduras', 'pseudoclefts labial.', 'aspecto facial inusual.', 'aspecto facial.', 'microphthalmia', 'obstrucción del tubo conducto nasolagrimal.', 'esporádicos', 'casos esporádicos.']","['0002004', '0002260', '0009794', '0009794', '0009794', '0009794', '0000159', '0002004', '0001999', '0000568', '0000579', '0003745', '0003745']"
6846397,Presentamos el caso de un varón que presentaba el síndrome de síndrome-oto-renal (BOR) con Ectopia renal cruzada. Sus tres hijos nacieron con agenesia renal bilateral y el llamado síndrome de Potter. Este caso ilustra la gravedad potencial de las anomalías renales en el síndrome de BOR y la inadecuación de la oligohidramnios y la alfa-fetoproteína sérica materna como métodos de cribado de la agenesia renal. Este caso también implica fuertemente la necesidad de una búsqueda meticulosa de anomalías renales en individuos con el síndrome de BOR y un Consejo adecuado sobre la posibilidad de agenesia renal bilateral letal.,"['Ectopia renal.', 'agenesia renal bilateral.', 'agenesia renal.', 'Síndrome de Potter.', 'anomalías renales.', 'oligohidramnios', 'agenesia renal.', 'anomalías renales.', 'agenesia renal bilateral.', 'agenesia renal.']","['0000086', '0010958', '0000104', '0002009', '0000077', '0001562', '0000104', '0000077', '0010958', '0000104']"
6882181,"Presentamos a 9 sujetos de 2 familias con el síndrome de Gigantismo cerebral, siete de los pacientes también presentaron síndrome de naevoid de células basales de quiste mandibular. Se describen las características neurológicas, radiológicas, somáticas y bioquímicas de esta asociación no declarada hasta el presente. Los síntomas neurológicos incluyeron hidrocefalia leve, malformación ventricular, síndrome cerebeloso, calcificación intracraneal, alteraciones oculomotoras, alteraciones del EEG y raramente alteraciones nerviosas periféricas leves. Una alteración del metabolismo del calcio parece ser una característica prominente del síndrome no progresivo genéticamente determinado.","['Gigantismo cerebral.', 'quiste mandibular.', 'naevoid basocelular.', 'hidrocefalia', 'malformación ventricular.', 'síndrome cerebeloso.', 'calcificación intracraneal.', 'alteraciones oculomotoras.', 'Anomalías del EEG.', 'trastornos nerviosos periféricos', 'metabolismo del calcio.', 'sociación']","['0002060', '0010603', '0002671', '0000238', '0002118', '0001317', '0002514', '0006860', '0002353', '0000759', '0004363', '0003680']"
6928117,"Se presenta una familia con el síndrome de poplítea pterigión. El padre nació con hendidura del paladar y fosas inferiores del labio. Dos de las tres crías mostraban una afectación extensa del paladar, las encías y los labios con una afectación mínima de los miembros inferiores, genitales y clavos.","['Pterigión poplítea.', 'hendidura del paladar.', 'fosas de los labios inferiores', 'fosas labiales', 'fosetas', 'afectación del paladar, las encías y los labios.', 'implicación del paladar.', 'implicación de los miembros inferiores.', 'implicación de los miembros inferiores, genitales y uñas.', 'implicación de los miembros inferiores, genitales.']","['0009756', '0000175', '0000196', '0000196', '0004467', '0000159', '0000174', '0002814', '0001597', '0000078']"
6964893,"Se presentan varios pedigríes con 19 nuevos casos de síndrome de earpits-sordera (McK + 12510) [28]. Se mencionan los hallazgos clínicos obtenidos en los estudios audiométricos y vestibulares, los estudios de función renal y de configuración y los estudios de politomografía del laberinto, y se discuten los resultados de los tympanotomies exploratorios. Se revisa la bibliografía y se presentan las características encontradas en 138 casos y en nuestros 19 casos. El síndrome de earpits-sordera es un trastorno autosómica dominante en el que los individuos afectados pueden tener hipoacusia neurosensorial, conductora o mixta, fosas preauriculares, defectos estructurales del oído externo, medio e interno, estenosis del conducto lagrimal, fístulas branquiales o quistes del segundo arco branquial, y anomalías renales que van desde hipoplasia leve hasta ausencia completa. No todas las características del síndrome se expresan en todos los portadores del gen. Las fosas, hendiduras branquiales y hipoacusia se expresan con frecuencia. La incidencia de malformaciones renales es mayor, como se ha mencionado anteriormente en la bibliografía. Se discuten los malos resultados de la tympanotomies exploratoria. En base a las observaciones personales, así como a la vista de los datos de la bibliografía, se mantiene que el síndrome de BOR (síndrome-oto-renal) [12, 30-32] y el síndrome de BO (displasia de síndrome-Oto) son de hecho el mismo afecto. También se mantiene que no se pueden distinguir síndromes separados en función del tipo de hipoacusia. El conocimiento actual del síndrome se resume en términos de la información disponible para el Consejo genético.","['earpits', 'sordera', 'earpits', 'sordera', 'autosómica dominante.', 'trastorno autosómico dominante.', 'dominante', 'hipoacusia neurosensorial, conductora o mixta.', 'hipoacusia conductora o mixta', 'hipoacusia mixta', 'hipoacusia', 'fosas preauriculares.', 'fosetas', 'defectos del oído exterior, medio e interno.', 'estenosis del tubo lagrimal.', 'branchial', 'fístulas branquiales.', 'fístulas branquiales o quistes.', 'fístulas', 'branchial', 'anomalías renales.', 'Fosetas', 'hendiduras branquiales.', 'branchial', 'hendiduras', 'hipoacusia', 'malformación renal.', 'displasia renal.', 'hipoacusia']","['0004467', '0000404', '0004467', '0000404', '0000006', '0000006', '0000006', '0000407', '0000405', '0000410', '0000365', '0004467', '0004467', '0000359', '0007925', '0009794', '0009795', '0009796', '0009794', '0009794', '0000077', '0004467', '0009794', '0009794', '0009794', '0000365', '0000792', '0000110', '0000365']"
6973119,"Se describen los resultados de un estudio sistemático de los aspectos otológica en 13 casos de síndrome de earpit-sordera. Se discuten los hallazgos audiométricos, radiológicos y vestibulares, así como los resultados de la tympanotomies exploratoria con y sin estapedectomías, junto con los resultados publicados en la bibliografía. No se proporciona una explicación convincente de los malos resultados de la tympanotomies exploratoria en casos con hipoacusia mixta. Si la hipoacusia se limita a la conducción y anquilosis del del estribo o se sospecha una desconexión de la cadena osicular, se puede esperar que la tympanotomy exploratoria sea exitosa.","['earpit', 'sordera', 'hipoacusia mixta', 'hipoacusia', 'hipoacusia', 'conducción', 'anquilosis del del estribo.', 'desconexión de la cadena osicular.']","['0004467', '0000404', '0000410', '0000365', '0000365', '0000405', '0000381', '0004452']"
