,file,text,HPO_symptoms,HPO_code
89,2164325,"This work presents a family with pterygium popliteal syndrome (PPS), which was determined through an infant with most of the main signs of the syndrome. The mother, who had a syndactyly repaired cleft palate and toe, had been aware that her syndactyly was familiar, but her disregard for the birth of a child with PPS sparked interest and a subsequent review of the differnetial diagnosis and Variable expression of the clinical manifestations of this syndrome. After the review, some previous cases reported as PPS were excluded, and certain determination and reporting biases that could affect this analysis were considered.","['popliteal pterygium.', 'pterygium', 'cleft palate.', 'Toe syndactyly', 'syndactyly', 'syndactyly', 'variable', 'variable expression.']","['0009756', '0001059', '0000175', '0001770', '0001159', '0001159', '0003813', '0003828']"
90,2282716,"The clinical and genetic data of 10 patients with neurofibromatosis 2 (NF-2) are presented. Interestingly, no family history of neurofibromatosis was detected in any of them, indicating that they are sporadic cases of NF-2, probably due to a new mutational event. According to our own results and the data published in the literature, sporadic cases of NF-2 are clinically characterized by a high incidence of multiple meningiomas and spinal tumors in addition to the bilateral appearance of acoustic neurinomas. The clinical heterogeneity of NF-2 is noted and the possible existence of different forms of this disease is discussed.","['neurofibromatosis',' neurofibromatosis', 'sporadic', 'sporadic cases.', 'sporadic cases.', 'sporadic', 'meningiomas',' spinal tumors. ',' tumors', 'bilateral occurrence of acoustic neurinomas. ',' acoustic neurinomas. ',' neurinomas', 'clinical heterogeneity.', 'heterogeneity']","['0006746', '0006746', '0003745', '0003745', '0003745', '0003745', '0002858', '0010302', '0002664', '0009589', '0009588', '0009588', '0003812', '0001425']"
91,2309778,"Six patients, including two brothers, with Angelica syndrome (AS; three women and three men, 11 to 18 years old) were studied cytogenetically. Molecular analysis was also performed. Using the high-resolution banding technique, a microdeletion was detected in the proximal region of chromosome 15q in four cases. The removed segment was heterogeneous among these patients, and the common removed region appeared to be 15q 11.2. Four patients with 15q removed were all sporadic cases, while in SIB cases no visible deletion could be detected in the long arm of chromosome 15. However, there were no clinical differences between sporadic cases and SIB cases. Densitometry analysis of the southern hybridization autoradiographs bands using two DNA segments, pML34 and pTD3-21, as probes, showed that two patients only had one copy for each of the probes. In the remaining four patients, including the sibs, two copies of each sequence were collected. The probes used detect a molecular deletion in most patients with Prader-Willi syndrome. Therefore, the causative segment is located adjacent to the critical segment of Prader-Willi syndrome. There appears to be heterogeneity for molecular deletion in individuals.","['sporadic', 'sporadic cases.', 'sporadic', 'sporadic cases.', 'heterogeneity']","['0003745', '0003745', '0003745', '0003745', '0001425']"
92,2354548,A father and son are described with an autosomal dominant branchial cleft syndrome that resembles both oto-renal syndrome and oculo-facial syndrome. Both syndromes can represent variant expressions of the same autosomal dominant gene.,"['autosomal dominant.', 'dominant', 'branchial', 'branchial cleft.', 'autosomal dominant.', 'dominant']","['0000006', '0000006', '0009794', '0009794', '0000006', '0000006']"
93,2466440,"Thirty-six children with typical characteristics of Angel syndrome, including global developmental delay, ataxia, paroxysmal laugh episodes, seizures, and microcephaly, were studied. The series included three phratries of three affected sisters, two affected brothers, and two affected sisters, respectively. The facial appearance is characterized by a prominent jaw, a wide mouth and a pointed chin. The push of the tongue is frequent. Movement disorder consists of a wide ataxic gait, with frequent jerking movements of the extremities and flapping of the hands. The tone is variable in the extremities with normal reflexes, and the plantar responses are usually flexor. The syndrome is being diagnosed more frequently and attention is paid to its diagnostic aspects.","['global developmental delay', 'developmental delay', 'ataxia', 'episodes of paroxysmal laughter.', 'paroxysmal laughter.', 'laughter', 'seizures', 'microcephaly', 'facial appearance.', 'prominent jaw.', 'wide mouth', 'pointed chin.', 'tongue thrust.', 'movement disorders',' ataxic gait with wide base ',' ataxic ',' ataxic gait. ',' movements spasmodic extremities', 'hand flapping', 'variable']","['0001263', '0001263', '0001251', '0000749', '0000749', '0000748', '0001250', '0000252', '0001999', '0002051', '0000154', '0000307', '0000182', '0100022', '0002136', '0001251', '0002066', '0002276', '0100023', '0003813']"
94,263442,"A pedigree of oto-renal dysplasia (BOR syndrome) is reported, including documentation by serial audiometric studies of the onset and rapid progression of hearing loss in the twin sister of an affected child. The literature on this syndrome is analyzed to obtain some figures for use in the genetic counseling of these families. Oto-renal syndrome dysplasia is an autosomal dominant disorder in which affected individuals may have preauricular fossae, lacrimal duct stenosis, hearing loss, branchial fistulas or cysts, structural defects of the outer, middle, and inner ear, and renal abnormalities, which They can range from mild hypoplasia to complete absence. Not all features of the syndrome are expressed in all gene carriers, but few carriers lack all features, and fossae, branchial clefts, and hearing loss are frequently expressed. The descendants of affected people who have fossae or fistulas are likely (about 80%) to have hearing loss of varying degrees of severity. A minority of heterozygotes (about 7%) can have hearing loss without pits or fistulas. The risk of severe kidney malformation is probably quite low. It is not yet clear whether families with dominant inheritance of pits, clefts, and deafness without kidney abnormalities represent variants of BOR syndrome or a separate entity (BO syndrome). Currently, any individual with preauricular fossae and branchial clefts deserves both otologic and renal investigation.","['renal dysplasia.', 'rapid progression.', 'hearing loss',' renal dysplasia. ',' autosomal dominant. ',' autosomal dominant disorder. ',' preauricular fossae. ',' pits', 'canal stenosis lacrimal. ',' hearing loss ',' branchial fistulas or cysts. ',' branchial ',' branchial fistulas. ',' structural defects of the external, middle and internal ear. ',' renal abnormalities. ',' pits ',' branchial ',' branchial clefts. ',' hearing loss ',' pits ',' fistulas ',' hearing loss ',' hearing loss ',' pits ',' kidney malformation. ',' dominant inheritance. ',' pits ',' clefts', 'deafness',' renal abnormalities. ',' preauricular fossae. ',' pits', 'branchial clefts.', 'branchial', 'otological', 'renal investigation.']","['0000110', '0003678', '0000365', '0000110', '0000006', '0000006', '0004467', '0004467', '0007925', '0000365', '0009796', '0009794', '0009795', '0000598', '0000077', '0004467', '0009794', '0009794', '0000365', '0004467', '0009794', '0000365', '0000365', '0004467', '0000792', '0000006', '0004467', '0009794', '0000404', '0000077', '0004467', '0004467', '0009794', '0009794', '0000598', '0000077']"
95,2667456,"The authors report a new case of Townes-Brock syndrome with heart defect, ossicular abnormalities, and dominant transmission. The intrafamilial variability of the phenotype and the difficulty of diagnosis in isolated cases are highlighted.","['heart defect.', 'ossicular abnormalities.', 'dominant transmission.', 'dominant', 'intrafamilial variability.', 'intrafamilial variability of the phenotype.', 'variability', 'isolated cases.']","['0001627', '0001759', '0000006', '0000006', '0003822', '0003822', '0003812', '0001420']"
96,2705922,"This study of 47 patients from 11 families with neurofibromatosis type 2 (NF 2) confirms our previously reported association between posterior capsular cataract and NF 2. A highly significant statistical association was found between the presence of opacity of the posterior capsular lens and the presence of NF 2, determined by magnetic resonance imaging or pathological diagnosis. This association was not present in other types of lens opacity that could be the result of age-related or nonspecific changes. When considering the diagnosis of NF 2, this finding now makes the use of a careful delayed biomicroscopic study of the lens essential to evaluate individuals known, suspected or at risk of this associated potentially early manifestation.","['neurofibromatosis', 'posterior capsular cataract.', 'capsular cataract.', 'cataract', 'posterior capsular lens opacity.', 'lens opacity', 'lens opacity', 'associated early manifestation.' ]","['0006746', '0100020', '0100017', '0000518', '0007787', '0000518', '0000518', '0003593']"
97,2729353,"We present the case of a 4-year-old girl with Angelica syndrome who has an apparent de-novo of (15) (q11q13) originating from a maternal chromosome. Her mother had severe brachycephaly, sensorineural hearing loss, speech impairment, and mild ataxia. COMPUTERIZED CAT scans showed an enlarged foramen magnum in the mother and daughter, but MRI showed no brain stem abnormality in either. This family demonstrates that some cases of Angelica syndrome can be transmitted dominantly with variable expression and associated with an abnormal or apparently normal cytogenetic chromosome 15.","['brachycephaly', 'sensorineural hearing loss.', 'hearing loss', 'speech impairment', 'mild ataxia.', 'ataxia', 'enlarged foramen magnum', 'brain stem abnormality.', 'dominant transmission.' , 'variable expression.', 'variable']","['0000248', '0000407', '0000365', '0002167', '0001251', '0001251', '0002700', '0002363', '0000006', '0003828', '0003813']"
98,2888021,"Bilateral acoustic neurofibromatosis (BANF) is a severe autosomal dominant disorder that involves the development of multiple tumors of the nervous system, including meningiomas, gliomas, neurofibromas, and particularly bilateral acoustic neuromas. We have used genetic linkage analysis with DNA markers to establish that the defective gene that causes BANF is on chromosome 22, and is therefore distinct from the gene in the form of von Recklinghausen neurofibromatosis, which is assigned to chromosome 17. Linked DNA markers will be especially valuable in BANF, facilitating early detection of tumors and thus enabling more effective surgical intervention. In view of the gene loss described on chromosome 22 in meningiomas and acoustic neuromas, the genetic location of the primary BANF defect strongly supports the concept that the disease locus encodes a tumor suppressor gene. The isolation of this gene should provide information on the pathogenesis of acoustic neuromas and other tumors of the nervous system, as well as on the control of the proliferation and differentiation of cells of the neural crest.","['Bilateral acoustic neurofibromatosis.', 'Neurofibromatosis',' BANF ',' autosomal dominant disorder. ',' Autosomal dominant. ',' Dominant ',' tumors', 'tumors of the nervous system.', 'Meningiomas',' gliomas ',' neurofibromas ',' bilateral acoustic neuromas. ',' acoustic neuromas. ',' neurofibromatosis ',' tumors ',' meningiomas ',' acoustic neuromas. ',' tumor ',' acoustic neuromas. ',' tumors of the nervous system. ',' tumors']","['0009589', '0006746', '0009589', '0000006', '0000006', '0000006', '0002664', '0004375', '0002858', '0009733', '0001067', '0009589', '0009588', '0006746', '0002664', '0002858', '0009588', '0002664', '0009588', '0004375', '0002664']"
99,2893543,"A woman with cystic fibrosis and short stature was investigated for molecular or cytogenetic abnormalities that could explain the combined phenotype. Analysis with polymorphic DNA markers indicated that the father did not contribute alleles to the proposition for markers close to the CF locus or for centromeric markers on chromosome 7. The high-resolution cytogenetic analysis was normal, and the result could not be explained based on non-paternity or a submicroscopic deletion. All the data indicates that the proposition inherited two identical copies of the maternal sequences for most or all of chromosome 7. The appearance of uniparental uniparental could be explained by models postulating postfertilization error, gamete complementation, monosomic conception with subsequent chromosomal gain or conception of trisomy followed by chromosomal loss. Uniparental uniparental in an individual with a normal chromosomal analysis is a new mechanism for the appearance of human genetic disease.",['short stature.'],['0004322']
100,2918545,"Heredity of Angel syndrome, a disorder characterized by mental retardation, epilepsy, ataxia, and happy disposition, is discussed because affected sibs occur less frequently than expected with autosomal recessive inheritance. Following the discovery of two unrelated patients with a small deletion of the long proximal arm of chromosome 15, 10 additional patients with Angelica syndrome were reevaluated. Five had apparently normal karyotypes, four had a deletion within 15q11-13, and one had a pericentric inversion, inv (15) (p11q13) that affected the same chromosomal region. In the latter case, the healthy mother had the same pericentric inversion, indicating that the patient also had a submicroscopic mutation on his other chromosome 15. These data map Angélica's locus to 15q11-13 and suggest that visible de novo deletions (associated with a low risk of recurrence) and autosomal recessive hereditary cases combine to give an overall risk of recurrence of IBS of less than 25%.","['mental retardation.', 'retardation', 'epilepsy', 'ataxia', 'happy disposition.', 'autosomal recessive inheritance.', 'autosomal recessive.', 'de Novo', 'autosomal recessive.']","['0001249', '0001249', '0001250', '0001251', '0100024', '0000007', '0000007', '0003745', '0000007']"
101,292745,"This work is based on our experience with Gorlin-Goltz syndrome and on data from 14 patients from the Nordwestdeutsche Kieferklinik in whom this disorder was detected, treated and followed. A clinical concept has been produced, with a diagnostic checklist that includes routine genetic and dermatological work, as well as a radiological survey of the jaws and skeleton. When multiple basal cell carcinomas and typical mandibular lesions are observed in one patient, diagnosis is easy. A minimal diagnostic criterion is the combination of skin tumors or multiple odontogenic keratocysts plus a positive family history for this disorder, bifid ribs, lamellar calcification of the cerebri sickle or any of the skeletal abnormalities typical of this syndrome. All those in whom this disorder is diagnosed or suspected should be followed for the rest of their lives. The family should be screened and genetic counseling should be offered.","['basal cell carcinomas.', 'mandibular lesions.', 'skin tumors.', 'tumors', 'odontogenic keratocysts.', 'bifid ribs.', 'calcification of the cerebri sickle.', 'skeletal abnormalities.']","['0002671', '0000209', '0008069', '0002664', '0010603', '0000892', '0005462', '0000924']"
102,3063533,"We present seven children with Angelica syndrome who presented with psychomotor retardation during the first year of life. The seizures developed in six patients, and computed tomography (CT) revealed diffuse brain atrophy in five patients. We conclude that diagnosis is difficult in the first years of life. A review of the literature is performed.","['psychomotor retardation.', 'retardation', 'during the first year of life.', 'Seizures', 'diffuse brain atrophy.']","['0001255', '0001249', '0003576', '0001250', '0002283']"
103,3092103,"The application of recombinant DNA techniques has identified two fundamental mechanisms of tumorigenesis in man. The first involves a qualitative or quantitative change in an oncogene (see Ref. 1 for review). In the second, discovered in embryonal tumors, a primary mutation occurs that is recessive at the cellular level to the normal allele. The growth of a tumor occurs only after a secondary change, such as chromosomal loss or mitotic recombination, eliminates the normal allele, thereby unmasking the altered allele. Because its effect is recessive, the primary mutation can also occur and be transmitted in the germinal tract, resulting in a familiar pattern for the disease. In familial cases, independent bilateral tumors are common, since tumors result from a single event - loss of normal genes - that can occur in any cell. This is in contrast to unfamiliar (sporadic) cases in which solitary tumors result from the infrequent occurrence of two rare events within the same cell. Using a molecular genetic approach, we have shown that acoustic neuroma, one of the most common tumors of the human nervous system, is specifically associated with the loss of genes on human chromosome 22 and may be a consequence of the mechanism of tumorigenesis discovered in embryonic tumors. This finding could provide a clue to the chromosomal location of the defective gene in bilateral acoustic neurofibromatosis, an autosomal dominant disorder with the hallmark of bilateral acoustic neuromas. In view of the frequent occurrence of meningiomas in patients with bilateral acoustic neurofibromatosis and the Association of meningioma with loss of chromosome 22 previously described in cytogenetic studies, we suggest that a common event underlies tumorigenesis in acoustic neuroma and meningioma.","['tumors', 'tumors', 'tumors', 'sporadic', 'tumors', 'acoustic neuroma.', 'tumors of the human nervous system.', 'tumors', 'tumors', 'bilateral acoustic neurofibromatosis.' , 'neurofibromatosis', 'autosomal dominant disorder.', 'autosomal dominant.', 'dominant', 'bilateral acoustic neuromas.', 'acoustic neuromas.', 'meningiomas', 'bilateral acoustic neurofibromatosis.', 'neurofibromatosis', 'meningioma', 'acoustic neuroma.', 'meningioma']","['0002664', '0002664', '0002664', '0003745', '0002664', '0009588', '0004375', '0002664', '0002664', '0009589', '0006746', '0000006', '0000006', '0000006', '0009589', '0009588', '0002858', '0009589', '0006746', '0002858', '0009588', '0002858']"
104,3098672,"Cell cultures of peripheral neurofibromas from three patients with sporadic peripheral neurofibromatosis (NF) were cytogenetically analyzed at early in vitro steps. NF cultures showed a 6.7 times higher frequency of aneuploid mitoses, including pseudodiploids, than control cultures derived from the skin of three healthy donors. The predominant numerical abnormality was monosomy 22. Several unidentified marker chromosomes were produced in the NF cultures, which also showed a much higher level of unstable chromosomal abnormalities. The role of monosomy 22 in the tumorigenesis of meningiomas and neurofibromas is discussed.","['neurofibromas', 'sporadic', 'neurofibromatosis', 'meningiomas', 'neurofibromas']","['0001067', '0003745', '0006746', '0002858', '0001067']"
105,3100017,"In-situ hybridization with c-sis probe was performed on peripheral lymphocytes of a male with neurofibromatosis and a Ring 22 chromosome. Hybridization was observed in both normal # 22 and ring 22, indicating that the patient is not constitutionally hemizygous for the c-sis. The implications of the Ring 22 Constitution and the phenotype of neurofibromatosis are discussed.","['neurofibromatosis', 'neurofibromatosis']","['0006746', '0006746']"
106,3105060,"Bilateral acoustic neurofibromatosis (BANF) is a genetic defect associated with multiple tumors of neural origin. A specific loss of alleles on chromosome 22 was detected with polymorphic DNA markers in two acoustic neuromas, two neurofibromas, and a meningioma from BANF patients. This indicates a common pathogenic mechanism for all three tumor types. The two neurofibromas were among three taken from the same patient, and both showed loss of identical alleles, demonstrating that the same chromosome was deleted in both tumors. The third neurofibroma in this patient had no detectable loss of heterozygote, suggesting the possibility of a more subtle mutational event affecting chromosome 22. In the two acoustic neuromas, only a portion of chromosome 22 was removed, narrowing the possible chromosomal location. of the gene that causes BANF to the distal region of the D22S9 locus in band 22q11. Identifying progressively smaller deletions on chromosome 22 in these types of tumors can provide a means of cloning and characterizing the defect.","['Bilateral acoustic neurofibromatosis.', 'Neurofibromatosis', 'BANF', 'multiple neural crest tumors.', 'Tumors', 'acoustic neuromas.', 'Neurofibromas', 'meningioma', 'tumor', 'neurofibromas' , 'tumors', 'neurofibroma', 'acoustic neuromas.', 'tumor']","['0009589', '0006746', '0009589', '0004375', '0002664', '0009588', '0001067', '0002858', '0002664', '0001067', '0002664', '0001067', '0009588', '0002664']"
107,3134615,"At least eight provisional categories of neurofibromatosis have been proposed. Among them, neurofibromatosis 1 (von Recklinghausen's disease or peripheral neurofibromatosis) and neurofibromatosis 2 (central or bilateral acoustic neurofibromatosis) have been established as different disorders. Fifteen affected males and 8 affected females of a large kindred with neurofibromatosis 2 were studied. None of the patients met the diagnostic criteria for neurofibromatosis 1. Between 15 and 53 years of age, the patients had multiple tumors of the central nervous system of various types, mainly bilateral acoustic neuromas. Two or more tumors eventually developed in 20 of the patients; 9 had evidence of only bilateral acoustic neuromas. Meningiomas and ependymomas were more frequent among young patients; those that initially presented acoustic neuromas were almost a decade more. Non-tumor intracranial calcifications were present in most of the patients and were also found in children without symptoms. The presence of these lesions is probably a prodromal feature of neurofibromatosis 2. Simultaneous analysis of D22S1 and IGLV DNA markers for consistency with neurofibromatosis 2 indicates that the disease locus is near the center of the long arm of chromosome 22. (22q 11.1 ---- 22q 13.1). The eventual isolation of this disease gene may reveal a cause of the most frequent intracranial tumors in humans.","['neurofibromatosis',' neurofibromatosis', 'neurofibromatosis',' neurofibromatosis', 'bilateral acoustic neurofibromatosis.', 'neurofibromatosis',' neurofibromatosis', 'neurofibromatosis',' tumors of the central nervous system. ',' tumors of the nervous system ',' tumors ',' bilateral acoustic neuromas. ',' acoustic neuromas. ',' tumors ',' tumors ',' bilateral acoustic neuromas. ',' acoustic neuromas. ',' meningiomas ',' ependymomas ',' patients young ',' young ',' acoustic neuromas. ',' Intracranial non-tumor calcifications. ',' neurofibromatosis', 'neurofibromatosis',' intracranial tumors. ',' tumors']","['0006746', '0006746', '0006746', '0006746', '0009589', '0006746', '0006746', '0006746', '0100006', '0004375', '0002664', '0009589', '0009588', '0002664', '0002664', '0009589', '0009588', '0002858', '0002888', '0003593', '0003593', '0009588', '0002514', '0006746', '0006746', '0100006', '0002664']"
108,3180506,"We describe a new family with Townes-Brock syndrome, a dominant inheritance syndrome for anal, urorenal, ear, and limb malformations. The proband shows the full spectrum of abnormalities, including the imperforate anus, the prominent perineal raphe, the rectoperineal fistula, the trifalangeal thumb, the hexadactyly preaxial, the syndactyly, the clinodactyly, the preauricular protuberances, the hypoplastic satiric ears, the neurosensorial hypoacusis and urorenal anomalies. On the contrary, the father only shows anomalies in the extremities, sensorineural hearing loss and renal anomalies. Anorectal malformations, which are present in almost all patients with Townes-Brock syndrome, were absent in the father. This clinical case illustrates the intrafamilial variability of Townes-Brock syndrome. Consequently, a careful examination of the relatives of patients with this syndrome is necessary for differential diagnosis with the Association of VA (C) TER (L) of sporadic inheritance.","['dominant inheritance.', 'anal, urorenal, ear and limb malformations', 'urorenal, ear and limb malformations.', 'ear and limb malformations', 'limb malformations.', 'imperforate anus.', 'prominent perineal raphe.', 'rectoperineal fistula.', 'trifalangeal thumb.', 'hexadactyly preaxial.', 'syndactyly', 'clinodactyly', 'hypoplastic satyr ears' . ',' sensorineural hearing loss. ',' hearing loss ',' urorenal abnormalities. ',' limb abnormalities ',' sensorineural hearing loss. ',' hearing loss ',' renal abnormalities. ',' anorectal malformations. ',' variability intra-family. ',' variability ']","['0000006', '0004378', '0000077', '0000598', '0002813', '0002023', '0003246', '0004792', '0001199', '0001177', '0001159', '0030084', '0000384', '0000377', '0000407', '0000365', '0000079', '0002813', '0000407', '0000365', '0000077', '0002034', '0003822', '0003812']"
109,3185841,"The diagnostic results, size and function of 41 acoustic neurinomas (26 women and 15 men) are presented. In one case the tumor was bilateral. Of the total of 41 tumors, 12.5% ​​were small acoustic neurinomas. In general, tumors were larger at the time of diagnosis in women than in men. Ten of the small and medium-sized acoustic neurinomas had no brainstem and cerebellar symptoms or signs, only the eighth cranial nerve was affected. All large tumors already had symptoms of the brainstem and a third of them also had cerebellar symptoms, lesions of other cranial nerves, and increased intracranial pressure. All of these findings were always present in giant tumors. Neurootological functional laboratory examinations cannot be substituted for CT due to the possibility of false negatives in smaller acoustic neurinomas. CT and functional neurootological laboratory examinations are complementary to each other and are not screening procedures. Regarding morbidity and mortality, the surgical results are comparable with those of other authors using microsurgical techniques. Regarding the preservation of hearing, the results are among the best, especially in tumors that were diagnosed as small or medium in this series. Therefore, it is clear that the size of a diagnosed acoustic neurinoma is more important to surgical outcomes than the approach chosen for the tumor.","['acoustic neurinomas.', 'neurinomas',' tumor ',' tumors', 'acoustic neurinomas.', 'neurinomas',' tumors', 'acoustic neurinomas.', 'neurinomas',' cerebellar symptoms. ',' VIII cranial nerve. ',' Tumors ',' brain stem symptoms. ',' Cerebellar symptoms. ',' Lesions of other cranial nerves. ',' Increased intracranial pressure. ',' Tumors ',' acoustic neurinomas. ',' neurinomas', 'tumors',' acoustic neurinoma. ',' tumor ']","['0009588', '0009588', '0002664', '0002664', '0009588', '0009588', '0002664', '0009588', '0009588', '0001317', '0009591', '0002664', '0002363', '0001317', '0001291', '0002516', '0002664', '0009588', '0009588', '0002664', '0009588', '0002664']"
110,3281570,"We present a type C brachydactyly transmitted through four generations, with incomplete penetrance and foot abnormalities in Proposition.","['brachydactyly type C', 'brachydactyly', 'incomplete penetrance.', 'foot abnormalities']","['0009373', '0001156', '0003829', '0001760']"
111,3287922,We present the prenatal diagnosis of distal arthrogryposis type I by ultrasound at 18 weeks of gestation in a family with two other affected members (mother and sister of the fetus). The pregnancy was followed with serial ultrasounds and the diagnosis was confirmed after birth. Clinical findings in all affected family members are described. A bibliographic survey of cases diagnosed with multiple prenatal contractures is presented. These include cases with many different diagnoses. This is the first report of prenatal diagnosis of distal arthrogryposis type I. It helps to illustrate the variability and prenatal natural history of the disease and the subtlety of prenatal ultrasound findings.,"['Distal arthrogryposis.', 'Arthrogryposis', 'prenatally diagnosed cases.', 'Multiple joint contractures.', 'Joint contractures.', 'Contractures', 'Distal arthrogryposis.', 'Arthrogryposis', 'variability']","['0005684', '0001390', '0003660', '0002828', '0001371', '0001371', '0005684', '0001390', '0003812']"
112,3321995,"An autosomal dominant disorder of the abnormal upper lip, resembling a poorly repaired cleft lip, malformed nose with wide bridge and flattened tip, lacrimal tract obstruction, malformed ears and branchial sinuses, and / or linear skin lesions behind the ears was observed. in several people from 3 families. In each of the three families, one affected parent had at least one affected child. Parent-to-child transmission in one of these families ruled out X-linked inheritance. Other abnormalities include coloboma, microphthalmia, atrial pits, lip pits, highly arcuate plaque, dental abnormalities, and subcutaneous scalp cysts. Premature graying of hair occurred in affected adults. Growth retardation, developmental delay, and abnormalities of the hand are variable components of the syndrome.","['autosomal dominant.', 'autosomal dominant disorder.', 'dominant', 'abnormal upper lip', 'cleft lip.', 'malformed nose.', 'broad bridge.', 'flattened tip', 'obstruction of the lacrimal tube. ',' malformed ears. ',' branchial ',' cleft branchial sinuses. ',' branchial cleft. ',' linear skin lesions behind the ears. ',' skin lesions ',' X-linked inheritance . ',' coloboma ',' microphthalmia ',' ear pits. ',' pits ',' labial pits ',' pits ',' highly arched plaque. ',' dental abnormalities. ',' subcutaneous cysts. ',' scalp cysts. ',' Premature gray hairs. ',' Growth retardation ',' delay ',' developmental delay ',' hand abnormalities. ',' variable ']","['0000006', '0000006', '0000006', '0000177', '0100333', '0000366', '0000431', '0000437', '0000579', '0000377', '0009794', '0009794', '0009794', '0004464', '0011355', '0001417', '0000589', '0000568', '0004467', '0004467', '0000196', '0004467', '0000156', '0000164', '0200040', '0001965', '0002216', '0001510', '0001249', '0001263', '0001155', '0003813']"
113,3409926,"An EEG study has been performed in 19 children (including siblings in 3 families) with clinical characteristics of Angelan syndrome. The age at the time of the first EEG ranged from 11 months to 11 years with the majority being under 5 years old. Six children had no history of seizures at the time of the first EEG. One or more of the following EEG abnormalities were observed in all patients: 1. persistent rhythmic activities of 4-6 / s reaching more than 200 microV not associated with drowsiness. 2. prolonged cycles of rhythmic activity 2-3 / s (200-500 microV) often more prominent anterior, sometimes associated with shocks (poorly defined Spike / Wave complexes). 3. The spikes mixed with components 3-4 / s are usually more than 200 microV mainly posteriorly and facilitated, or only observed, with ocular closure. Two and sometimes three of these EEG features could be present in the same record, particularly at a young age. The appearance of mixed discharges with slow components in the ocular closure was the most frequent finding observed at some point in 17 patients (between 11 months and more than 12 years). The EEG characteristics of Angelan syndrome appear to be characteristic enough to help identify patients at an early age before the clinical characteristics are obvious and at a time when Genetic Counseling may be particularly important.","['seizures', 'EEG abnormalities.', 'Persistent rhythmic activities 4-6 / s', 'drowsiness', 'young age.', 'young', 'early age']","['0001250', '0002353', '0010846', '0002329', '0003593', '0003593', '0003593']"
114,3547011,"Nevoid basal cell carcinoma syndrome is characterized by major manifestations, such as multiple basal cell carcinoma, cysts of the jaws, and skeletal abnormalities, particularly the ribs. Findings in 53 patients and a review of the literature document both the main and least known manifestations of the disorder. The odontogenic keratocyst, which usually appears during adolescence, has a marked tendency to recur. In addition to skin tumors, milia, epidermoid cysts, chalazia, comedones, and the Palmar and plantar fossae are common. Skin tumors, initially considered independent of sun exposure, are more frequent in areas exposed to the sun and are much less frequent and occur at a much later age in blacks than whites. There is some evidence that radiation from the skin promotes the appearance of skin cancers in this disorder. Unilateral linear basal cell nevoid carcinomas with comedones may represent a postzygotic somatic mutation. There is a propensity for other forms of malignancy. Patients with this syndrome have had medulloblastoma, meningioma, ovarian fibroma, ovarian fibrosarcoma, fibrosarcoma of the jaws, cardiac fibroma, fetal rhabdomyoma, and mesentery lymph or chylous cysts. In addition to the usual treatment modalities, topical immunotherapy and topical 5-fluorouracil have been used successfully. Oral synthetic retinoids, such as 13-cis-retinoic acid, have been used to prevent the appearance of new lesions and to stop the growth of older lesions by inducing differentiation. Independent observations of increased prostaglandin levels associated with both odontogenic keratocyst expansion and basal cell cancer aggression warrant further investigation, both as a fundamental cellular mechanism and as a possible basis for treatment (eg. , with antiprostaglandins). The key to prenatal and early postnatal diagnosis of the disorder - as well as understanding the basic abnormality - lies in molecular genetics. Special attention should be paid to the location of the gene through the use of DNA and other markers.","['basal cell carcinoma.', 'basal cell carcinoma.', 'maxillary cysts.', 'skeletal - specifically', 'rib - abnormalities', 'keratocyst odontogenic.', 'appears in adolescence', 'adolescence', 'skin tumors.', 'tumors', 'milia', 'epidermoid cysts.', 'chalazia', 'comedones', 'palmar and plantar pits.', 'plantar pits.', 'pits', 'skin tumors.', 'tumors', 'skin cancers', 'basal cell carcinoma.', 'comedones', 'somatic mutation.', 'neoplasm', 'medulloblastoma', 'meningioma', 'ovarian fibroma.', 'ovarian fibrosarcoma.', 'fibrosarcoma', 'fibrosarcoma', 'fibrosarcoma of the jaws.', 'cardiac fibroma.', 'rhabdomyoma', 'odontogenic keratocyst.', 'aggression', 'basal cell cancer.']","['0002671', '0002671', '0010603', '0000924', '0000772', '0010603', '0003590', '0011462', '0008069', '0002664', '0001056', '0200040', '0010605', '0000951', '0010610', '0010612', '0004467', '0008069', '0002664', '0008069', '0002671', '0000951', '0001428', '0002664', '0002885', '0002858', '0010618', '0000137', '0100244', '0100244', '0000209', '0010617', '0009730', '0010603', '0000718', '0002671']"
115,3585943,"We present an 11-year-old girl and her five-year-old brother, both with the typical characteristics of Angelica syndrome and three isolated cases. This report, along with a review of published reports and contact with previous authors, has revealed a total of 41 sibs of the Probandes, although only nine of them are known to have been born later. The possible effect of voluntary family size restriction after the birth of an affected child is discussed in relation to the possibility of autosomal recessive inheritance, but a 5% risk of recurrence is adequate for use in the genetic clinic.","['isolated cases.', 'autosomal recessive inheritance.', 'autosomal recessive.']","['0001420', '0000007', '0000007']"
