,Archivo,Texto_espanol,Texto_inglés,HPO_síntomas,HPO_código
173,8042673,"En este estudio se presentan 118 casos de síndrome de carcinoma basocelular nevoide (NBCCS, síndrome de Gorlin o síndrome del nevo basocelular). Con el objetivo de conocer todas las familias afectadas en Australia, hemos examinado la mayor serie hasta la fecha. Las frecuencias relativas de las complicaciones asociadas se presentan y se comparan con las de la reciente encuesta inglesa de Evans et al. [J MED Genet 30:460-464, 1993]. Las frecuencias de la mayoría de las manifestaciones son similares. Sin embargo, una diferencia importante es que los carcinomas de células basales múltiples se manifiestan a partir de una edad más temprana en la población australiana, lo que probablemente refleja una mayor exposición a la radiación ultravioleta. De las 64 familias constatadas, 37 representaban casos simples y, en consecuencia, la nueva tasa de mutación aparente es sorprendentemente alta (14-81%) Dada la falta de impacto de la NBCCS sobre las capacidades reproductivas. Hay algunas evidencias que sugieren que esto puede ser atribuible a la anticipación.","One hundred eighteen cases of nevoid basal cell carcinoma syndrome (NBCCS, Gorlin's syndrome or basal cell nevus syndrome) are presented in this study. In aiming to ascertain all the affected families in Australia, we have examined the largest series to date. Relative frequencies of associated complications are presented and compared with those of the recent English survey by Evans et al. [J Med Genet 30:460-464, 1993]. The frequencies of most manifestations are similar. However, one major difference is that the multiple basal cell carcinomas are manifest from an earlier age in the Australian population, which probably reflects greater exposure to ultraviolet radiation. Of the 64 families ascertained, 37 represented simplex cases, and, accordingly, the apparent new mutation rate is surprisingly high (14-81%) given the lack of impact of NBCCS on reproductive capabilities. There is some evidence to suggest that this may be attributable to anticipation.","['carcinoma basocelular.', 'Nevus basocelular.', 'carcinomas basocelulares.']","['0002671', '0002671', '0002671']"
174,8092198,"El síndrome de síndrome-oto-renal (BOR) es una condición autosómica dominante de las anomalías del arco branquial, la sordera y la displasia renal. Las manifestaciones clínicas tienden a tener una considerable variabilidad intrafamiliar e interfamiliar. Los estudios previos de vinculación habían localizado el gen responsable del síndrome de BOR a una amplia región del cromosoma 8q. Utilizando 10 marcadores microsatélites, hemos refinado aún más la localización de este trastorno estableciendo una estrecha vinculación a dos marcadores, D8S279 y D8S530 (Zmax = 3,91 y Zmax = 2,83 respectivamente en theta = 0,00). Estos marcadores se encuentran a 1 cM del uno del otro. El análisis multipunto, en el que participaron 7 loci, colocó el gen entre estos marcadores, con un intervalo de confianza de LOD-1 0,7 cM proximal a D8S530 y 0,6 cM distal a D8S279.","Branchio-oto-renal (BOR) syndrome is an autosomal dominant condition of branchial arch anomalies, deafness and renal dysplasia. Clinical manifestations tend to have considerable intrafamilial and interfamilial variability. Previous linkage studies had localized the gene responsible for BOR syndrome to a broad region of chromosome 8q. Using 10 microsatellite markers, we have further refined the localization of this disorder by establishing tight linkage to two markers, D8S279 and D8S530 (Zmax = 3.91 and Zmax = 2.83 respectively at theta = 0.00). These markers are within 1 cM of one another. Multipoint analysis, involving 7 loci, placed the gene between these markers, with a lod-1 confidence interval 0.7 cM proximal to D8S530 and 0.6 cM distal to D8S279.","['autosómica dominante.', 'dominante', 'anomalías del arco branquial.', 'branchial', 'sordera', 'displasia renal.', 'variabilidad intrafamiliar e interfamiliar.', 'variabilidad interfamiliar.', 'variabilidad']","['0000006', '0000006', '0009794', '0009794', '0000404', '0000110', '0003822', '0003812', '0003812']"
175,8092199,"El síndrome de Branchiootorenal (BOR) es una forma común autosómica dominante de deterioro auditivo previamente mapeado a 8q. Este informe refina la localización del gen del síndrome de BOR mediante análisis de haplotipo al intervalo flanqueado por marcadores D8S553 y D8S286. Mediante el análisis de enlaces multipunto, el locus de la enfermedad más probable está flanqueado por marcadores D8S530 y D8S279.","Branchiootorenal (BOR) syndrome is a common autosomal dominant form of hearing impairment previously mapped to 8q. This report refines the localization of the BOR syndrome gene by haplotype analysis to the interval flanked by markers D8S553 and D8S286. By multipoint linkage analysis, the disease locus most likely is flanked by markers D8S530 and D8S279.","['forma autosómica dominante.', 'autosómica dominante.', 'forma dominante.', 'dominante', 'trastornos de la audición']","['0000006', '0000006', '0000006', '0000006', '0000365']"
176,8102569,"La tipificación RFLP de los miembros de una familia de neurofibromatosis tipo 2 (NF2) sugirió que los individuos afectados se hemizygous en el locus de la cadena pesada del neurofilamento (NEFH), posiblemente como resultado de una deleción asociada a la enfermedad. El cariotipo convencional no reveló evidencia de una deleción y todos o la mayoría de los familiares afectados eran heterocigotos para marcadores estrechamente vinculados que mapeaban proximal al locus NEFH (D22S1 y D22S56) y para el marcador distal D22S32. El análisis de FISH confirmó una deleción germinal asociada a la enfermedad en la 22q que englobaba el locus NEFH, que se sabe que está estrechamente ligado a la NF2, pero no se extiende hasta la región proximal del sarcoma de Ewing o el locus del factor de leucemia distal (la de la mortalidad). El análisis PFGE con un subclone de la cósmido de la duración identificó fragmentos de NotI y MluI específicos del paciente y sugirió que la deleción es de aproximadamente 700 KB de longitud. Aunque puede esperarse que esta gran deleción elimine una fracción considerable y, posiblemente, todo el gen NF2, el fenotipo resultante es el subtipo de NF2 leve, llamado Gardner. La deleción debe proporcionar un recurso de mapeo útil para caracterización la región cromosómica que contiene el locus NF2.","RFLP typing of members of a neurofibromatosis type 2 (NF2) family suggested that affected individuals were hemizygous at the neurofilament heavy chain (NEFH) locus, possibly as a result of a disease-associated deletion. Conventional karyotyping revealed no evidence for a deletion and all or a majority of the affected family members were heterozygous for closely linked markers which mapped proximal to the NEFH locus (D22S1 and D22S56) and for the distal marker D22S32. FISH analysis confirmed a disease-associated germinal deletion on 22q which encompassed the NEFH locus, which is known to be very closely linked to NF2, but did not extend as far as the proximal Ewing sarcoma region or the distal leukaemia factor (LIF) locus. PFGE analysis with a LIF cosmid subclone identified patient-specific NotI and MluI fragments and suggested that the deletion is about 700 kb in length. Although this large deletion could be expected to eliminate a considerable fraction, and possibly all of the NF2 gene, the resulting phenotype is the mild, so-called Gardner subtype of NF2. The deletion should provide a useful mapping resource for characterising the chromosomal region containing the NF2 locus.","['neurofibromatosis', 'sarcoma']","['0006746', '0100242']"
177,8103288,"Las translocaciones Robertsonian, que se producen con una frecuencia de aproximadamente 1 de cada 10.000 nacidos, pueden ser una causa importante de uniparental uniparental, como se demostró para las translocaciones de 13/15, 13/14, 14/14 y 22/22. La dismorfogénesis y/o retraso mental proporcionan claves clínicas para la uniparental uniparental en la descendencia aparentemente equilibrada de los portadores de translocación. Las estrategias de investigación para evaluar la frecuencia e implicaciones de la uniparental uniparental en portadores de translocación incluyen un enfoque de registro genético, el estudio de abortuses de translocación equilibrada y los estudios de padres de origen sobre las translocaciones Robertsonian homólogas de novo.","Robertsonian translocations, occurring with a frequency of about 1 in 10,000 livebirths, may be an important cause of uniparental disomy as demonstrated for 13/15, 13/14, 14/14, and 22/22 translocations. Dysmorphogenesis and/or mental retardation provide clinical clues for uniparental disomy in apparently balanced offspring of translocation carriers. Research strategies for assessing frequency and implications of uniparental disomy in translocation carriers include a genetic register approach, study of abortuses from balanced translocation carriers, and parent-of-origin studies on de novo homologous Robertsonian translocations.","['Dismorfogénesis', 'retraso mental.', 'retraso', 'de Novo']","['0001999', '0001249', '0001249', '0003745']"
178,8145850,"La mutación brachypodism (PA) altera la longitud y el número de huesos en las extremidades de los ratones, pero ahorra el esqueleto axial. Se ilustra la importancia de los genes específicos en el control de la morfogénesis de elementos esqueléticos individuales en la extremidad tetrápodo. Ahora Reportamos el aislamiento de tres nuevos miembros de la superfamilia del factor de crecimiento transformador beta (TGF-beta) (factores de crecimiento/diferenciación (GDF) 5, 6 y 7) y mostramos mediante mapeo, patrones de expresión y secuenciación que las mutaciones en Gdf5 son responsables de las alteraciones esqueléticas en ratones PA. GDF5 y el GDF6 y GDF7 estrechamente relacionados definen un nuevo subgrupo de factores relacionados con las moléculas inductoras de hueso y cartílago conocidas, las proteínas morfogenéticas óseas (BMPs). Los estudios de mutaciones Bmp5 en ratones de oído corto han demostrado que al menos otro gen BMP también es necesario para el desarrollo esquelético normal. Las alteraciones esqueléticas altamente específicas de la PA y de los ratones de oído corto sugieren que diferentes miembros de la familia BMP controlan la formación de diferentes rasgos morfológicos en el esqueleto de los mamíferos.","The mutation brachypodism (bp) alters the length and number of bones in the limbs of mice but spares the axial skeleton. It illustrates the importance of specific genes in controlling the morphogenesis of individual skeletal elements in the tetrapod limb. We now report the isolation of three new members of the transforming growth factor-beta (TGF-beta) superfamily (growth/differentiation factors (GDF) 5,6 and 7) and show by mapping, expression patterns and sequencing that mutations in Gdf5 are responsible for skeletal alterations in bp mice. GDF5 and the closely related GDF6 and GDF7 define a new subgroup of factors related to known bone- and cartilage-inducing molecules, the bone morphogenetic proteins (BMPs). Studies of Bmp5 mutations in short ear mice have shown that at least one other BMP gene is also required for normal skeletal development. The highly specific skeletal alterations in bp and short ear mice suggest that different members of the BMP family control the formation of different morphological features in the mammalian skeleton.","['oreja corta.', 'oreja corta.']","['0400005', '0400005']"
179,8160736,"Presentamos 3 individuos, una madre, su hijo y un niño no emparentado, con una serie de manifestaciones descritas en el síndrome síndrome-óculo-facial (BOFS). Las 2 primeras personas carecían de las anormalidades oculares y branquiales normalmente encontradas en este síndrome. Sin embargo, la agenesia renal unilateral estaba presente en el primer niño, un defecto que se encontró con poca frecuencia en el síndrome de BOF. Tanto la madre como su hijo también tenían senos supraauriculares bilaterales. Estos defectos pueden representar la persistencia del tracto del seno de la vesícula ótico. El segundo niño tiene una expresión leve de esta afección, entre los más leves publicados en la literatura. El BOFS parece representar un espectro que implica el desarrollo de las vesículas ópticas, los arcos branquiales, los ojos, la cara, los labios y los riñones. Las variaciones observadas en este trastorno y el solapamiento entre esta afección y el síndrome síndrome-oto-renal pueden representar diferentes mutaciones dentro de un único gen o pueden ser un síndrome de deleción del gen contiguo.","We present 3 individuals, a mother, her son, and an unrelated child, with a number of manifestations reported in the branchio-oculo-facial syndrome (BOFS). The former 2 individuals lacked the ocular and branchial abnormalities normally encountered in this syndrome. However, unilateral renal agenesis was present in the first child, a defect infrequently found in the BOF syndrome. Both the mother and her son also had bilateral supra-auricular sinuses. These defects may represent persistence of the otic vesicle sinus tract. The second child has a mild expression of this condition, among the mildest reported in the literature. The BOFS appears to represent a spectrum involving the development of the optic vesicles, branchial arches, eyes, face, lips, and kidneys. The variations seen in this disorder and the overlap between this condition and the branchio-oto-renal syndrome may represent different mutations within a single gene or may be a contiguous gene deletion syndrome.","['agenesia renal unilateral.', 'agenesia renal.', 'senos supraauriculares bilaterales.', 'desarrollo de las vesículas ópticas.', 'arcos branquiales.', 'síndrome de deleción del gen contiguo.']","['0000122', '0000104', '0008606', '0000478', '0009794', '0001466']"
180,8317476,"El síndrome de Angélica familiar (EA) puede ser consecuencia de mutaciones en el cromosoma 15q11q13 que, cuando se transmiten de padre a hijo, no producen ninguna anormalidad fenotípica, sino que, cuando se transmiten de madre a hijo, causan como. Por tanto, estas mutaciones no se comportan como mutaciones dominantes ni recesivas, sino que muestran un modo de herencia impreso. Se han analizado dos pares de hermanos con AS y una familia mayor con cuatro como descendencia de tres hermanas con varios polimorfismos de microsatélites recientemente descritos en la región como. COMO hermanos heredaron los mismos alelos maternos en los loci GABRB3 y GABRA5, y los hermanos no afectos de como individuos heredaron los otros alelos maternos en estos loci. En uno de los pares de hermanos, el análisis de un evento de recombinación indica que la mutación responsable de la misma es distal a locus D15S63. Este resultado es consistente con una deleción submicroscópica impresa previamente descrita que produce como una deleción que incluye loci D15S10, D15S113 y GABRB3, todos distal a D15S63. El análisis del mayor como familia proporciona la primera demostración clara de una nueva mutación en la no deleción. El análisis de la vinculación de GABRB3 en estas tres familias, sobre la asunción de la herencia impresa (penetrancia de una mutación como es 1 si se transmite maternamente y es 0 si se transmite paternalmente), indica una puntuación máxima de LOD de 3,52 en theta = 0.","Familial Angelman syndrome (AS) can result from mutations in chromosome 15q11q13 that, when transmitted from father to child, result in no phenotypic abnormality but, when transmitted from mother to child, cause AS. These mutations therefore behave neither as dominant nor as recessive mutations but, rather, show an imprinted mode of inheritance. We have analyzed two sibling pairs with AS and a larger family with four AS offspring of three sisters with several recently described microsatellite polymorphisms in the AS region. AS siblings inherited the same maternal alleles at the GABRB3 and GABRA5 loci, and the unaffected siblings of AS individuals inherited the other maternal alleles at these loci. In one of the AS sibling pairs, analysis of a recombination event indicates that the mutation responsible for AS is distal to locus D15S63. This result is consistent with a previously described imprinted submicroscopic deletion causing AS, a deletion that includes loci D15S10, D15S113, and GABRB3, all distal to D15S63. The analysis of the larger AS family provides the first clear demonstration of a new mutation in nondeletion AS. Analysis of linkage of AS to GABRB3 in these three families, on the assumption of imprinted inheritance (i.e., penetrance of an AS mutation is 1 if transmitted maternally and is 0 if transmitted paternally), indicates a maximum lod score of 3.52 at theta = 0.","['anomalía fenotípica.', 'dominante', 'modo de herencia.']","['0000118', '0000006', '0000005']"
181,8318482,"Este estudio prospectivo de 96 individuos de 29 familias con neurofibromatosis 2, 49 de los cuales fueron afectados, confirma en una serie ampliada la asociación previamente notificada entre la catarata subcapsular/capsular posterior y la neurofibromatosis 2. Se encontraron cataratas subcapsulares/capsulares posteriores en 36 (80%) de los 45 individuos afectados (cuatro individuos fueron excluidos de los análisis estadísticos). Además, la Asociación de las opacidades de las lentes corticales periféricas con la neurofibromatosis 2 fue estadísticamente significativa. Diecisiete de los pacientes con neurofibromatosis 2 (37,8%) presentaron cataratas corticales periféricas en comparación con ninguno de los familiares no afectados (p < 0,0001). En tres pacientes se observaron opacidades corticales periféricas a pesar de la ausencia de cataratas subcapsulares/capsulares posteriores. Estos hallazgos apoyan la inclusión de cataratas corticales de inicio precoz, además de cataratas subcapsulares/capsulares posteriores, en los criterios diagnósticos de neurofibromatosis 2.","This prospective study of 96 individuals from 29 families with neurofibromatosis 2, 49 of whom were affected, confirms in an extended series the previously reported association between posterior subcapsular/capsular cataract and neurofibromatosis 2. Posterior subcapsular/capsular cataracts were found in 36 (80%) of the 45 affected individuals (four individuals were excluded from statistical analyses). In addition, the association of peripheral cortical lens opacities with neurofibromatosis 2 was found to be statistically significant. Seventeen of the patients with neurofibromatosis 2 (37.8%) had peripheral cortical cataracts in comparison with none of the unaffected family members (p < 0.0001). In three patients peripheral cortical opacities were present despite the absence of posterior subcapsular/capsular cataracts. These findings support the inclusion of cortical cataracts of early onset, in addition to posterior subcapsular/capsular cataracts, in the diagnostic criteria of neurofibromatosis 2.","['neurofibromatosis', 'catarata subcapsular/capsular posterior.', 'catarata subcapsular/capsular.', 'catarata capsular.', 'catarata', 'neurofibromatosis', 'Cataratas subcapsulares/capsulares posteriores.', 'cataratas subcapsulares/capsulares.', 'Cataratas capsulares.', 'Cataratas', 'opacidad de las lentes corticales periféricas.', 'opacidad del cristalino', 'neurofibromatosis', 'neurofibromatosis', 'Cataratas corticales periféricas.', 'Cataratas corticales.', 'Cataratas', 'opacidad cortical periférica.', 'opacidades corticales.', 'cataratas subcapsulares/capsulares posteriores.', 'cataratas subcapsulares/capsulares.', 'Cataratas capsulares.', 'Cataratas', 'Cataratas corticales de inicio precoz.', 'Cataratas', 'cataratas subcapsulares/capsulares posteriores.', 'cataratas subcapsulares/capsulares.', 'Cataratas capsulares.', 'Cataratas', 'neurofibromatosis']","['0006746', '0007787', '0000523', '0100017', '0000518', '0006746', '0007787', '0000523', '0100017', '0000518', '0100019', '0000518', '0006746', '0006746', '0008011', '0100019', '0000518', '0008011', '0100019', '0007787', '0000523', '0100017', '0000518', '0007876', '0000518', '0007787', '0000523', '0100017', '0000518', '0006746']"
182,8326488,"Existen muchas complicaciones potenciales que se han descrito en asociación con el síndrome del carcinoma basocelular naevoid. Hemos podido mostrar las frecuencias relativas de estos problemas en un estudio de base poblacional de 84 casos en el noroeste de Inglaterra. Las principales complicaciones de los carcinomas de células basales y de los quistes mandibulares se producen en más del 90% de los pacientes de 40 años de edad, pero ambos pueden presentarse antes de los 10 años de edad. Las complicaciones menos bien descritas son la calcificación ovárica o fibroma (24%), la meduloblastoma (5%), el fibroma cardiaco (3%), el paladar hendido (5%) y las anomalías oftálmicas como el estrabismo o la catarata (26%). Este estudio define más claramente las posibles complicaciones del síndrome y proporciona directrices más claras para el asesoramiento y el cribado de personas afectadas y en riesgo.","There are many potential complications which have been reported in association with the naevoid basal cell carcinoma syndrome. We have been able to show the relative frequencies of these problems in a population based study of 84 cases in the north west of England. The major complications of basal cell carcinomas and jaw cysts occur in over 90% of patients by 40 years of age, but may both occur before 10 years of age. Less well described complications are ovarian calcification or fibroma (24%), medulloblastoma (5%), cardiac fibroma (3%), cleft palate (5%), and ophthalmic abnormalities such as squint or cataract (26%). This study more clearly defines the possible complications of the syndrome and gives clearer guidelines for counselling and screening affected and at risk persons.","['carcinoma basocelular.', 'carcinomas basocelulares.', 'quistes mandibulares.', 'calcificación ovárica.', 'calcificación ovárica o fibroma.', 'meduloblastoma', 'fibroma cardiaco.', 'paladar hendido.', 'anomalías oftálmicas.', 'escudriñar', 'catarata']","['0002671', '0002671', '0010603', '0008657', '0010618', '0002885', '0010617', '0000175', '0000478', '0000486', '0000518']"
183,8352281,"El síndrome de carcinoma basocelular nevoide (NBCCS; síndrome del nevo basocelular o síndrome de Gorlin) es un síndrome de predisposición al cáncer caracterizado por múltiples carcinomas basocelulares (CB) y diversos defectos del desarrollo. El gen de NBCCS se ha mapeado a 9Q 23.1-q31 en familias norteamericanas y europeas. Además, la pérdida de heterocigoto (LOH) para marcadores genéticos en esta región se ha detectado en CB esporádicos, lo que indica que el gen NBCCS es probablemente un gen supresor de tumores. En este estudio hemos determinado que el gen NBCCS también está relacionado con esta región en los pedigríes de Australasia y que no hay evidencia significativa de heterogeneidad. Hemos definido la localización del gen mediante análisis multipunto y haplotipo de 15 familias, utilizando cuatro marcadores microsatélites. Se detectó LOH en estos loci en el 50% de los CB esporádicos, una tasa significativamente superior a la de otras lesiones cutáneas utilizadas como controles.","Nevoid basal cell carcinoma syndrome (NBCCS; basal cell nevus syndrome or Gorlin syndrome) is a cancer-predisposition syndrome characterized by multiple basal cell carcinomas (BCCs) and diverse developmental defects. The gene for NBCCS has been mapped to 9q23.1-q31 in North American and European families. In addition, loss of heterozygosity (LOH) for genetic markers in this region has been detected in sporadic BCCs, indicating that the NBCCS gene is probably a tumor-suppressor gene. In this study we have determined that the NBCCS gene is also linked to this region in Australasian pedigrees and that there is no significant evidence of heterogeneity. We have defined the localization of the gene by multipoint and haplotype analysis of 15 families, using four microsatellite markers. LOH at these loci was detected in 50% of sporadic BCCs, a rate that is significantly higher than that in other skin lesions used as controls.","['carcinoma basocelular.', 'Nevus basocelular.', 'síndrome del nevo basocelular.', 'cáncer', 'carcinomas basocelulares.', 'defectos del desarrollo.', 'esporádicos', 'tumor', 'heterogeneidad', 'esporádicos', 'lesiones cutáneas']","['0002671', '0002671', '0002671', '0002664', '0002671', '0001263', '0003745', '0002664', '0001425', '0003745', '0011355']"
184,8379998,"La neurofibromatosis tipo 2 (NF2) es una enfermedad monogénica dominantemente hereditaria que predispone a los portadores para desarrollar tumores del sistema nervioso. Para identificar el defecto genético se clonó la región entre dos marcadores polimórficos flanqueantes en el cromosoma 22 y se identificaron varios genes. Uno de ellos es el lugar de las mutaciones de la germinación en pacientes NF2 y de mutaciones somáticas en tumores relacionados con NF2. Su producto deducido tiene homología con proteínas en la membrana plasmática y la interfase citoesqueleto, un lugar de acción previamente desconocido de los genes supresores tumorales en humanos.","Neurofibromatosis type 2 (NF2) is a monogenic dominantly inherited disease predisposing carriers to develop nervous system tumours. To identify the genetic defect, the region between two flanking polymorphic markers on chromosome 22 was cloned and several genes identified. One is the site of germ-line mutations in NF2 patients and of somatic mutations in NF2-related tumours. Its deduced product has homology with proteins at the plasma membrane and cytoskeleton interface, a previously unknown site of action of tumour suppressor genes in humans.","['Neurofibromatosis', 'herencia dominante.', 'tumores del sistema nervioso.', 'tumores', 'tumores', 'tumor']","['0006746', '0000006', '0004375', '0002664', '0002664', '0002664']"
185,8414026,"La neurofibromatosis 2 (NF2) es un trastorno dominantemente hereditario caracterizado por múltiples tumores del sistema nervioso central, predominantemente los schwanomas vestibulares bilaterales. El gen de la NF2 se localiza en la región cromosómica 22q12 entre los loci D22S1 y D22S28. Se ha realizado un análisis de ligamiento genético en 13 familias NF2 con un total de nueve marcadores de ADN polimórficos, incluyendo cinco que hemos mapeado recientemente a esta región. Dos loci, D22S32 y NEFH, se relacionan con el locus NF2 al 0% de recombinación (puntuaciones de LOD de 6,03 y 4,28, respectivamente). Mediante el análisis de enlaces multipunto, asignamos el gen NF2 a un intervalo de 7 cM, entre los loci D22S212 y D22S28. Hemos utilizado este grupo de nueve marcadores para construir los haplotipos cromosómicos 22 para los 82 individuos de riesgo en este grupo de pedigrí. Ha sido posible determinar, con un alto grado de certeza, el estado portador de 70 (85%) de estos individuos en riesgo. La predicción de riesgo fue posible en todos los casos en los que se disponía de ADN de ambos progenitores. 53 del 70 (76%) se asignó a los individuos informativos una disminución de los riesgos de ser portadores. El uso de las sondas cromosómicas 22 para la evaluación del riesgo debe dar lugar a un número muy reducido de individuos que requieren un cribado periódico de NF2.","Neurofibromatosis 2 (NF2) is a dominantly inherited disorder characterized by multiple tumors of the central nervous system, predominantly bilateral vestibular schwannomas. The gene for NF2 is located in the chromosomal region 22q12 between the loci D22S1 and D22S28. We have performed genetic linkage analysis on 13 NF2 families with a total of nine polymorphic DNA markers, including five which we have recently mapped to this region. Two loci, D22S32 and NEFH, are linked to the NF2 locus at 0% recombination (lod scores of 6.03 and 4.28, respectively). By multipoint linkage analysis, we assign the NF2 gene to an interval of 7 cM, between the loci D22S212 and D22S28. We have used this set of nine markers to construct chromosome 22 haplotypes for the 82 at-risk individuals in this pedigree set. It has been possible to determine, with a high degree of certainty, the carrier status of 70 (85%) of these at-risk individuals. Risk prediction was possible in every case where DNA was available from both parents. Fifty-three of the 70 (76%) informative individuals were assigned decreased risks of being carriers. The use of chromosome 22 probes for risk assessment should result in a greatly reduced number of individuals who require periodic screening for NF2.","['Neurofibromatosis', 'herencia dominante.', 'tumores', 'tumores del sistema nervioso central.', 'schwanomas vestibulares bilaterales.', 'schwanomas vestibulares.', 'schwannomas']","['0006746', '0000006', '0002664', '0100006', '0009589', '0009588', '0100008']"
186,8494033,"Se cree que la región del cromosoma 15q contiene uno o más genes que son importantes para la síntesis de pigmentos de melanina en el pelo, la piel y los ojos. Se ha identificado la hipopigmentación en los síndromes de Prader-Willi (PWS) y del ángel (AS). Hemos examinado a 6 individuos con el fin de caracterizar el patrón pigmentario en esta patología. La edad de las 5 niñas y un niño osciló entre 2,4 y 7,0 años. Ninguno tenía un albinismo obvio. El color del pelo osciló entre rubio claro y Pardo. La piel fue de tipo I en 3 y tipo II en 3. Los cambios oculares incluyeron nistagmo en 2, estrabismo en 4 y reducción del pigmento retiniano en 5. La actividad media de la tirosinasa hairbulb fue de 0,37 +/-0,44 pmol/HB/120 min para los individuos con AS, con un rango de 0,00 a 1,13 (control marrón normal 1,49 +/-0,79, control Rubio normal 1,50 +/-0,85). La exploración microscópica de los melanocitos hairbulb muestra una arquitectura y un número de melanosome y de melanocitos normales, pero una reducción de la formación de melanina, con muchos premelanosomes en estadio II y III, pero escasos melanosomas completamente melanized en estadio IV. La hipopigmentación caracterizada por la piel ligera, la disminución del pigmento retiniano, la baja actividad de la tirosinasa hairbulb y la melanización incompleta de melanosomas forman parte del fenotipo de AS, y es similar a la encontrada en la PWS.","Chromosome region 15q is thought to contain one or more genes that are important for melanin pigment synthesis in the hair, skin, and eyes. Hypopigmentation has been identified in the Prader-Willi (PWS) and Angelman (AS) syndromes. We have examined 6 individuals with AS to further characterize the pigment pattern in this condition. The age of the 5 girls and one boy ranged from 2.4 to 7.0 years. None had obvious albinism. Hair color ranged from light blond to brown. Skin was type I in 3 and type II in 3. Eye changes included nystagmus in 2, strabismus in 4, and reduced retinal pigment in 5. The mean hairbulb tyrosinase activity was 0.37 +/- 0.44 pmol/hb/120 min for the individuals with AS, with a range of 0.00 to 1.13 (normal brown control 1.49 +/- 0.79, normal blond control 1.50 +/- 0.85). Electron microscopic examination of hairbulb melanocytes showed normal melanosome and melanocyte architecture and number, but reduced melanin formation, with many stage II and III premelanosomes but few stage IV fully melanized melanosomes. Hypopigmentation characterized by light skin, reduced retinal pigment, low hairbulb tyrosinase activity, and incomplete melanization of melanosomes is part of the phenotype of AS, and is similar to that found in PWS.","['síntesis de pigmentos de melanina en pelo, piel y ojos.', 'Hypopigmentation', 'albinismo', 'Nistagmo', 'estrabismo', 'pigmento retiniano reducido.', 'Hypopigmentation']","['0007513', '0007513', '0001022', '0000639', '0000486', '0007746', '0007513']"
187,8533848,"El síndrome de Branchiootorenal (BOR) es un trastorno variable, autosómica dominante, de los primeros y segundos arcos branquiales embrionarios, riñones y vías urinarias. Describimos el fenotipo en 45 individuos, destacando las diferencias y similitudes reportadas en otros estudios. Los hallazgos óseos temporales característicos incluyen hipoplasia coclear (4/5 de tamaño normal con sólo 2 giros), dilatación del acueducto vestibular, conductos auditivos internos de bulbo, fosas posteriores profundas y promontorios de ángulo agudo.","Branchiootorenal (BOR) syndrome is a variable, autosomal-dominant disorder of the first and second embryonic branchial arches, kidneys, and urinary tract. We describe the phenotype in 45 individuals, highlighting differences and similarities reported in other studies. Characteristic temporal bone findings include cochlear hypoplasia (4/5 of normal size with only 2 turns), dilation of the vestibular aqueduct, bulbous internal auditory canals, deep posterior fossae, and acutely-angled promontories.","['variable', 'autosómica dominante', 'dominante', 'arcos branquiales.', 'branchial', 'hallazgos óseos temporales.', 'hipoplasia coclear.', 'dilatación del acueducto vestibular.', 'canal auditivo interno bulboso.', 'fosas posteriores profundas.', 'promontorios de ángulo agudo.']","['0003813', '0000006', '0000006', '0009794', '0009794', '0009911', '0008586', '0000359', '0004458', '0000359', '0000359']"
