file,text,HPO_symptoms,HPO_code
3098672,"Cell cultures of peripheral neurofibromas from three patients with sporadic peripheral neurofibromatosis (NF) were analyzed cytogenetically in early in vitro steps. NF cultures showed a 6.7 times higher incidence of aneuploid mitoses, including pseudodiploids, than control cultures derived from the skin of three healthy donors. The predominant numerical abnormality was monosomy 22. Several unidentified marker chromosomes were produced in the NF cultures, which also showed a much higher level of unstable chromosomal abnormalities. The role of monosomy 22 in the tumorigenesis of meningiomas and neurofibromas is discussed.","[""Neurofibromas"", ""sporadically"", ""neurofibromatosis"", ""meningiomas"", ""neurofibromas""]","['0001067', '0003745', '0006746', '0002858', '0001067']"
3100017,"In situ hybridization with c-sis probe was performed on peripheral lymphocytes in a man with neurofibromatosis and a ring 22 chromosome. Hybridization was observed in both normal # 22 and ring 22, suggesting that the patient is not hemizygotic for constitutionally the c-sis. The implications of the Ring 22 constitution and the phenotype of neurofibromatosis are discussed.","['Neurofibromatosis', 'Neurofibromatosis']","['0006746', '0006746']"
3105060,"Bilateral acoustic neurofibromatosis (BANF) is a genetic defect that is associated with several tumors of neuronal origin. Specific loss of alleles on chromosome 22 was detected using polymorphic DNA markers in two acoustic neuromas, two neurofibromas and one meningioma from BANF patients. This indicates a common pathogenic mechanism for all three types of tumors. The two neurofibromas were among the three removed from the same patient and both showed a loss of identical alleles, indicating that the same chromosome was deleted in both tumors. The third neurofibroma in this patient had no detectable loss of heterozygote, suggesting the possibility of a more subtle mutation event affecting chromosome 22. Only a part of chromosome 22 was removed from the two acoustic neuromas, which narrowed the possible chromosome site. of the gene that causes BANF in the distal region of the D22S9 locus in band 22q11. Identifying increasingly smaller deletions on chromosome 22 in these types of tumors can be a means of cloning and characterizing the defect.","[""Bilateral acoustic neurofibromatosis"", ""Neurofibromatosis"", ""BANF"", ""Tumors of the multiple nerve crest"", ""Tumors"", ""Acoustic neuromas"", ""Neurofibromas"", ""Meningioma"", ""Tumor"", ""Neurofibromas"", ""Tumors"" , ""Neurofibroma"", ""Acoustic Neuroma"", ""Tumor""]","['0009589', '0006746', '0009589', '0004375', '0002664', '0009588', '0001067', '0002858', '0002664', '0001067', '0002664', '0001067', '0009588', '0002664']"
3134615,"At least eight preliminary categories of neurofibromatosis have been proposed. Among these, neurofibromatosis 1 (from Recklinghausen's disease or peripheral neurofibromatosis) and neurofibromatosis 2 (central or bilateral acoustic neurofibromatosis) have been established as various diseases. 15 affected men and 8 affected women from a large family with neurofibromatosis 2 were examined. None of the patients met the diagnostic criteria for neurofibromatosis 1. Between 15 and 53 years of age, the patients had several central nervous system tumors of various types, mainly bilateral acoustic neuromas. Two or more tumors eventually developed in 20 of the patients; 9 had only bilateral acoustic neuromas. Meningiomas and ependymomas were more common in young patients; Those who initially showed acoustic neuromas were almost a decade longer. Non-tumor intracranial calcifications were present in most patients and were also found in children without symptoms. The presence of these lesions is likely a prodromal feature of neurofibromatosis 2. Simultaneous analysis of D22S1 and IGLV DNA markers for consistency with neurofibromatosis 2 shows that the site of the disease is near the center of the long arm of chromosome 22. (22q 11.1 ---- 22q 13.1). The eventual isolation of this disease gene can reveal a cause of the most common intracranial tumors in humans.","[""Neurofibromatosis"", ""Neurofibromatosis"", ""Neurofibromatosis"", ""Neurofibromatosis"", ""Bilateral Acoustic Neurofibromatosis"", ""Neurofibromatosis"", ""Neurofibromatosis"", ""Neurofibromatosis"", ""Tumors of the Central Nervous System"", ""Tumors of the Nervous System"" "","" Tumors "","" bilateral acoustic neuromas "","" acoustic neuromas "","" tumors "","" tumors "","" bilateral acoustic neuromas "","" acoustic neuromas "","" meningiomas "","" ependymomas "","" patients ""young"", ""boys"", ""acoustic neuromas"", ""intracranial non-tumor calcifications"", ""neurofibromatosis"", ""neurofibromatosis"", ""intracranial tumors"", ""tumors""]","['0006746', '0006746', '0006746', '0006746', '0009589', '0006746', '0006746', '0006746', '0100006', '0004375', '0002664', '0009589', '0009588', '0002664', '0002664', '0009589', '0009588', '0002858', '0002888', '0003593', '0003593', '0009588', '0002514', '0006746', '0006746', '0100006', '0002664']"
3180506,"We describe a new family with Townes-Brock syndrome, a dominant inheritance syndrome for anal, urinary, ear and limb malformations. The subject shows the entire spectrum of anomalies, including the unperforated anus, the prominent perineal raphe, the rectoperineal fistula, the trifalangeal thumb, the hexadactyly preaxial, the syndactyly, the clinodactyly, the preauricular protuberances, the hypoplastic neurotic sensory and hypoacetic neurotic ears urorenal abnormalities. On the contrary, the father only shows abnormalities in the extremities, sensorineural hearing loss and kidney abnormalities. Anorectal malformations, which occur in almost all patients with Townes-Brock syndrome, were absent in the father. This clinical case shows the intrafamilial variability of Townes-Brock syndrome. Therefore, careful examination of the relatives of patients with this syndrome is required for differential diagnosis with the Association of VA (C) TER (L) of sporadic inheritance.","['dominant inheritance', 'anal, urorenal, ear and limb malformations', 'urorenal, ear and limb malformations', 'ear and limb malformations', 'limb malformations', ""unperforated anus"", ""prominent perineal raphe"" , ""rectoperineal fistula"", ""trifalangeal thumb"", ""hexadactyly preaxial"", ""syndaktyly"", ""clinodactyly"", ""hypoplastic saty tubes"". "","" Sensorineural Hearing Loss "","" Hearing Loss "","" Urorenal Abnormalities "","" Limb Abnormalities "","" Sensorineural Hearing Loss "","" Hearing Loss "","" Kidney Abnormalities "","" Anorectal Abnormalities "","" Variability ""in Family. ',' Variability ']","['0000006', '0004378', '0000077', '0000598', '0002813', '0002023', '0003246', '0004792', '0001199', '0001177', '0001159', '0030084', '0000384', '0000377', '0000407', '0000365', '0000079', '0002813', '0000407', '0000365', '0000077', '0002034', '0003822', '0003812']"
3185841,"The diagnostic results, size and function of 41 acoustic neuromas (26 women and 15 men) are presented. In one case the tumor was bilateral. Of the total of 41 tumors, 12.5% ​​were small acoustic neuromas. In general, the tumors were larger in women than in men at diagnosis. Ten of the small and medium-sized acoustic neuromas had no brainstem and cerebellar symptoms or signs, only the eighth cranial nerve was affected. All large tumors already had brainstem symptoms and a third of them also had cerebellar symptoms, lesions of other cranial nerves, and increased intracranial pressure. All of these findings were always present in giant tumors. CT cannot replace neurootological functional laboratory examinations, since smaller acoustic neuromas may have false negative results. CT and functional neurotological laboratory tests complement each other and are not screening procedures. In terms of morbidity and mortality, the surgical results are comparable to those of other authors using microsurgical techniques. In terms of hearing preservation, the results are among the best, especially for tumors diagnosed as small or medium in this series. It is therefore clear that the size of a diagnosed acoustic neuroma is more important for the surgical results than the approach chosen for the tumor.","[""Acoustic Neurinome"", ""Neurinome"", ""Tumor"", ""Tumors"", ""Acoustic Neurinome"", ""Neurinome"", ""Tumors"", ""Acoustic Neurinome"", ""Neurinome"", ""Cerebellar Symptoms"", ""VIII Cranial Nerve."", ""Tumors"", ""Brainstem symptoms"", ""Cerebellar symptoms"", ""Lesions of other cranial nerves"", ""Increased intracranial pressure"", ""Tumors"", ""Acoustic neurinomas"". ',' Neurinome ',' Tumoren ',' Akustisches Neurinom ',' Tumor ']","['0009588', '0009588', '0002664', '0002664', '0009588', '0009588', '0002664', '0009588', '0009588', '0001317', '0009591', '0002664', '0002363', '0001317', '0001291', '0002516', '0002664', '0009588', '0009588', '0002664', '0009588', '0002664']"
3281570,"We present a type C brachydactyly that has been transmitted over four generations, with incomplete penetrance and foot anomalies in proposition.","['Brachydactyly type C', 'Brachydactyly', 'incomplete penetrance', 'foot abnormalities']","['0009373', '0001156', '0003829', '0001760']"
3287922,We present the prenatal diagnosis of type I distal arthrogryposis by ultrasound in the 18th week of pregnancy in a family with two other affected members (mother and sister of the fetus). The pregnancy was monitored with serial ultrasound and the diagnosis after birth was confirmed. Clinical findings in all affected family members are described. A bibliographical overview of cases in which several contractures were diagnosed before birth is presented. This includes cases with many different diagnoses. This is the first report on the prenatal diagnosis of type I distal arthrogryposis. It helps to illustrate the variability and the prenatal nature of the disease as well as the subtlety of the prenatal ultrasound findings.,"[""Distal Arthrogryposis"", ""Arthrogrypose"", ""Prenatal Diagnosed Cases"", ""Multiple Joint Contractures"", ""Joint Contractures"", ""Contractures"", ""Distal Arthrogryposis"", ""Arthrogryposis"", ""Variability""]","['0005684', '0001390', '0003660', '0002828', '0001371', '0001371', '0005684', '0001390', '0003812']"
3321995,"An autosomal dominant disorder of the abnormal upper lip has been observed, which resembles a poorly repaired lip cleft, a malformed nose with a wide bridge and flattened tip, an obstruction of the lacrimal duct, malformed ears and sinuses and / or linear skin lesions behind the ears. for several people from 3 families. In each of the three families, an affected parent had at least one affected child. Parent-child transmission in one of these families ruled out X-linked inheritance. Other abnormalities include coloboma, microphthalmia, atrial pits, lip pits, highly arcuate plaque, dental abnormalities, and subcutaneous scalp cysts. Premature graying of the hair occurred in affected adults. Delayed growth, delayed development and hand abnormalities are variable components of the syndrome.","[""autosomal dominant"", ""autosomal dominant"", ""dominant"", ""abnormal upper lip"", ""lip cleft"", ""deformed nose"", ""broad bridge"", ""flattened tip"", ""obstruction of the."" Tear tube. "","" malformed ears "","" branched "","" split sinuses "","" branched cleft "","" linear skin lesions behind the ears "","" skin lesions "","" X-chromosomal inheritance ""."", ""coloboma"", ""microphthalmia"", ""Ear pits"", ""pits"", ""labial pits"", ""pits"", ""strongly arched plaque"", ""tooth abnormalities"", ""subcutaneous cysts"", ""scalp cysts"", ""premature gray hair"", ""growth retardation"", ""delay"" , 'Developmental delay', 'Hand abnormalities.', 'Variable']","['0000006', '0000006', '0000006', '0000177', '0100333', '0000366', '0000431', '0000437', '0000579', '0000377', '0009794', '0009794', '0009794', '0004464', '0011355', '0001417', '0000589', '0000568', '0004467', '0004467', '0000196', '0004467', '0000156', '0000164', '0200040', '0001965', '0002216', '0001510', '0001249', '0001263', '0001155', '0003813']"
3409926,"An EEG study was conducted in 19 children (including siblings in 3 families) with clinical features of Angelan syndrome. The age at the time of the first EEG ranged from 11 months to 11 years, with the majority being under 5 years. Six children had no history of seizures at the time of the first EEG. One or more of the following EEG abnormalities were observed in all patients: 1. Persistent rhythmic activities from 4 to 6 / s that exceeded 200 microV and were not associated with drowsiness. 2. prolonged cycles of rhythmic activity 2-3 / s (200-500 microV), often more pronounced anterior, sometimes associated with shocks (poorly defined spike / wave complexes). 3. The spikes mixed with components 3-4 / s are normally more than 200 microv, mainly posterior, and are relieved or only observed when the eye is closed. Two and sometimes three of these EEG features can be present in the same record, especially at a young age. The occurrence of mixed discharges with slow components in the eye closure was the most common finding that was observed at some point in 17 patients (between 11 months and more than 12 years). The EEG characteristics of Angelan syndrome appear to be characteristic enough to identify patients at an early age before the clinical characteristics are obvious and at a time when genetic counseling can be particularly important.","['Seizures', 'EEG abnormalities', 'persistent rhythmic activities 4-6 / s', 'sleepiness', 'young age', 'young', 'early age']","['0001250', '0002353', '0010846', '0002329', '0003593', '0003593', '0003593']"
3547011,"Nevoid basal cell carcinoma syndrome is characterized by major manifestations such as multiple basal cell carcinoma, jaw cysts and skeletal abnormalities, especially the ribs. The results in 53 patients and a review of the literature document both the most important and the least known manifestations of the disorder. The odontogenic keratocyst, which usually occurs in adolescence, is clearly prone to recurrence. In addition to skin tumors, milia, epidermoid cysts, chalacia, comedones and the palmar and plantar fossa are common. Skin tumors that were originally thought to be independent of solar radiation are more common in sun-exposed areas, are much less common, and occur much later in blacks than in whites. There is evidence that skin radiation promotes skin cancer in this disorder. Unilateral linear nevoid carcinomas of the basal cells with comedones can represent a post-zygotic somatic mutation. There is a tendency to other forms of malignancy. Patients with this syndrome had medulloblastoma, meningioma, ovarian fibroma, ovarian fibrosarcoma, jaw fibrosarcoma, cardiac fibroma, fetal rhabdomyoma and mesenteric lymph or chylus cysts. In addition to the usual treatment modalities, topical immunotherapy and topical 5-fluorouracil have been used successfully. Oral synthetic retinoids such as 13-cis-retinoic acid have been used to prevent the appearance of new lesions and to stop the growth of older lesions by inducing differentiation. Independent observations of elevated prostaglandin levels associated with both the expansion of odontogenic keratocysts and the aggression of basal cell cancer require further investigation, both as a basic cellular mechanism and as a possible basis for treatment (e.g. with antiprostaglandins). The key to prenatal and early postnatal diagnosis of the disorder and understanding of the basic abnormality lies in molecular genetics. Particular attention should be paid to the position of the gene through the use of DNA and other markers.","[""Basal cell carcinoma"", ""Basal cell carcinoma"", ""Upper jaw cysts"", ""Skeleton-specific"", ""Rib anomalies"", ""Keratocyst odontogenic"", ""occurs in adolescence"", ""adolescence"", ""skin tumors"", ""tumors"", ""milia"" , ""Epidermoid cysts"", ""chalazia"", ​​""comedones"", ""palmar and plantar pits"", ""plantar pits"", ""pits"", ""skin tumors"", ""tumors"", ""skin cancer"", ""basal cell carcinoma"", ""comedones"", ""somatic mutation"", ""neoplasm"", ""medulloblastoma"", ""meningioma"", ""ovarian fibroma"". ""Ovarian Fibrosarcoma"", ""Fibrosarcoma"", ""Fibrosarcoma"", ""Fibrosarcoma of the Jaw"", ""Cardiac Fibroma"", ""Rhabdomyoma"", ""Odontogenic Keratocyst"", ""Aggression"", ""Basal Cell Cancer"".","['0002671', '0002671', '0010603', '0000924', '0000772', '0010603', '0003590', '0011462', '0008069', '0002664', '0001056', '0200040', '0010605', '0000951', '0010610', '0010612', '0004467', '0008069', '0002664', '0008069', '0002671', '0000951', '0001428', '0002664', '0002885', '0002858', '0010618', '0000137', '0100244', '0100244', '0000209', '0010617', '0009730', '0010603', '0000718', '0002671']"
3585943,"We present an 11-year-old girl and her five-year-old brother, both with the typical features of Angelica syndrome and three individual cases. Together with a review of the published reports and contact with previous authors, this report has resulted in a total of 41 siblings of the test persons, although only nine of them are known to have been born later. The possible effect of voluntarily restricting the family size after the birth of an affected child is discussed in connection with the possibility of an autosomal recessive inheritance. However, a 5% risk of recurrence is sufficient for use in genetic clinics.","['Individual cases.', 'Autosomal recessive inheritance.', 'Autosomal recessive inheritance.']","['0001420', '0000007', '0000007']"
3674117,"Long arm deletions, duplications, and relocations of chromosome 15 are often associated with the clinical diagnosis of Prader-Willi syndrome. However, other clinical entities have also been associated with similar, if not identical, cytogenetic defects, suggesting the clinical heterogeneity associated with abnormalities in this region of chromosome 15. We present 3 patients who appear to have deletions in 15q11-15q12, as described in many patients with Prader-Willi syndrome; However, none of these patients have classic clinical features of Prader-Willi syndrome. The first patient is a child with Williams syndrome, the second is Angelus syndrome (Happy Puppet), and the third is a child with hypotension, obesity, and developmental delay in childhood, but who does not meet certain diagnostic criteria in Prader-Willi syndrome. It is suggested that various molecular abnormalities involving certain points or segments along the long arm of chromosome 15 can explain the clinical diversity observed between these and other patients.","['clinical heterogeneity', 'heterogeneity', 'hypotension in children', 'hypotension', 'childhood', 'obesity', 'developmental delay']","['0003812', '0001425', '0001319', '0001252', '0003576', '0001513', '0001263']"
3688021,"Two unrelated women aged 15 and 5 years were examined cytogenetically for severe mental retardation, seizures and ataxia-like coordination disorders. A similar deletion of the proximal long arm of chromosome 15 was found in both patients. The reassessment shows no insatiable appetite or obesity; normal size of hands and feet, minimal to no hypotension due to anamnesis or exploration and facial features that are not typical of Prader-Willi syndrome. The girls' facial appearance, however, was similar with slight hypertelorism. The similarity of these girls and the dissimilarity to Prader-Willi syndrome suggest another syndrome, possibly the result of the deletion of another 15q segment. The results of frequent, unprovoked, long-lasting ataxic laughing and facial movements are more in line with the diagnosis of Angelus syndrome.","[""severe intellectual disability"", ""intellectual disability"", ""seizures"", ""ataxia"", ""coordination"", ""insatiable appetite"", ""obesity"", ""hypotension"", ""facial expression"", ""hypertelorism"", ""ataxic"", "" ataxic movements "","" frequent, unprovoked and persistent laughing fits "","" laughing "","" facial expression "".]","['0002187', '0001249', '0001250', '0001251', '0002311', '0002591', '0001513', '0001252', '0001999', '0000316', '0001251', '0001251', '0000749', '0000748', '0001999']"
3740720,"Oto kidney syndrome dysplasia, often referred to as BOR syndrome, consists of full expression of conductive, sensorineural, or mixed hearing loss. pre-auricular fossae; atrial deformity; Cervical cavities, cysts or fistulas; and kidney malformations. The condition is inherited in an autosomal dominant manner. The results in three affected families are described and relevant genetic and clinical aspects are discussed. The potential severity of kidney and hearing disorders underlines the importance of early detection of this syndrome.","[""Kidney dysplasia"", ""Hearing loss"", ""Conductive hearing loss"", ""Conductive, sensorineural or mixed hearing loss"", ""Conductive, sensorineural hearing loss"", ""Pre-auricular pits"", ""Pits"", ""Sinuses"", lateral cervix. "","" Fistulas "","" kidney malformations "","" autosomal dominant "","" dominant "","" milie ""]","['0000110', '0000365', '0000405', '0000410', '0000407', '0004467', '0004467', '0000077', '0009794', '0000792', '0000006', '0000006', '0001056']"
3799714,"The family on which this report is based is of interest because it includes people with oto-renal syndrome (BOR) who have renal hypoplasia or malformations of the kidney or collection system, including duplication. only branch and ear anomalies; and obvious non-penetrability of the syndrome. This report provides evidence to support the hypothesis that, in some families, variable expressivity involves doubling the urine collection system in people with other manifestations of BOR syndrome, and in people with branch and ear abnormalities with apparently normal kidneys.","[""Kidney Hypoplasia"", ""Kidney Malformations or Collection System"", ""Kidney Malformations or Collection System Including Duplication"", ""Kidney Malformations"", ""Branched"", ""Ear Abnormalities"", ""No Penetrance. ',' Variable ',' Variable Expressivity. ',' Duplication of Urinary system. ',' Branch and ear abnormalities. ',' Ear abnormalities. ']","['0000089', '0004742', '0000081', '0000792', '0009794', '0000598', '0003829', '0003813', '0003828', '0000081', '0009794', '0000598']"
391043,"Short stature can be a component of brachydactyly C syndrome. We present a family in which the sentence shows brachydactyly-C, short stature and hip dysplasia.","['Short stature', 'brachydactyly C', 'brachydactyly', 'brachydactyly C', 'brachydactyly', 'short stature', 'hip dysplasia']","['0004322', '0009373', '0001156', '0009373', '0001156', '0004322', '0001385']"
3943073,Six patients with typical features of multiple basal cell nevus syndrome were examined cytogenetically using the Prometaphase G band and the C band. Three patients were from one family and the others were sporadic. No cytogenetic marker of the disease was identified using these techniques.,"[""Basal cell nevus syndrome"", ""Basal cell nevus"", ""sporadic"", ""sporadic cases"".]","['0002671', '0002671', '0003745', '0003745']"
4006277,"Oto kidney syndrome (BOR) is an evolutionary complex that occurs in various combinations of atrial fossa, branch cleft cysts, deafness and kidney abnormalities and is inherited as an autosomal dominant trait. This article describes a father and two children with BOR syndrome in whom two of them also experienced taste tear (GL) formation. The GL is considered a rare, non-hereditary type of innervation of the cranial end organ. Because tear stenosis, which can clinically simulate GL, is also a feature of BOR syndrome, future reports will require tear reflex and tube patency tests to define this variation in the BOR phenotype.","['Hearing pits', 'pits', 'branch fissures', 'branch fissure cysts', 'branch fissures', 'deafness', 'kidney anomalies', 'autosomal dominant', 'autosomal dominant'. ', ""dominant"", ""dominant characteristic"", ""taste tears"", ""innervation of the extreme cranial organ"", ""tear stenosis""]","['0004467', '0004467', '0009794', '0009796', '0009794', '0000404', '0000077', '0000006', '0000006', '0000006', '0000006', '0100274', '0001291', '0007925']"
509397,"We examined a series of 36 patients with basal cell nevus syndrome who were treated at the Roswell Park Memorial Institute between 1950 and 1978. A number of catastrophic complications have occurred in these patients. It is an uncontrolled basal cell epithelioma of the face that leads to death in young patients due to direct brain invasion through the orbit, paralysis of the facial nerve, two bilateral and two unilateral eye enucleations, as well as several severe facial mutilations. In three patients who experienced severe bradycardia and hypotension during general anesthesia, the planned surgery had to be postponed, and one patient with congenital hemiparesis was found to have a lack of internal carotid artery examination. A review of the syndrome complex with a recognition and management plan is presented.","['Basal cell nevus.', 'Basal cell epithelioma.', 'Basal cell epithelioma of the face.', 'Facial palsy.', 'Eye enucleations.', 'Facial mutilation.', 'Young people', 'Young patients', "" Bradycardia "","" hypotension "","" congenital hemiparesis "","" hemiparesis "","" lack of internal carotid artery "".]","['0002671', '0002671', '0000271', '0002008', '0000478', '0000271', '0003593', '0003593', '0001662', '0002615', '0001269', '0001269', '0005290']"
6261046,"17-year-old girl presents with an enlarged heart silhouette on a routine chest x-ray. After clinical evaluation, echocardiography and pericardiocentesis could not be diagnosed. The exploratory thoracotomy and biopsy revealed an unresectable left ventricular fibroid. The tumor continued to expand, causing ventricular arrhythmias. Therefore, a heart transplant was performed 2 years after the initial diagnosis. He is currently living well 18 months after the transplant.","['enlarged heart silhouette', 'left ventricular fibroma', 'tumor', 'ventricular arrhythmia']","['0001627', '0010617', '0002664', '0004308']"
6631421,"A 12-year-old girl who was referred to our surroundings for obesity and hip piphysiolysis showed signs of intellectual disability and bilateral thumb ankylosis. The fact that the mother was also affected by both signs led to more detailed genetic research. The latter showed that not only the daughter, the mother, but also her own mother and possibly the patient's sister, the grandmother and the great aunt delayed mild mildness, type A brachydactyly, signs of obesity and identical ankylosis of both thumbs . This vertical inheritance, which apparently affects women but is not associated with a high abortion rate, never seems to have been reported. The characteristics of this family are taken into account and discussed.","[""Adolescence"", ""Obesity"", ""Hip epiphysiolysis"", ""Mental retardation"", ""Thumb ankylosis"", ""Disability"", ""Slight dysmorphism"", ""Type A brachydactyly"", ""Obesity"", 'Ankylosis of both thumbs. ']","['0003593', '0001513', '0006461', '0001249', '0001172', '0001249', '0004675', '0009370', '0001513', '0001172']"
6741990,"The case of a child with sensorineural deafness, imperforate anus with rectovaginal fistula, hypoplastic thumb and congenital heart defect is presented. This pattern of congenital anomalies is similar to that described in patients with Townes-Brock syndrome, although the subject has features that were not previously described in this syndrome. It is proposed to expand the clinical spectrum of Townes-Brock syndrome to include congenital heart defects, atrial changes other than those described above, and abnormalities of other internal organs. The syndrome is an autosomal dominant feature. The present case can represent a de novo mutation.","[""sensorineural numbness"", ""numbness"", ""imperforate anus"", ""rectovaginal fistula"", ""hypoplastic thumb"", ""congenital heart defect"", ""congenital heart defect"", ""atrial changes"", ""abnormalities of other internal organs"", ""autosomal dominant "","" autosomal dominant "","" dominant "","" dominant "","" de Novo "","" de novo mutation "".]","['0000407', '0000404', '0002023', '0000143', '0009778', '0002564', '0002564', '0000383', '0000118', '0000006', '0000006', '0000006', '0000006', '0003745', '0003745']"
6823972,"No survival difference was observed between cultured basal cell nevus syndrome (SNBC) cells and normal controls after exposure of fibroblasts to ionizing radiation. The possible repair of fatal damage in SNBC cells, measured by experiments, was also no different from normal. Lymphocytes irradiated with G0 from SNBC patients were found to have a significantly higher level of X-ray-induced chromosomal aberrations than normal X-rays. However, this increase is small and, in conjunction with survival data, suggests that the increase in cell killing as a measure of unusual clinical radiation sensitivity is not the main effect of the SNBC gene.",['Basal cell nevus.'],['0002671']
6829601,"Two unrelated children (one man, the other woman) had unusual craniofacial abnormalities consisting of hemangiomatous cleft branches, labial pseudoclefts, and an identical unusual facial expression. One also had unilateral microphthalmia and both had congenital nasolacrimal duct obstruction. Two sporadic cases similar to those in the literature were also identified. These four cases form the basis for a new, clearly recognizable malformation pattern.","[""unusual craniofacial abnormalities"", ""craniofacial anomalies"", ""hemangiomatous gill slits"", ""branched"", ""gill slits"", ""slits"", ""labial pseudoclefts"", ""unusual facial appearance"", ""appearance"" facial treatment. ',' Microphthalmia ',' Constipation of the nasolacrimal duct. ',' sporadically ',' sporadically '.]","['0002004', '0002260', '0009794', '0009794', '0009794', '0009794', '0000159', '0002004', '0001999', '0000568', '0000579', '0003745', '0003745']"
6846397,We present the case of a man with oto-renal syndrome (BOR) and crossed kidney ectopia. Her three children were born with bilateral renal agenesis and the so-called Potter syndrome. This case shows the potential severity of renal abnormalities in BOR syndrome and the inadequacy of oligohydramnios and serum alpha-fetoprotein in mothers as methods for screening for renal agenesis. This case also strongly implies the need to carefully search for renal abnormalities in people with BOR syndrome and provide adequate advice on the possibility of fatal bilateral renal agenesis.,"['Renal ectopia', 'Bilateral renal agenesis',' Renal agenesis', 'Potter syndrome', 'Renal anomalies',' Oligohydramnios', 'Renal agenesis',' Renal anomalies', 'Bilateral renal agenesis. ',' Renal agenesis. ']","['0000086', '0010958', '0000104', '0002009', '0000077', '0001562', '0000104', '0000077', '0010958', '0000104']"
6882181,"We presented 9 subjects from 2 families with cerebral gigantism syndrome, seven of the patients also showed a baseline cell naevoid syndrome of the mandibular cyst. The previously undeclared neurological, radiological, somatic and biochemical properties of this association are described. Neurological symptoms included mild hydrocephalus, ventricular malformation, cerebellar syndrome, intracranial calcification, oculomotor abnormalities, EEG abnormalities, and rarely mild peripheral nerve abnormalities. A change in calcium metabolism appears to be an outstanding feature of the genetically determined non-progressive syndrome.","[""Cerebral Gigantism"", ""Mandibular Cyst"", ""Basal Cell Naevoid"", ""Hydrocephalus"", ""Ventricular Malformation"", ""Cerebellar Syndrome"", ""Intracranial Calcification"", ""Oculomotor Disorders"". EEG. ',' Peripheral nerve disorders', 'calcium metabolism', 'association']","['0002060', '0010603', '0002671', '0000238', '0002118', '0001317', '0002514', '0006860', '0002353', '0000759', '0004363', '0003680']"
6928117,"A family with pterygium popliteal syndrome is presented. The father was born with cleft palate and lower lip pits. Two of the three puppies showed extensive involvement of the palate, gums and lips with minimal involvement of the lower limbs, genitals and nails.","['Popliteal Pterygium.', 'Palate cleft.', 'Pits of the lower lips', 'Pits of the lips', 'Pits', 'Involvement of the palate, gums and lips.', 'Involvement of the palate.' , ""Lower extremity involvement"", ""Lower extremity involvement, genitals and nails"", ""Lower extremity involvement, genitals"".]","['0009756', '0000175', '0000196', '0000196', '0004467', '0000159', '0000174', '0002814', '0001597', '0000078']"
6964893,"Several family trees with 19 new cases of the Earpits-Deafness-Syndrome (McK + 12510) are presented [28]. The clinical findings from the audiometric and vestibular studies, the kidney function and configuration studies as well as the polymography studies of the labyrinth are mentioned and the results of the exploratory tympanotomies are discussed. The bibliography is checked and the features found in 138 cases and in our 19 cases are presented. Earpits-Deafness syndrome is an autosomal-dominant disorder in which affected persons can have sensorineural, conductive or mixed hearing loss, preauricular fossa, structural defects of the outer, middle and inner ear, lacrimal duct stenosis, knot fistula or cysts of the second and arches Kidney abnormalities ranging from mild hypoplasia to complete absence. Not all features of the syndrome are expressed in all gene carriers. Pits, gill slits and hearing loss are often expressed. The incidence of kidney malformations is higher, as already mentioned in the bibliography. The poor results of the exploratory tympanotomies are discussed. Based on personal observations and in the light of bibliographical data, it is claimed that BOR syndrome (oto-renal syndrome) [12, 30-32] and BO syndrome (syndrome dysplasia) are indeed the same affection . It is also claimed that separate syndromes cannot be distinguished depending on the type of hearing loss. Current knowledge of the syndrome is summarized based on the information available to the Genetic Council.","[""Ear holes"", ""Deafness"", ""Ear holes"", ""Deafness"", ""autosomal dominant"", ""autosomal dominant disorder"", ""dominant"", ""sensorineural, conductive or mixed hearing loss"", ""conductive or mixed hearing loss"", ""mixed Hearing loss "","" hearing loss "","" pre-auricular pits "","" pits "","" outer, middle and inner ear defects "","" tear duct stenosis "","" branched "","" branched fistula "","" knot fistula or cyst. "","" Fistula "","" Branch "","" Kidney Abnormalities "","" Pits "","" Branch Split "","" Branch Split "","" Split "","" Hearing Loss "","" Kidney Malformation "". ""Kidney Dysplasia"", ""Hearing Loss""]","['0004467', '0000404', '0004467', '0000404', '0000006', '0000006', '0000006', '0000407', '0000405', '0000410', '0000365', '0004467', '0004467', '0000359', '0007925', '0009794', '0009795', '0009796', '0009794', '0009794', '0000077', '0004467', '0009794', '0009794', '0009794', '0000365', '0000792', '0000110', '0000365']"
6973119,"The results of a systematic examination of the otological aspects in 13 cases of the Earpit Deafness syndrome are described. Audiometric, radiological and vestibular findings are discussed as well as the results of exploratory tympanotomies with and without stapedectomies as well as the results published in the bibliography. No convincing explanation is given for the poor results of exploratory tympanotomies in mixed hearing loss. A successful exploratory tympanotomy can be expected if the hearing loss is limited to stapes conduction and ankylosis or if an interruption of the ossicular chain is suspected.","['Auricle', 'deafness', 'mixed hearing loss', 'hearing loss', 'hearing loss', 'conduction', 'stapes ankylosis', 'ossicular chain shutdown']","['0004467', '0000404', '0000410', '0000365', '0000365', '0000405', '0000381', '0004452']"
