OMIM ID,Disease,Symptoms from Wikipedia,HPO Codes
248300,Meleda disease,"Skin on the palms of hands and soles of feet have dry, thick patches which progress slowly. The skin that is affected may look red in color and then start becoming abnormally thick and scaly. After birth it usually is obvious whether a child is affected with this disease because the hands or feet will appear to be peeling and could be red in color. There is not much variation in this disease besides the skin how red the skin will turn and how much skin will turn thicker. The skin that is affected on the hands and feet can start to look like the affected person is wearing gloves or socks, this is because the affected area on the hands and feet go up to the wrists and ankles, respectively.Other symptoms can include excessive sweating due to the thick skin affecting sweat glands on the skin; this excessive sweating can cause a person to have bad odor. Severity of symptoms could increase as a person gets older.","['HP:0000153', 'HP:0000975', 'HP:0001156', 'HP:0001598', 'HP:0001805', 'HP:0001808', 'HP:0007390', 'HP:0007435', 'HP:0007553', 'HP:0008064', 'HP:0008392', 'HP:0010783']"
309350,Melnick–Needles syndrome,,"['HP:0000071', 'HP:0000076', 'HP:0000126', 'HP:0000175', 'HP:0000270', 'HP:0000274', 'HP:0000293', 'HP:0000316', 'HP:0000324', 'HP:0000336', 'HP:0000347', 'HP:0000365', 'HP:0000400', 'HP:0000403', 'HP:0000472', 'HP:0000486', 'HP:0000520', 'HP:0000684', 'HP:0000692', 'HP:0000767', 'HP:0000772', 'HP:0000774', 'HP:0000882', 'HP:0000894', 'HP:0000944', 'HP:0001270', 'HP:0001288', 'HP:0001377', 'HP:0001508', 'HP:0001539', 'HP:0001609', 'HP:0001634', 'HP:0001671', 'HP:0001704', 'HP:0001762', 'HP:0001763', 'HP:0002007', 'HP:0002092', 'HP:0002093', 'HP:0002205', 'HP:0002208', 'HP:0002650', 'HP:0002673', 'HP:0002751', 'HP:0002827', 'HP:0002857', 'HP:0002879', 'HP:0002982', 'HP:0003015', 'HP:0003103', 'HP:0003172', 'HP:0004322', 'HP:0004493', 'HP:0004611', 'HP:0005446', 'HP:0005692', 'HP:0005792', 'HP:0006487', 'HP:0009771', 'HP:0009882', 'HP:0010230', 'HP:0010306', 'HP:0011335']"
607174,Meningioma,"Small tumors (e.g., < 2.0 cm) usually are incidental findings at autopsy without having caused symptoms. Larger tumors may cause symptoms, depending on the size and location.

Focal seizures may be caused by meningiomas that overlie the cerebrum.
Progressive spastic weakness in legs and incontinence may be caused by tumors that overlie the parasagittal frontoparietal region.
Tumors of the Sylvian aqueduct may cause myriad motor, sensory, aphasic, and seizure symptoms, depending on the location.
Increased intracranial pressure eventually occurs, but is less frequent than in gliomas.
Diplopia (Double vision) or uneven pupil size may be symptoms if related pressure causes a third and/or sixth nerve palsy.",['HP:0002858']
309400,Menkes disease,"Affected infants may be born prematurely. Signs and symptoms appear during infancy, typically after a two- to three-month period of normal or slightly slowed development that is followed by a loss of early developmental skills and subsequent developmental delay. Patients exhibit hypotonia (weak muscle tone), failure to thrive, hypothermia (subnormal body temperature), sagging facial features, seizures, and metaphyseal widening. Hair appears strikingly peculiar: kinky, colorless or silvery, and brittle. There can be extensive neurodegeneration in the gray matter of the brain. Arteries in the brain can also be twisted with frayed and split inner walls. This can lead to rupture or blockage of the arteries. Weakened bones (osteoporosis) may result in fractures.
Occipital horn syndrome (sometimes called X-linked cutis laxa or Ehlers-Danlos type 9) is a mild form of Menkes syndrome that begins in early to middle childhood. It is characterized by calcium deposits in a bone at the base of the skull (occipital bone), coarse hair, and loose skin and joints.","['HP:0000015', 'HP:0000023', 'HP:0000174', 'HP:0000248', 'HP:0000252', 'HP:0000269', 'HP:0000271', 'HP:0000293', 'HP:0000298', 'HP:0000347', 'HP:0000708', 'HP:0000767', 'HP:0000774', 'HP:0000934', 'HP:0000939', 'HP:0000944', 'HP:0000958', 'HP:0000973', 'HP:0000974', 'HP:0000987', 'HP:0001010', 'HP:0001072', 'HP:0001249', 'HP:0001250', 'HP:0001252', 'HP:0001257', 'HP:0001276', 'HP:0001290', 'HP:0001324', 'HP:0001388', 'HP:0001511', 'HP:0001537', 'HP:0001943', 'HP:0002017', 'HP:0002024', 'HP:0002045', 'HP:0002072', 'HP:0002170', 'HP:0002224', 'HP:0002239', 'HP:0002376', 'HP:0002617', 'HP:0002645', 'HP:0002754', 'HP:0002757', 'HP:0003016', 'HP:0004322', 'HP:0005054', 'HP:0005293', 'HP:0005344', 'HP:0005599', 'HP:0005692', 'HP:0006487', 'HP:0006579', 'HP:0007420', 'HP:0008070', 'HP:0008368', 'HP:0008872', 'HP:0010318', 'HP:0012378', 'HP:0100545', 'HP:0100777', 'HP:0100790', 'HP:0100806']"
300749,Mental retardation and microcephaly with pontine and cerebellar hypoplasia,,"['HP:0000218', 'HP:0000252', 'HP:0000253', 'HP:0000286', 'HP:0000300', 'HP:0000316', 'HP:0000337', 'HP:0000343', 'HP:0000347', 'HP:0000365', 'HP:0000400', 'HP:0000407', 'HP:0000426', 'HP:0000431', 'HP:0000455', 'HP:0000486', 'HP:0000505', 'HP:0000518', 'HP:0000543', 'HP:0000545', 'HP:0000567', 'HP:0000609', 'HP:0000639', 'HP:0000648', 'HP:0000966', 'HP:0001090', 'HP:0001250', 'HP:0001257', 'HP:0001263', 'HP:0001276', 'HP:0001288', 'HP:0001290', 'HP:0001321', 'HP:0001324', 'HP:0001344', 'HP:0001347', 'HP:0001508', 'HP:0001999', 'HP:0002063', 'HP:0002120', 'HP:0002198', 'HP:0002342', 'HP:0002536', 'HP:0002650', 'HP:0003196', 'HP:0004322', 'HP:0004325', 'HP:0007227', 'HP:0008897', 'HP:0008936', 'HP:0011344']"
156250,Metachondromatosis,,"['HP:0000944', 'HP:0001367', 'HP:0002653', 'HP:0005655', 'HP:0005701', 'HP:0005930', 'HP:0006487', 'HP:0006824', 'HP:0010885', 'HP:0100777']"
250100,Metachromatic leukodystrophy,"Like many other genetic disorders that affect lipid metabolism, there are several forms of MLD, which are late infantile, juvenile, and adult.

In the late infantile form, which is the most common form of MLD (50–60%), affected children begin having difficulty walking after the first year of life, usually at 15–24 months. Symptoms include muscle wasting and weakness, muscle rigidity, developmental delays, progressive loss of vision leading to blindness, convulsions, impaired swallowing, paralysis, and dementia. Children may become comatose. Untreated, most children with this form of MLD die by age 5, often much sooner.
Children with the juvenile form of MLD (onset between 3 and 10 years of age) usually begin with impaired school performance, mental deterioration, and dementia, then develop symptoms similar to the late infantile form but with slower progression. Age of death is variable, but normally within 10 to 15 years of symptom onset. Some patients can live for several decades after onset.
The adult form commonly begins after age 16 often with an onset in the 4th or 5th decade of life and presents  as a psychiatric disorder or progressive dementia. Adult-onset MLD usually progresses more slowly than the late infantile and juvenile forms, with a protracted course of a decade or more.Palliative care can help with many of the symptoms and usually improves quality of life and longevity.
Carriers have low enzyme levels compared to their family population (""normal"" levels vary from family to family) but even low enzyme levels are adequate to process the body's sulfatide.","['HP:0000020', 'HP:0000648', 'HP:0000649', 'HP:0000712', 'HP:0000736', 'HP:0000738', 'HP:0000746', 'HP:0000762', 'HP:0001082', 'HP:0001249', 'HP:0001250', 'HP:0001251', 'HP:0001252', 'HP:0001257', 'HP:0001260', 'HP:0001265', 'HP:0001268', 'HP:0001283', 'HP:0001288', 'HP:0001290', 'HP:0001324', 'HP:0001332', 'HP:0001347', 'HP:0001939', 'HP:0002072', 'HP:0002080', 'HP:0002312', 'HP:0002359', 'HP:0002371', 'HP:0002376', 'HP:0002415', 'HP:0002445', 'HP:0002500', 'HP:0002510', 'HP:0002922', 'HP:0003270', 'HP:0003444', 'HP:0003445', 'HP:0003487', 'HP:0004343', 'HP:0005609', 'HP:0007133', 'HP:0007240', 'HP:0007272', 'HP:0007663', 'HP:0008619', 'HP:0011096', 'HP:0012433', 'HP:0025013', 'HP:0030081', 'HP:0031358']"
156400,"Metaphyseal chondrodysplasia, Murk Jansen type",,"['HP:0000121', 'HP:0000248', 'HP:0000316', 'HP:0000347', 'HP:0000365', 'HP:0000452', 'HP:0000453', 'HP:0000520', 'HP:0000692', 'HP:0000773', 'HP:0000829', 'HP:0000938', 'HP:0002148', 'HP:0002150', 'HP:0002515', 'HP:0002737', 'HP:0002756', 'HP:0003021', 'HP:0003026', 'HP:0003072', 'HP:0003109', 'HP:0003155', 'HP:0003273', 'HP:0003510', 'HP:0004209', 'HP:0004676', 'HP:0005871', 'HP:0006380', 'HP:0006487', 'HP:0100759']"
610377,Mevalonic aciduria,,"['HP:0000239', 'HP:0000252', 'HP:0000268', 'HP:0000325', 'HP:0000358', 'HP:0000368', 'HP:0000369', 'HP:0000494', 'HP:0000518', 'HP:0000592', 'HP:0000639', 'HP:0000969', 'HP:0000988', 'HP:0001249', 'HP:0001250', 'HP:0001251', 'HP:0001252', 'HP:0001263', 'HP:0001272', 'HP:0001290', 'HP:0001508', 'HP:0001744', 'HP:0001873', 'HP:0001974', 'HP:0002013', 'HP:0002014', 'HP:0002059', 'HP:0002073', 'HP:0002120', 'HP:0002335', 'HP:0002716', 'HP:0002750', 'HP:0002751', 'HP:0002829', 'HP:0002910', 'HP:0003236', 'HP:0004322', 'HP:0004819', 'HP:0006268', 'HP:0006564', 'HP:0012072', 'HP:0012282', 'HP:0025356', 'HP:0032638', 'HP:0410246']"
210720,Microcephalic osteodysplastic primordial dwarfism type II,,"['HP:0000047', 'HP:0000055', 'HP:0000252', 'HP:0000278', 'HP:0000293', 'HP:0000340', 'HP:0000369', 'HP:0000407', 'HP:0000426', 'HP:0000430', 'HP:0000431', 'HP:0000448', 'HP:0000494', 'HP:0000540', 'HP:0000582', 'HP:0000691', 'HP:0000774', 'HP:0000826', 'HP:0000882', 'HP:0000890', 'HP:0000944', 'HP:0000957', 'HP:0000958', 'HP:0001053', 'HP:0001156', 'HP:0001249', 'HP:0001250', 'HP:0001263', 'HP:0001297', 'HP:0001377', 'HP:0001508', 'HP:0001511', 'HP:0001601', 'HP:0001611', 'HP:0001620', 'HP:0001631', 'HP:0001643', 'HP:0001903', 'HP:0001956', 'HP:0002079', 'HP:0002119', 'HP:0002205', 'HP:0002209', 'HP:0002213', 'HP:0002617', 'HP:0002650', 'HP:0002690', 'HP:0002750', 'HP:0002777', 'HP:0002812', 'HP:0002866', 'HP:0002982', 'HP:0002983', 'HP:0002986', 'HP:0003015', 'HP:0003031', 'HP:0003100', 'HP:0003275', 'HP:0003498', 'HP:0004209', 'HP:0004944', 'HP:0005692', 'HP:0005819', 'HP:0005930', 'HP:0005978', 'HP:0006297', 'HP:0006461', 'HP:0006587', 'HP:0006645', 'HP:0007018', 'HP:0007402', 'HP:0007565', 'HP:0008551', 'HP:0008897', 'HP:0009193', 'HP:0009804', 'HP:0009882', 'HP:0009906', 'HP:0010034', 'HP:0010579', 'HP:0010583', 'HP:0011834', 'HP:0045025', 'HP:0100263', 'HP:0100545', 'HP:0100659', 'HP:0100840']"
251850,Microvillus inclusion disease,,"['HP:0000121', 'HP:0000989', 'HP:0001263', 'HP:0001510', 'HP:0001942', 'HP:0001944', 'HP:0002014', 'HP:0002242', 'HP:0003270', 'HP:0004385', 'HP:0004395', 'HP:0011106', 'HP:0011472', 'HP:0011473', 'HP:0012211']"
264750,Miller syndrome,,[]
276300,Mismatch repair cancer syndrome,,"['HP:0000957', 'HP:0000997', 'HP:0001034', 'HP:0001274', 'HP:0001438', 'HP:0001909', 'HP:0002282', 'HP:0002665', 'HP:0002671', 'HP:0002859', 'HP:0002885', 'HP:0002888', 'HP:0003006', 'HP:0009592', 'HP:0012174']"
252011,Mitochondrial complex II deficiency,"Mitochondrial complex II deficiency affects the body's mitochondria and can have a variety of presentations. In some cases, the brain, heart, liver, kidneys, and muscles are affected, while in other cases, only the heart and muscles are affected with adult onset. Common symptoms include the Babinski sign, muscle weakness, distal amyotrophy (muscle wasting of the limbs), developmental regression (loss of developmental milestones), and being easy to fatigue.","['HP:0000076', 'HP:0000315', 'HP:0000478', 'HP:0000505', 'HP:0000508', 'HP:0000544', 'HP:0000580', 'HP:0000602', 'HP:0000618', 'HP:0000639', 'HP:0000648', 'HP:0000726', 'HP:0000737', 'HP:0001250', 'HP:0001251', 'HP:0001257', 'HP:0001270', 'HP:0001285', 'HP:0001290', 'HP:0001319', 'HP:0001324', 'HP:0001332', 'HP:0001336', 'HP:0001347', 'HP:0001371', 'HP:0001511', 'HP:0001626', 'HP:0001639', 'HP:0001644', 'HP:0001712', 'HP:0001824', 'HP:0002123', 'HP:0002151', 'HP:0002313', 'HP:0002333', 'HP:0002352', 'HP:0002359', 'HP:0002376', 'HP:0002421', 'HP:0002474', 'HP:0003200', 'HP:0003202', 'HP:0003324', 'HP:0003388', 'HP:0003487', 'HP:0003508', 'HP:0003510', 'HP:0003546', 'HP:0003693', 'HP:0003701', 'HP:0003756', 'HP:0004322', 'HP:0004897', 'HP:0005150', 'HP:0005162', 'HP:0006380', 'HP:0006801', 'HP:0006895', 'HP:0006957', 'HP:0006980', 'HP:0007083', 'HP:0007272', 'HP:0007350', 'HP:0007663', 'HP:0008314', 'HP:0008316', 'HP:0008872', 'HP:0011166', 'HP:0011343', 'HP:0012240', 'HP:0012817', 'HP:0025191', 'HP:0030682', 'HP:0040196', 'HP:0100543']"
254130,Miyoshi myopathy,,"['HP:0002460', 'HP:0003236', 'HP:0003551', 'HP:0003560', 'HP:0003693', 'HP:0003791', 'HP:0007340', 'HP:0009072', 'HP:0010546', 'HP:0040083', 'HP:0200101']"
304700,Mohr–Tranebjærg syndrome,,"['HP:0000375', 'HP:0000399', 'HP:0000407', 'HP:0000408', 'HP:0000505', 'HP:0000512', 'HP:0000545', 'HP:0000551', 'HP:0000572', 'HP:0000603', 'HP:0000613', 'HP:0000648', 'HP:0000649', 'HP:0000708', 'HP:0000726', 'HP:0000751', 'HP:0000763', 'HP:0001133', 'HP:0001257', 'HP:0001260', 'HP:0001268', 'HP:0001332', 'HP:0001337', 'HP:0001347', 'HP:0001751', 'HP:0002015', 'HP:0002172', 'HP:0002186', 'HP:0002283', 'HP:0002340', 'HP:0002362', 'HP:0002533', 'HP:0002540', 'HP:0002659', 'HP:0003487', 'HP:0004373', 'HP:0004432', 'HP:0004463', 'HP:0006801', 'HP:0007018', 'HP:0007256', 'HP:0007325', 'HP:0007377', 'HP:0007663', 'HP:0008596', 'HP:0009830', 'HP:0011448', 'HP:0011951', 'HP:0011999', 'HP:0012048', 'HP:0100704']"
158000,Monilethrix,,"['HP:0000164', 'HP:0000499', 'HP:0000518', 'HP:0000534', 'HP:0001006', 'HP:0001249', 'HP:0001596', 'HP:0001597', 'HP:0002164', 'HP:0002213', 'HP:0002217', 'HP:0002232', 'HP:0002299', 'HP:0007468', 'HP:0007502', 'HP:0008070', 'HP:0008404', 'HP:0010719', 'HP:0032152', 'HP:0100543', 'HP:0100753']"
235730,Mowat–Wilson syndrome,,"['HP:0000028', 'HP:0000047', 'HP:0000048', 'HP:0000076', 'HP:0000077', 'HP:0000078', 'HP:0000086', 'HP:0000126', 'HP:0000175', 'HP:0000176', 'HP:0000194', 'HP:0000204', 'HP:0000218', 'HP:0000232', 'HP:0000252', 'HP:0000286', 'HP:0000307', 'HP:0000315', 'HP:0000316', 'HP:0000348', 'HP:0000358', 'HP:0000378', 'HP:0000403', 'HP:0000431', 'HP:0000482', 'HP:0000486', 'HP:0000490', 'HP:0000494', 'HP:0000508', 'HP:0000518', 'HP:0000534', 'HP:0000565', 'HP:0000567', 'HP:0000568', 'HP:0000612', 'HP:0000639', 'HP:0000684', 'HP:0000687', 'HP:0000692', 'HP:0000750', 'HP:0000767', 'HP:0000768', 'HP:0001182', 'HP:0001250', 'HP:0001252', 'HP:0001270', 'HP:0001273', 'HP:0001274', 'HP:0001290', 'HP:0001344', 'HP:0001627', 'HP:0001629', 'HP:0001631', 'HP:0001636', 'HP:0001642', 'HP:0001643', 'HP:0001822', 'HP:0001869', 'HP:0002007', 'HP:0002013', 'HP:0002019', 'HP:0002021', 'HP:0002079', 'HP:0002119', 'HP:0002120', 'HP:0002213', 'HP:0002251', 'HP:0002307', 'HP:0002558', 'HP:0003270', 'HP:0003720', 'HP:0004322', 'HP:0004362', 'HP:0004415', 'HP:0004961', 'HP:0005274', 'HP:0006101', 'HP:0007048', 'HP:0007360', 'HP:0007370', 'HP:0008572', 'HP:0009748', 'HP:0009765', 'HP:0009909', 'HP:0009918', 'HP:0010059', 'HP:0010761', 'HP:0010864', 'HP:0011229', 'HP:0012372', 'HP:0012429', 'HP:0025100', 'HP:0030680', 'HP:0040082', 'HP:0100490']"
191900,Muckle–Wells syndrome,"Sensorineural deafness
Recurrent urticaria (hives)
Fevers
Chills
Arthralgia (painful joints)","['HP:0000078', 'HP:0000083', 'HP:0000100', 'HP:0000112', 'HP:0000153', 'HP:0000174', 'HP:0000256', 'HP:0000365', 'HP:0000366', 'HP:0000408', 'HP:0000501', 'HP:0000509', 'HP:0000554', 'HP:0000648', 'HP:0000823', 'HP:0000951', 'HP:0000988', 'HP:0001025', 'HP:0001369', 'HP:0001543', 'HP:0001608', 'HP:0001744', 'HP:0001761', 'HP:0001769', 'HP:0001903', 'HP:0001917', 'HP:0001939', 'HP:0001945', 'HP:0001954', 'HP:0001974', 'HP:0002027', 'HP:0002091', 'HP:0002240', 'HP:0002633', 'HP:0002829', 'HP:0003326', 'HP:0003565', 'HP:0004299', 'HP:0004322', 'HP:0006824', 'HP:0008064', 'HP:0011107', 'HP:0100490', 'HP:0100534']"
252650,Mucolipidosis IV,"Most patients with ML IV show psychomotor retardation (i.e., delayed development of movement and coordination), corneal opacity, retinal degeneration and other ophthalmological abnormalities. Other symptoms include agenesis of the corpus callosum, iron deficiency resulting from an absence of acid secretion in the stomach, achlorhydria. Achlorhydria in these patients results in an increase in blood gastrin levels. These symptoms typically manifest early in life (within the first year). After disease onset there occurs a period of stability, typically lasting two to three decades during which very little disease progression occurs.","['HP:0000232', 'HP:0000252', 'HP:0000280', 'HP:0000486', 'HP:0000488', 'HP:0000505', 'HP:0000512', 'HP:0000546', 'HP:0000613', 'HP:0000639', 'HP:0000648', 'HP:0000654', 'HP:0000691', 'HP:0000708', 'HP:0000982', 'HP:0001249', 'HP:0001251', 'HP:0001252', 'HP:0001263', 'HP:0001272', 'HP:0001288', 'HP:0001290', 'HP:0001332', 'HP:0001344', 'HP:0001347', 'HP:0001438', 'HP:0002344', 'HP:0002353', 'HP:0002510', 'HP:0002816', 'HP:0003487', 'HP:0004345', 'HP:0004422', 'HP:0005105', 'HP:0006989', 'HP:0007266', 'HP:0007281', 'HP:0007703', 'HP:0007759', 'HP:0007957', 'HP:0010318', 'HP:0011020', 'HP:0032448', 'HP:0500167']"
607014,Mucopolysaccharidosis Ih,"Children with Hurler syndrome may appear normal at birth and develop symptoms over the first years of life. Symptoms vary between patients.
One of the first abnormalities that may be detected is coarsening of the facial features; these symptoms can begin at 3-6 months of age. The head can be large with prominent frontal bones. The skull can be elongated. The nose can have a flattened nasal bridge with continuous nasal discharge. The eye sockets may be widely spaced, and the eyes may protrude from the skull. The lips can be large, and affected children may hold their jaws open constantly. Skeletal abnormalities occur by about age 6 months, but may not be clinically obvious until 10-14 months. Patients may experience debilitating spine and hip deformities, carpal tunnel syndrome, and joint stiffness. Patients may be normal height in infancy, but stop growing by the age of 2 years. They may not reach a height of greater than 4 feet.
Other early symptoms may include inguinal and umbilical hernias. These may be present at birth, or they may develop within the first months of life. Clouding of the cornea and retinal degeneration may occur within the first year of life, leading to blindness. Enlarged liver and spleen are common. There is no organ dysfunction, but GAG deposition in these organs may lead to a massive increase in size. Patients may also have diarrhea. Aortic valve disease may occur. 
Airway obstruction is frequent, usually secondary to abnormal cervical vertebrae. Upper and lower respiratory tract infections can be frequent.
Developmental delay may become apparent by age 1-2 years, with a maximum functional age of 2-4 years. Progressive deterioration follows. Most children develop limited language capabilities. Death usually occurs by age 10.","['HP:0000023', 'HP:0000158', 'HP:0000212', 'HP:0000232', 'HP:0000238', 'HP:0000256', 'HP:0000268', 'HP:0000280', 'HP:0000293', 'HP:0000365', 'HP:0000431', 'HP:0000455', 'HP:0000463', 'HP:0000470', 'HP:0000488', 'HP:0000501', 'HP:0000546', 'HP:0000574', 'HP:0000691', 'HP:0000716', 'HP:0000772', 'HP:0000822', 'HP:0000889', 'HP:0000894', 'HP:0000924', 'HP:0000940', 'HP:0000943', 'HP:0001000', 'HP:0001007', 'HP:0001249', 'HP:0001252', 'HP:0001263', 'HP:0001371', 'HP:0001376', 'HP:0001387', 'HP:0001433', 'HP:0001510', 'HP:0001537', 'HP:0001638', 'HP:0001653', 'HP:0001654', 'HP:0001659', 'HP:0001681', 'HP:0001706', 'HP:0001744', 'HP:0002007', 'HP:0002028', 'HP:0002180', 'HP:0002205', 'HP:0002230', 'HP:0002240', 'HP:0002313', 'HP:0002344', 'HP:0002360', 'HP:0002650', 'HP:0002652', 'HP:0002673', 'HP:0002680', 'HP:0002808', 'HP:0002869', 'HP:0003134', 'HP:0003275', 'HP:0003311', 'HP:0003320', 'HP:0003416', 'HP:0003468', 'HP:0003541', 'HP:0004322', 'HP:0004490', 'HP:0004586', 'HP:0005019', 'HP:0005280', 'HP:0005930', 'HP:0007256', 'HP:0007759', 'HP:0007957', 'HP:0008155', 'HP:0008802', 'HP:0009811', 'HP:0011400', 'HP:0011968', 'HP:0012185', 'HP:0012384', 'HP:0012471', 'HP:0030812', 'HP:0040129', 'HP:0100021', 'HP:0100490', 'HP:0100729', 'HP:0100765', 'HP:0100790', 'HP:0410018']"
607016,Mucopolysaccharidosis Is,"The symptoms of Scheie syndrome are variable, but are milder than Hurler Syndrome. Symptoms may begin to appear by age 5, but affected children are often not diagnosed until after age 10. Patients with Scheie Syndrome may have normal intelligence, or they may have mild learning impairments or psychiatric problems. Glaucoma, retinal degeneration, and clouded corneas may cause visual impairments. Aortic valve disease may be present, along with carpal tunnel syndrome, deformed hands and feet, stiff joints, or sleep apnea. People with Scheie syndrome may live into adulthood.","['HP:0000154', 'HP:0000232', 'HP:0000280', 'HP:0000283', 'HP:0000293', 'HP:0000303', 'HP:0000407', 'HP:0000445', 'HP:0000470', 'HP:0000501', 'HP:0000546', 'HP:0000924', 'HP:0000943', 'HP:0001249', 'HP:0001376', 'HP:0001387', 'HP:0001650', 'HP:0001659', 'HP:0001744', 'HP:0001761', 'HP:0002240', 'HP:0002313', 'HP:0002341', 'HP:0002857', 'HP:0002870', 'HP:0003134', 'HP:0003302', 'HP:0003541', 'HP:0005280', 'HP:0007957', 'HP:0008155', 'HP:0012185', 'HP:0012384', 'HP:0012471', 'HP:0040129', 'HP:0100021']"
601492,Mucopolysaccharidosis type IX,,"['HP:0000176', 'HP:0000193', 'HP:0000403', 'HP:0000951', 'HP:0001367', 'HP:0002159', 'HP:0003170', 'HP:0004322', 'HP:0005280', 'HP:0012069']"
253220,Mucopolysaccharidosis VII,"The most severe cases of Sly syndrome can result in hydrops fetalis, which results in fetal death or death soon after birth. Some people with Sly syndrome may begin to have symptoms in early childhood. Symptoms can include an enlarged head, fluid buildup in the brain, coarse facial features, enlarged tongue, enlarged liver, enlarged spleen, problems with the heart valves, and abdominal hernias. People with Sly syndrome may also suffer from sleep apnea, frequent lung infections, and problems with vision secondary to cloudy corneas. Sly syndrome causes various musculoskeletal abnormalities that worsen with age. These can include short stature, joint deformities, dysostosis multiplex, spinal stenosis, and carpal tunnel syndrome.While some individuals have developmental delay, others may have normal intelligence. However, the accumulation of GAGs in the brain usually leads to the slowing of development from ages 1–3, and then a loss of previously learned skills until death.","['HP:0000023', 'HP:0000164', 'HP:0000212', 'HP:0000238', 'HP:0000256', 'HP:0000280', 'HP:0000365', 'HP:0000470', 'HP:0000574', 'HP:0000687', 'HP:0000768', 'HP:0000926', 'HP:0000943', 'HP:0001004', 'HP:0001007', 'HP:0001249', 'HP:0001252', 'HP:0001371', 'HP:0001387', 'HP:0001508', 'HP:0001537', 'HP:0001541', 'HP:0001638', 'HP:0001654', 'HP:0001744', 'HP:0001762', 'HP:0001789', 'HP:0001840', 'HP:0002103', 'HP:0002159', 'HP:0002180', 'HP:0002205', 'HP:0002240', 'HP:0002465', 'HP:0002650', 'HP:0002680', 'HP:0002788', 'HP:0002857', 'HP:0003272', 'HP:0003311', 'HP:0003375', 'HP:0003541', 'HP:0004322', 'HP:0004607', 'HP:0005019', 'HP:0005619', 'HP:0005952', 'HP:0006119', 'HP:0007957', 'HP:0008155', 'HP:0008301', 'HP:0008430', 'HP:0008807', 'HP:0008897', 'HP:0010655', 'HP:0012115', 'HP:0012368', 'HP:0100026', 'HP:0100625']"
602849,Muenke syndrome,"Many people with this disorder have a premature fusion of skull bones along the coronal suture. Not every case has had craniosynostosis however. Other parts of the skull may be malformed as well. This will usually cause an abnormally shaped head, wide-set eyes, low set ears and flattened cheekbones in these patients. About 5 percent of affected individuals have an enlarged head (macrocephaly). There may also be associated hearing loss in 10-33% of cases and it is important for affected individuals to have hearing tests to check on the possibility of a problem. They can lose about 33-100% of hearing.Most people with this condition have normal intellect, but developmental delay and learning disabilities are possible. The signs and symptoms of Muenke syndrome vary among affected people, and some findings overlap with those seen in other craniosynostosis syndromes. Between 6 percent and 7 percent of people with the gene mutation associated with Muenke syndrome do not have any of the characteristic features of the disorder.","['HP:0000002', 'HP:0000218', 'HP:0000238', 'HP:0000248', 'HP:0000256', 'HP:0000272', 'HP:0000294', 'HP:0000316', 'HP:0000365', 'HP:0000403', 'HP:0000407', 'HP:0000486', 'HP:0000494', 'HP:0000508', 'HP:0000520', 'HP:0000646', 'HP:0000689', 'HP:0001034', 'HP:0001053', 'HP:0001156', 'HP:0001241', 'HP:0001249', 'HP:0001250', 'HP:0001263', 'HP:0001357', 'HP:0001773', 'HP:0002516', 'HP:0002676', 'HP:0002705', 'HP:0003795', 'HP:0004279', 'HP:0004440', 'HP:0005599', 'HP:0005819', 'HP:0006193', 'HP:0007018', 'HP:0008368', 'HP:0009466', 'HP:0009702', 'HP:0010055', 'HP:0010230', 'HP:0010579', 'HP:0011304', 'HP:0011800', 'HP:0030084', 'HP:0032569']"
158320,Muir–Torre syndrome,"Muir–Torre syndrome is characterized by both:
At least a single sebaceous gland tumor (either an adenoma, an epithelioma, or a carcinoma)
A minimum of one internal malignancyThe Amsterdam criteria are frequently used to diagnose Lynch syndrome and Muir–Torre syndrome. They include the following:

3 or more relatives with an HNPCC-associated cancer (i.e., colorectal, cancer of the endometrium, small bowel, ureter, or renal pelvis)
2 or more successive generations affected by cancer
1 or more persons with cancer is a first-degree relative of the other 2, at least 1 case of colorectal cancer younger than age 50 years, a diagnosis of familial adenomatous polyposis has been excluded, tumors are verified by histologic examinationMuir–Torre syndrome is a genetic condition. Mutations in MLH1 and MSH2 are linked with the disease. These genes code for DNA mismatch repair genes, and mutations increase the risk of developing cancerous qualities.Many patients who have sebaceous neoplasms with mutations in MSH2 and MLH1 do not in fact have Muir–Torre syndrome. The Mayo Muir–Torre risk score was devised to improve the positive predictive value of immunohistochemistry and reduce the false positive rate. 
The Mayo Muir–Torre Risk score assigns points based several characteristics. A score of 2 or greater has a high positive predictive value of Muir–Torre syndrome. A score of 1 or lower is less likely to be Muir–Torre syndrome.Age of onset of first sebaceous neoplasm: <60 years = 1 point, otherwise 0 points
Total number of sebaceous neoplasms: 1 = 0 points, >2 = 2 points.
Personal history of Lynch related cancers: No = 0 points, Yes = 1 point 
Family history of Lynch-related cancer: No = 0 points, Yes = 1 point
The most common internal malignancies associated with Muir–Torre syndrome are: Colorectal (56%), Urogenital (22%), Small Intestine (4%), and Breast (4%). A variety of other internal malignancies have been reported.","['HP:0002253', 'HP:0002671', 'HP:0002896', 'HP:0003002', 'HP:0003003', 'HP:0004377', 'HP:0006719', 'HP:0006753', 'HP:0006758', 'HP:0006771', 'HP:0006778', 'HP:0008069', 'HP:0009720', 'HP:0009726', 'HP:0012114', 'HP:0012118', 'HP:0030410', 'HP:0030731', 'HP:0100684']"
