TA_start,TA_end,TA_symptoms,TA_scores,TA_is_negated,TA_HPO_codes,jaccard_score
"['69', '169', '300']","['93', '187', '326']","['shortening of long bones', 'hypoplasia of ulna', 'Hypoplasia of the mandible']","[0.78, 0.81, 0.88]","[False, False, False]","['HP:0003026', 'HP:0003022', 'HP:0009118']",0.038461538461538464
"['111', '133', '143', '157', '188', '217', '264', '312', '327', '454', '474']","['131', '141', '155', '166', '215', '228', '299', '316', '348', '472', '478']","['feeding difficulties', 'lethargy', 'hypoglycemia', 'hypotonia', 'abnormalities in the retina', 'Muscle pain', 'abnormalities in the nervous system', 'arms', 'peripheral neuropathy', 'breathing problems', 'coma']","[0.98, 0.99, 1.0, 0.7, 0.66, 0.93, 0.56, 0.9, 0.98, 0.76, 1.0]","[False, False, False, False, False, False, False, False, False, False, False]","['HP:0011968', 'HP:0001254', 'HP:0001943', 'HP:0001252', 'HP:0000479', 'HP:0003326', 'HP:0000707', 'HP:0006779', 'HP:0009830', 'HP:0002795', 'HP:0001259']",0.11428571428571428
"['37', '76', '96', '131', '172', '277', '286', '294', '329']","['55', '93', '109', '144', '212', '285', '293', '306', '333']","['café au lait spots', 'neurofibromatosis', 'Lisch nodules', 'neurofibromas', 'malignant peripheral nerve sheath tumors', 'Freckles', 'Lipomas', 'Macrocephaly', 'ADHD']","[0.66, 1.0, 0.73, 1.0, 1.0, 0.85, 1.0, 0.77, 0.89]","[False, False, False, False, False, False, False, False, False]","['HP:0000957', 'HP:0001067', 'HP:0009737', 'HP:0001067', 'HP:0100697', 'HP:0001480', 'HP:0012032', 'HP:0001355', 'HP:0007018']",0.11538461538461539
"['505', '718', '728', '742', '916', '1156', '1184', '1195', '1226', '1284', '1451', '1501', '1531', '1546', '1585', '1688', '1802', '1921', '1994', '2012', '2033', '2097', '2218', '2324']","['529', '726', '736', '751', '924', '1182', '1193', '1214', '1234', '1290', '1460', '1517', '1540', '1555', '1598', '1715', '1831', '1947', '2007', '2022', '2053', '2116', '2239', '2338']","['developmental regression', 'diarrhea', 'vomiting', 'dysphagia', 'Seizures', 'the contraction of muscles', 'Hypotonia', 'low muscle tone and', 'dystonia', 'ataxia', 'paralyzed', 'ophthalmoparesis', 'paralysis', 'nystagmus', 'Slow saccades', 'Hypertrophic cardiomyopathy', 'asymmetric septal hypertrophy', 'ventricular septal defects', 'high forehead', 'large ears', 'facial abnormalities', 'respiratory failure', 'peripheral neuropathy', 'Hypertrichosis']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.87, 0.55, 0.86, 1.0, 0.58, 0.97, 0.97, 1.0, 0.97, 0.85, 0.99, 1.0, 0.82, 0.92, 0.91, 0.98, 0.91, 0.92, 0.96]","[False, True, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002376', 'HP:0002014', 'HP:0002013', 'HP:0002015', 'HP:0001250', 'HP:0001371', 'HP:0001252', 'HP:0001252', 'HP:0001332', 'HP:0010867', 'HP:0003470', 'HP:0000597', 'HP:0003470', 'HP:0000639', 'HP:0000514', 'HP:0001639', 'HP:0001670', 'HP:0001629', 'HP:0000348', 'HP:0000400', 'HP:0000271', 'HP:0002878', 'HP:0009830', 'HP:0000998']",0.11538461538461539
"['248', '377', '684', '757', '901', '922', '1019', '1131', '1221', '1304', '1352', '1372', '1423', '1474', '1716', '1873', '2099', '2121', '2330', '2360', '2400', '2424', '2504', '2543', '2556', '2777']","['257', '384', '702', '766', '920', '942', '1039', '1147', '1239', '1325', '1367', '1393', '1437', '1484', '1731', '1881', '2116', '2141', '2348', '2376', '2417', '2442', '2513', '2551', '2564', '2803']","['freckling', 'macules', 'café-au-lait spots', 'vitiligo-', 'bundle branch block', 'Ocular hypertelorism', 'Facial abnormalities', 'broad nasal root', 'Pulmonary stenosis', 'cardiac abnormalities', 'aortic stenosis', 'mitral valve prolapse', 'cryptorchidism', 'monorchism', 'Retarded growth', 'Deafness', 'ECG abnormalities', 'ocular hypertelorism', 'axillary freckling', 'hypopigmentation', 'hyperelastic skin', 'mental retardation', 'Nystagmus', 'seizures', 'hyposmia', 'acute myelogenous leukemia']","[0.89, 0.88, 0.81, 0.65, 0.96, 0.77, 0.79, 0.94, 0.99, 0.89, 1.0, 1.0, 0.99, 0.99, 1.0, 1.0, 0.79, 0.75, 0.89, 0.95, 0.98, 0.99, 0.93, 0.92, 0.82, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001480', 'HP:0012733', 'HP:0000957', 'HP:0001045', 'HP:0011710', 'HP:0000316', 'HP:0000271', 'HP:0000431', 'HP:0001642', 'HP:0001627', 'HP:0001650', 'HP:0001634', 'HP:0000028', 'HP:0030868', 'HP:0001510', 'HP:0000365', 'HP:0003115', 'HP:0000316', 'HP:0000997', 'HP:0001010', 'HP:0000974', 'HP:0001249', 'HP:0000639', 'HP:0001250', 'HP:0004409', 'HP:0004808']",0.1
"['71', '85', '126', '142', '286', '396', '456', '478', '585', '627', '666', '929', '1103', '1123', '1288']","['83', '101', '136', '160', '295', '416', '476', '500', '602', '640', '680', '949', '1121', '1135', '1306']","['low-set ears', 'flaring nostrils', 'thick lips', 'widely spaced eyes', 'hirsutism', 'acanthosis nigricans', 'acanthosis nigricans', 'patches of skin darken', 'enlarged clitoris', 'ovarian cysts', 'enlarged penis', 'spontaneous abortion', 'insulin resistance', 'hypoglycemia', 'insulin resistance']","[0.96, 0.99, 0.98, 0.83, 1.0, 0.95, 0.95, 0.83, 0.97, 0.74, 0.96, 0.99, 0.87, 0.74, 0.87]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000369', 'HP:0030863', 'HP:0012471', 'HP:0000316', 'HP:0001007', 'HP:0000956', 'HP:0000956', 'HP:0000953', 'HP:0008665', 'HP:0000138', 'HP:0000040', 'HP:0005268', 'HP:0000855', 'HP:0001943', 'HP:0000855']",0.0967741935483871
"['119', '166', '333', '398', '465', '530']","['134', '179', '350', '412', '483', '545']","['self-mutilation', 'hyperuricemia', 'macrocytic anemia', 'delayed growth', 'testicular atrophy', 'gouty arthritis']","[0.73, 0.97, 1.0, 0.56, 0.6, 1.0]","[False, False, False, False, False, False]","['HP:0000742', 'HP:0002149', 'HP:0001972', 'HP:0001510', 'HP:0000029', 'HP:0001997']",0.09090909090909091
"['153', '172', '184', '199', '248', '258', '273', '433']","['170', '182', '197', '207', '256', '262', '278', '459']","['cerebellar ataxia', 'spasticity', 'optic atrophy', 'epilepsy', 'vomiting', 'coma', 'fever', 'Neurological abnormalities']","[0.92, 0.96, 0.83, 0.9, 1.0, 0.96, 1.0, 1.0]","[False, False, False, False, False, False, False, False]","['HP:0001251', 'HP:0001257', 'HP:0000648', 'HP:0001250', 'HP:0002013', 'HP:0001259', 'HP:0001945', 'HP:0000707']",0.12903225806451613
"['132', '279', '324', '452', '461', '477', '496', '517', '530', '554', '606']","['144', '291', '351', '459', '473', '494', '515', '529', '550', '574', '618']","['hypertension', 'hypertension', 'for lowering blood pressure', 'fatigue', 'palpitations', 'muscular weakness', 'shortness of breath', 'constipation', 'abdominal distention', 'exercise intolerance', 'hypertension']","[1.0, 1.0, 0.71, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 0.98, 1.0]","[False, False, True, False, False, False, False, False, False, False, False]","['HP:0000822', 'HP:0000822', 'HP:0002615', 'HP:0012378', 'HP:0001962', 'HP:0001324', 'HP:0002094', 'HP:0002019', 'HP:0003270', 'HP:0003546', 'HP:0000822']",0.0625
[],[],[],[],[],[],0.0
"['323', '348', '366', '517', '564', '586', '660', '735']","['337', '360', '370', '535', '581', '604', '678', '759']","['abdominal pain', 'pancreatitis', 'pain', 'eruptive xanthomas', 'lipemia retinalis', 'hepatosplenomegaly', 'acute pancreatitis', 'pancreatic insufficiency']","[0.99, 0.93, 0.99, 0.98, 1.0, 0.87, 0.97, 1.0]","[False, False, False, False, False, False, False, False]","['HP:0002027', 'HP:0001733', 'HP:0012531', 'HP:0001013', 'HP:0000660', 'HP:0001433', 'HP:0001735', 'HP:0001738']",0.21052631578947367
['62'],['70'],['glaucoma'],[1.0],[False],['HP:0000501'],0.007142857142857143
"['0', '162', '475', '507', '616', '652']","['23', '193', '505', '530', '647', '675']","['Intellectual disability', 'agenesis of the corpus callosum', 'absence of the corpus callosum', 'intellectual disability', 'agenesis of the corpus callosum', 'intellectual disability']","[0.82, 0.84, 0.66, 0.89, 0.84, 0.89]","[False, False, False, True, False, False]","['HP:0001249', 'HP:0001274', 'HP:0001274', 'HP:0001249', 'HP:0001274', 'HP:0001249']",0.03389830508474576
"['37', '80', '90', '109', '122', '161', '184', '287', '299', '310', '373', '435', '565', '600', '676', '736', '777', '840', '960', '1000', '1131', '1179', '1271', '1284', '1299', '1312', '1319', '1366', '1541', '1554', '1592', '1603', '1629', '1782', '1835']","['48', '88', '107', '117', '141', '172', '189', '297', '308', '340', '379', '457', '574', '605', '682', '747', '790', '845', '975', '1006', '1148', '1190', '1282', '1297', '1310', '1317', '1326', '1372', '1552', '1563', '1601', '1611', '1642', '1793', '1842']","['lung cancer', 'coughing', 'coughing up blood', 'wheezing', 'shortness of breath', 'weight loss', 'fever', 'chest pain', 'bone pain', 'superior vena cava obstruction', 'cancer', 'breathing difficulties', 'pneumonia', 'tumor', 'cancer', 'lung cancer', 'hypercalcemia', 'SIADH', 'muscle weakness', 'Tumors', ""Horner's syndrome"", 'small pupil', 'lung cancer', 'poor appetite', 'weight loss', 'fever', 'fatigue', 'cancer', 'weight loss', 'bone pain', 'headaches', 'fainting', 'limb weakness', 'lung cancer', 'cancers']","[1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 1.0, 0.99, 1.0, 0.97, 0.93, 0.99, 1.0, 0.92, 1.0, 0.95, 0.96, 1.0, 0.95, 1.0, 0.98, 1.0, 1.0, 1.0, 0.99, 1.0, 0.99, 1.0, 1.0, 0.99, 1.0, 0.97]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]","['HP:0100526', 'HP:0012735', 'HP:0002105', 'HP:0030828', 'HP:0002094', 'HP:0001824', 'HP:0001945', 'HP:0100749', 'HP:0002653', 'HP:0031041', 'HP:0002664', 'HP:0002098', 'HP:0002090', 'HP:0002664', 'HP:0002664', 'HP:0100526', 'HP:0003072', 'HP:0031218', 'HP:0001324', 'HP:0002664', 'HP:0002277', 'HP:0000616', 'HP:0100526', 'HP:0004396', 'HP:0001824', 'HP:0001945', 'HP:0012378', 'HP:0002664', 'HP:0001824', 'HP:0002653', 'HP:0002315', 'HP:0001279', 'HP:0003690', 'HP:0100526', 'HP:0002664']",0.0
"['50', '70', '107', '121', '323', '333', '382', '399', '440', '501', '534', '542', '548', '583', '629', '662', '674', '690', '860', '963', '991', '1121', '1210', '1492', '1528', '1590', '1631', '1668', '1697', '1722']","['68', '89', '119', '134', '329', '370', '394', '412', '443', '504', '541', '547', '565', '593', '650', '673', '689', '706', '863', '967', '1011', '1133', '1213', '1502', '1540', '1609', '1645', '1693', '1704', '1741']","['Exertional dyspnea', 'shortness of breath', 'pneumothorax', 'lung collapse', 'asthma', 'chronic obstructive pulmonary disease', 'pneumothorax', 'lung collapse', 'LAM', 'LAM', 'Fatigue', 'Cough', 'Coughing up blood', 'Chest pain', 'lymphatic obstruction', 'Chylothorax', 'Chylous ascites', 'Chylopericardium', 'LAM', 'pain', 'Cystic lymphangiomas', 'malignancies', 'LAM', 'hemoptysis', 'pneumothorax', 'dyspnea on exertion', 'pneumothoraces', 'chylous pleural effusions', 'ascites', 'dyspnea on exertion']","[1.0, 0.99, 0.99, 0.86, 1.0, 1.0, 0.99, 0.86, 0.96, 0.96, 1.0, 0.88, 0.86, 0.95, 0.83, 0.9, 0.97, 0.98, 0.96, 1.0, 0.97, 1.0, 0.96, 0.94, 0.99, 0.95, 0.85, 0.93, 0.73, 0.95]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002875', 'HP:0002094', 'HP:0002107', 'HP:0100750', 'HP:0002099', 'HP:0006510', 'HP:0002107', 'HP:0100750', 'HP:0012798', 'HP:0012798', 'HP:0012378', 'HP:0012735', 'HP:0002105', 'HP:0100749', 'HP:0001004', 'HP:0010310', 'HP:0012281', 'HP:0011852', 'HP:0012798', 'HP:0012531', 'HP:0000476', 'HP:0002664', 'HP:0012798', 'HP:0002105', 'HP:0002107', 'HP:0002875', 'HP:0002107', 'HP:0010310', 'HP:0001541', 'HP:0002875']",0.27906976744186046
"['125', '138', '199', '214', '234', '271', '288', '300', '405', '464']","['133', '146', '212', '232', '248', '283', '298', '316', '409', '478']","['vomiting', 'diarrhea', 'poor appetite', 'growth retardation', 'enlarged liver', 'osteoporosis', 'osteopenia', 'delayed bone age', 'coma', 'hyperammonemia']","[1.0, 1.0, 0.99, 1.0, 0.86, 0.95, 0.83, 0.84, 0.85, 0.95]","[False, False, False, False, False, False, False, False, False, False]","['HP:0002013', 'HP:0002014', 'HP:0004396', 'HP:0001510', 'HP:0002240', 'HP:0000939', 'HP:0000938', 'HP:0002750', 'HP:0001259', 'HP:0001987']",0.09302325581395349
"['20', '37', '115', '127', '273']","['35', '47', '125', '145', '282']","['memory deficits', 'spasticity', 'clumsiness', 'frequent urination', 'paralysis']","[0.99, 0.98, 1.0, 0.95, 1.0]","[False, False, False, False, False]","['HP:0002354', 'HP:0001257', 'HP:0002312', 'HP:0100515', 'HP:0003470']",0.04
"['143', '199', '311', '332']","['160', '216', '318', '343']","['visual impairment', 'visual impairment', 'Painful', 'photophobia']","[0.64, 0.64, 1.0, 0.66]","[False, False, False, False]","['HP:0000505', 'HP:0000505', 'HP:0012531', 'HP:0000613']",0.06666666666666667
"['111', '192', '204', '214', '224', '255', '295', '493', '512']","['130', '201', '212', '222', '232', '267', '309', '507', '530']","['delayed development', 'hypotonia', 'seizures', 'diarrhea', 'vomiting', 'hypoglycemia', 'cardiomyopathy', 'cardiomyopathy', 'metabolic acidosis']","[1.0, 0.95, 0.99, 1.0, 1.0, 0.72, 0.99, 0.99, 0.96]","[False, False, False, False, False, False, False, False, False]","['HP:0001263', 'HP:0001252', 'HP:0001250', 'HP:0002014', 'HP:0002013', 'HP:0001943', 'HP:0001638', 'HP:0001638', 'HP:0001942']",0.4117647058823529
[],[],[],[],[],[],0.0
"['149', '269', '286', '393', '572', '978', '998']","['164', '284', '294', '397', '581', '994', '1014']","['Hurler syndrome', 'clouded corneas', 'deafness', 'pain', 'prolonged', 'umbilical hernia', 'inguinal hernias']","[0.99, 0.73, 0.91, 0.99, 0.87, 1.0, 1.0]","[False, False, False, False, False, False, False]","['HP:0000943', 'HP:0007957', 'HP:0000365', 'HP:0012531', 'HP:0025297', 'HP:0001537', 'HP:0000023']",0.06896551724137931
"['142', '168', '187', '280', '314', '352', '844', '870', '1041', '1086', '1128', '1182']","['162', '179', '194', '293', '342', '366', '858', '883', '1068', '1090', '1142', '1201']","['exercise intolerance', 'muscle pain', 'fatigue', 'Myoglobinuria', 'breakdown of skeletal muscle', 'rhabdomyolysis', 'kidney failure', 'myoglobinuria', 'contractures of the muscles', 'pain', 'rhabdomyolysis', 'acute kidney injury']","[0.88, 0.99, 0.99, 0.87, 0.62, 0.98, 0.98, 0.91, 0.56, 0.99, 0.98, 0.95]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0003546', 'HP:0003326', 'HP:0012378', 'HP:0002913', 'HP:0003201', 'HP:0003201', 'HP:0000083', 'HP:0002913', 'HP:0001371', 'HP:0012531', 'HP:0003201', 'HP:0001919']",0.1875
"['95', '126', '483', '580', '616', '634', '808', '916', '942', '1036', '1053', '1210', '1369', '1418']","['112', '133', '501', '598', '630', '652', '826', '940', '966', '1051', '1068', '1231', '1387', '1436']","['Fibrous dysplasia', 'macules', 'endocrine diseases', 'Precocious puberty', 'endocrinopathy', 'precocious puberty', 'Precocious puberty', 'Testicular abnormalities', 'Testicular abnormalities', 'Hyperthyroidism', 'Hyperthyroidism', 'Growth Hormone Excess', ""Cushing's Syndrome"", ""Cushing's syndrome""]","[0.98, 0.82, 0.98, 0.82, 0.97, 0.89, 0.82, 0.76, 0.76, 1.0, 1.0, 0.81, 0.97, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0010734', 'HP:0012733', 'HP:0000818', 'HP:0000826', 'HP:0000818', 'HP:0000826', 'HP:0000826', 'HP:0000035', 'HP:0000035', 'HP:0000836', 'HP:0000836', 'HP:0000845', 'HP:0003118', 'HP:0003118']",0.0784313725490196
"['72', '253', '277', '385', '395', '409', '418', '559', '572', '667', '714', '733', '782']","['80', '261', '304', '393', '403', '416', '426', '567', '580', '694', '728', '762', '809']","['diarrhea', 'flushing', 'medullary thyroid carcinoma', 'flushing', 'diarrhea', 'itching', 'pruritus', 'flushing', 'diarrhea', 'Medullary thyroid carcinoma', 'thyroid nodule', 'enlarged cervical lymph nodes', 'medullary thyroid carcinoma']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.98, 1.0, 1.0, 1.0, 0.88, 0.86, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002014', 'HP:0031284', 'HP:0002865', 'HP:0031284', 'HP:0002014', 'HP:0000989', 'HP:0000989', 'HP:0031284', 'HP:0002014', 'HP:0002865', 'HP:0025388', 'HP:0025289', 'HP:0002865']",0.16666666666666666
"['47', '123', '222', '258', '328', '356', '419', '444', '451', '461', '478', '516', '530']","['78', '129', '230', '266', '352', '364', '433', '449', '459', '472', '503', '525', '539']","['increased intracranial pressure', 'tumors', 'listless', 'vomiting', 'gastrointestinal disease', 'migraine', 'truncal ataxia', 'falls', 'diplopia', 'papilledema', 'sixth cranial nerve palsy', 'dizziness', 'nystagmus']","[0.81, 0.96, 0.91, 0.99, 1.0, 0.96, 1.0, 0.64, 0.95, 0.84, 0.98, 0.98, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002516', 'HP:0002664', 'HP:0000741', 'HP:0002013', 'HP:0011024', 'HP:0002076', 'HP:0002078', 'HP:0002527', 'HP:0000651', 'HP:0001085', 'HP:0011349', 'HP:0002321', 'HP:0000639']",0.06818181818181818
"['44', '61', '98', '145', '160', '192']","['60', '72', '116', '159', '177', '209']","['Corneal erosions', 'Photophobia', 'visual acuity loss', 'Nonprogressive', 'corneal dystrophy', 'corneal opacities']","[1.0, 0.94, 0.85, 0.63, 0.99, 0.96]","[False, False, False, False, False, False]","['HP:0200020', 'HP:0000613', 'HP:0007663', 'HP:0003680', 'HP:0001131', 'HP:0007957']",0.0
"['15', '70', '95', '185', '194', '234', '501', '622', '688', '706', '714', '727', '765', '829']","['23', '75', '111', '189', '198', '242', '517', '630', '704', '712', '722', '734', '773', '838']","['melanoma', 'moles', 'nodular melanoma', 'mole', 'itch', 'melanoma', 'nodular melanoma', 'melanoma', 'loss of appetite', 'nausea', 'vomiting', 'fatigue', 'melanoma', 'melanomas']","[1.0, 1.0, 0.99, 1.0, 0.98, 1.0, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99]","[False, False, False, False, False, False, True, False, False, False, False, False, False, False]","['HP:0002861', 'HP:0003764', 'HP:0012058', 'HP:0000995', 'HP:0000989', 'HP:0002861', 'HP:0012058', 'HP:0002861', 'HP:0004396', 'HP:0002018', 'HP:0002013', 'HP:0012378', 'HP:0002861', 'HP:0002861']",0.0
"['185', '723', '753', '805']","['190', '741', '763', '823']","['scaly', 'excessive sweating', 'thick skin', 'excessive sweating']","[0.97, 0.89, 0.85, 0.89]","[False, False, False, False]","['HP:0040189', 'HP:0000975', 'HP:0001072', 'HP:0000975']",0.07142857142857142
"['6', '112', '182', '208', '318', '455', '500', '580', '589', '599']","['12', '118', '190', '219', '324', '471', '531', '587', '597', '612']","['tumors', 'tumors', 'seizures', 'meningiomas', 'tumors', 'seizure symptoms', 'Increased intracranial pressure', 'gliomas', 'Diplopia', 'Double vision']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.97, 1.0, 0.99, 0.74, 0.92]","[False, False, False, False, False, False, False, False, False, False]","['HP:0002664', 'HP:0002664', 'HP:0001250', 'HP:0002858', 'HP:0002664', 'HP:0011145', 'HP:0002516', 'HP:0009733', 'HP:0000651', 'HP:0000651']",0.14285714285714285
"['280', '329', '396', '410', '531', '687', '729', '757', '1024', '1041']","['289', '340', '404', '430', '548', '711', '741', '766', '1035', '1051']","['hypotonia', 'hypothermia', 'seizures', 'metaphyseal widening', 'neurodegeneration', 'blockage of the arteries', 'osteoporosis', 'fractures', 'coarse hair', 'loose skin']","[0.62, 0.57, 0.94, 0.98, 0.91, 0.58, 1.0, 0.86, 0.98, 0.98]","[False, False, False, False, False, False, False, False, False, False]","['HP:0001252', 'HP:0002045', 'HP:0001250', 'HP:0003016', 'HP:0002180', 'HP:0025324', 'HP:0000939', 'HP:0020110', 'HP:0002208', 'HP:0000973']",0.08823529411764706
"['250', '370', '421', '447', '492', '507', '537', '752', '778', '1149']","['268', '385', '435', '456', '501', '515', '545', '772', '786', '1169']","['difficulty walking', 'muscle rigidity', 'loss of vision', 'blindness', 'paralysis', 'dementia', 'comatose', 'mental deterioration', 'dementia', 'progressive dementia']","[0.97, 0.76, 1.0, 0.66, 1.0, 0.94, 0.96, 0.89, 0.94, 0.83]","[False, False, False, False, False, False, False, False, False, False]","['HP:0002355', 'HP:0002063', 'HP:0000572', 'HP:0000618', 'HP:0003470', 'HP:0000726', 'HP:0001259', 'HP:0001268', 'HP:0000726', 'HP:0000726']",0.017241379310344827
"['251', '292', '307', '324', '373', '399', '444']","['262', '305', '322', '341', '397', '431', '459']","['adult onset', 'Babinski sign', 'muscle weakness', 'distal amyotrophy', 'developmental regression', 'loss of developmental milestones', 'easy to fatigue']","[0.61, 0.94, 0.97, 0.96, 1.0, 0.96, 0.9]","[False, False, False, False, False, False, False]","['HP:0003581', 'HP:0003487', 'HP:0001324', 'HP:0003693', 'HP:0002376', 'HP:0002376', 'HP:0003388']",0.06578947368421052
"['0', '33', '44', '51', '58', '65', '77']","['22', '42', '49', '57', '64', '75', '91']","['Sensorineural deafness', 'urticaria', 'hives', 'Fevers', 'Chills', 'Arthralgia', 'painful joints']","[0.99, 0.71, 1.0, 0.79, 1.0, 0.62, 0.89]","[False, False, False, False, False, False, False]","['HP:0000407', 'HP:0001025', 'HP:0001025', 'HP:0001945', 'HP:0025143', 'HP:0002829', 'HP:0002829']",0.06521739130434782
"['30', '112', '129', '215', '324', '338']","['53', '127', '149', '246', '336', '350']","['psychomotor retardation', 'corneal opacity', 'retinal degeneration', 'agenesis of the corpus callosum', 'achlorhydria', 'Achlorhydria']","[1.0, 0.76, 0.85, 0.85, 0.63, 0.87]","[False, False, False, False, True, False]","['HP:0025356', 'HP:0007957', 'HP:0000546', 'HP:0001274', 'HP:0032448', 'HP:0032448']",0.06521739130434782
"['14', '377', '416', '595', '765', '793', '990', '1120', '1193', '1204', '1371', '1506']","['29', '399', '431', '617', '787', '808', '1007', '1140', '1202', '1218', '1379', '1540']","['Hurler syndrome', 'flattened nasal bridge', 'nasal discharge', 'Skeletal abnormalities', 'carpal tunnel syndrome', 'joint stiffness', 'umbilical hernias', 'retinal degeneration', 'blindness', 'Enlarged liver', 'diarrhea', 'lower respiratory tract infections']","[1.0, 0.99, 0.99, 0.55, 0.99, 0.8, 0.99, 0.99, 0.85, 0.71, 0.99, 0.98]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000943', 'HP:0005280', 'HP:0031417', 'HP:0000924', 'HP:0012185', 'HP:0001387', 'HP:0001537', 'HP:0000546', 'HP:0000618', 'HP:0002240', 'HP:0002014', 'HP:0002783']",0.08333333333333333
"['66', '316', '326', '352', '378', '446', '495', '512']","['81', '324', '346', '367', '396', '468', '507', '523']","['Hurler Syndrome', 'Glaucoma', 'retinal degeneration', 'clouded corneas', 'visual impairments', 'carpal tunnel syndrome', 'stiff joints', 'sleep apnea']","[0.99, 1.0, 1.0, 0.58, 0.84, 0.98, 0.56, 0.99]","[False, False, False, False, False, False, False, False]","['HP:0000943', 'HP:0000501', 'HP:0000546', 'HP:0007957', 'HP:0000505', 'HP:0012185', 'HP:0001387', 'HP:0010535']",0.15789473684210525
"['52', '86', '226', '269', '310', '326', '444', '466', '487', '521', '635', '669', '712']","['67', '97', '239', '291', '324', '341', '455', '481', '507', '535', '648', '689', '734']","['hydrops fetalis', 'fetal death', 'enlarged head', 'coarse facial features', 'enlarged liver', 'enlarged spleen', 'sleep apnea', 'lung infections', 'problems with vision', 'cloudy corneas', 'short stature', 'dysostosis multiplex', 'carpal tunnel syndrome']","[0.99, 0.94, 0.99, 1.0, 0.97, 0.94, 0.99, 0.98, 0.9, 0.79, 0.92, 0.98, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001789', 'HP:0003826', 'HP:0040194', 'HP:0000280', 'HP:0002240', 'HP:0001744', 'HP:0010535', 'HP:0006532', 'HP:0000505', 'HP:0007759', 'HP:0004322', 'HP:0000943', 'HP:0012185']",0.09090909090909091
"['119', '247', '262', '367', '382', '846']","['135', '260', '274', '380', '394', '872']","['craniosynostosis', 'wide-set eyes', 'low set ears', 'enlarged head', 'macrocephaly', 'craniosynostosis syndromes']","[1.0, 0.99, 0.97, 0.98, 0.76, 0.92]","[True, False, False, False, False, False]","['HP:0001363', 'HP:0000316', 'HP:0000369', 'HP:0040194', 'HP:0001355', 'HP:0001363']",0.02
"['109', '127', '343', '369', '479', '509', '578', '688', '1905']","['120', '136', '349', '394', '485', '515', '595', '694', '1917']","['epithelioma', 'carcinoma', 'cancer', 'cancer of the endometrium', 'cancer', 'cancer', 'colorectal cancer', 'tumors', 'malignancies']","[0.99, 0.99, 1.0, 0.99, 1.0, 1.0, 1.0, 0.94, 1.0]","[False, False, False, False, False, False, False, False, False]","['HP:0031492', 'HP:0030731', 'HP:0002664', 'HP:0012114', 'HP:0002664', 'HP:0002664', 'HP:0100834', 'HP:0002664', 'HP:0002664']",0.09090909090909091
"['39', '130', '251', '276', '288']","['57', '144', '274', '282', '299']","['growth retardation', 'enlarged liver', 'intellectual disability', 'tumors', 'infertility']","[0.66, 0.98, 0.98, 0.99, 0.99]","[False, False, False, False, False]","['HP:0001510', 'HP:0002240', 'HP:0001249', 'HP:0002664', 'HP:0000789']",0.05714285714285714
"['127', '137', '155', '182', '204', '245', '562']","['135', '147', '169', '200', '233', '265', '580']","['deafness', 'ichthyosis', 'enlarged liver', 'hepatosplenomegaly', 'Abnormalities of the skeleton', 'curving of the spine', 'mental retardation']","[1.0, 0.73, 0.93, 0.78, 0.77, 0.95, 0.97]","[False, False, False, False, False, False, False]","['HP:0000365', 'HP:0008064', 'HP:0002240', 'HP:0001433', 'HP:0000924', 'HP:0002650', 'HP:0001249']",0.07407407407407407
